META; champions-league/hafnarfjordur-v-dundalk; 2016-07-15 12:15:21 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 
Dundalk; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/12; ; ; ; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-15 16:15:18 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 
Dundalk; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/12; ; ; ; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-15 20:15:25 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 23/20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/5; ; ; ; ; 
Draw; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 
Dundalk; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 29/12; ; ; ; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-16 00:15:30 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; 
Dundalk; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; 
Draw; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 26/11; ; ; ; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-16 04:15:31 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; 
Dundalk; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; 
Draw; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 26/11; ; ; ; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-16 08:15:34 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; 
Dundalk; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; 
Draw; ; 85/40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 26/11; ; ; ; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-16 12:15:48 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; ; 
Dundalk; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 26/11; ; ; ; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-16 16:15:39 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 11/8; 11/8; ; 11/8; ; ; 11/8; 7/5; ; ; ; ; ; ; ; 7/5; ; ; ; ; 7/5; ; ; ; ; 
Dundalk; ; 15/8; 15/8; ; 15/8; ; ; 9/5; 15/8; ; ; ; ; ; ; ; 15/8; ; ; ; ; 39/19; ; ; ; ; 
Draw; ; 11/5; 23/10; ; 23/10; ; ; 9/4; 23/10; ; ; ; ; ; ; ; 12/5; ; ; ; ; 26/11; ; ; ; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-16 20:15:38 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 11/8; 11/8; ; 11/8; ; ; 11/8; 7/5; ; ; ; 6/5; ; ; ; 11/8; ; ; ; ; 7/5; ; ; 7/5; ; 
Dundalk; ; 15/8; 15/8; ; 15/8; ; ; 9/5; 15/8; ; ; ; 9/5; ; ; ; 15/8; ; ; ; ; 39/19; ; ; 7/4; ; 
Draw; ; 11/5; 23/10; ; 23/10; ; ; 9/4; 23/10; ; ; ; 11/5; ; ; ; 12/5; ; ; ; ; 26/11; ; ; 21/10; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-17 00:15:35 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 11/8; 11/8; ; 11/8; ; ; 11/8; 7/5; ; ; 6/5; 6/5; ; ; ; 11/8; ; ; ; ; 7/5; ; ; ; ; 
Dundalk; ; 15/8; 15/8; ; 15/8; ; ; 9/5; 15/8; ; ; 9/5; 9/5; ; ; ; 15/8; ; ; ; ; 39/19; ; ; ; ; 
Draw; ; 11/5; 23/10; ; 23/10; ; ; 9/4; 23/10; ; ; 11/5; 11/5; ; ; ; 12/5; ; ; ; ; 26/11; ; ; ; ; 
META; champions-league/hafnarfjordur-v-dundalk; 2016-07-17 04:15:35 GMT+3; 2016-07-20 20:15; e70300-dr003
Hafnarfjordur; ; 11/8; 11/8; ; 11/8; ; ; 11/8; 7/5; ; ; 6/5; 6/5; ; ; ; 11/8; ; ; ; ; 7/5; ; ; ; ; 
