META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-17 08:15:14 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 6/5; ; ; 6/5; ; ; ; ; 5/4; ; ; ; ; ; ; ; 5/4; ; 5/4; ; 6/5; ; ; ; ; 
Draw; ; 9/4; ; ; 23/10; ; ; ; ; 12/5; ; ; ; ; ; ; ; 12/5; ; 12/5; ; 5/2; ; ; ; ; 
APOEL Nicosia; ; 85/40; ; ; 11/5; ; ; ; ; 11/5; ; ; ; ; ; ; ; 11/5; ; 11/5; ; 5/2; ; ; ; ; 
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-17 12:15:17 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; ; 5/4; ; ; 6/5; ; ; ; ; 5/4; ; ; ; ; 6/5; ; ; 5/4; ; 5/4; ; 6/5; ; ; 10/9; ; 
FC Copenhagen; 7/4; 13/8; 13/8; 13/8; 7/4; 5/3; 7/4; 6/4; 13/8; 7/4; 17/10; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; ; 17/10; ; 17/10; ; 7/4
APOEL Nicosia; 15/8; 17/10; 17/10; 17/10; 7/4; 17/10; 9/5; 17/10; 13/8; 28/17; 7/4; 7/4; 17/10; 7/4; 9/5; 17/10; ; 28/17; 17/10; 13/8; 7/4; ; 9/5; ; 9/5; ; 9/5
Draw; 11/5; 2; 39/20; 11/5; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; ; 11/5; ; 21/10; ; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 08:15:01 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 7/4; 13/8; 13/8; 13/8; 7/4; 5/3; 17/10; 6/4; 13/8; 7/4; 13/8; 9/5; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; ; 17/10; ; 17/10; ; 7/4
APOEL Nicosia; 15/8; 17/10; 17/10; 17/10; 7/4; 17/10; 15/8; 17/10; 13/8; 28/17; 7/4; 7/4; 17/10; 7/4; 9/5; 17/10; ; 28/17; 17/10; 13/8; 7/4; ; 9/5; ; 9/5; ; 9/5
Draw; 11/5; 2; 39/20; 11/5; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 2; 11/5; ; 9/4; 11/5; 9/4; 28/13; ; 11/5; ; 21/10; ; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 09:45:02 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 7/4; 17/10; 13/8; 7/4; 17/10; 5/3; 7/4; 6/4; 13/8; 7/4; 13/8; 7/4; 9/5; 7/4; 17/10; 17/10; ; 7/4; 7/4; 7/4; 17/10; ; 17/10; ; 17/10; ; 7/4
APOEL Nicosia; 15/8; 13/8; 17/10; 9/5; 7/4; 17/10; 9/5; 17/10; 7/4; 28/17; 7/4; 7/4; 17/10; 9/5; 9/5; 17/10; ; 28/17; 17/10; 13/8; 7/4; ; 9/5; ; 9/5; ; 15/8
Draw; 11/5; 2; 39/20; 19/10; 11/5; 21/10; 11/5; 21/10; 2; 9/4; 21/10; 21/10; 2; 21/10; 21/10; 11/5; ; 9/4; 11/5; 9/4; 28/13; ; 11/5; ; 21/10; ; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 11:45:02 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 7/5; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 7/5; 6/4; 7/5; 31/20; 6/4; 6/4; 29/20; 6/4; ; 6/4; 6/4; 6/4; 16/11; 6/4; 17/12; ; 7/5; 7/5; 6/4
APOEL Nicosia; 11/5; 2; 2; 21/10; 2; 2; 85/40; 21/10; 2; 2; 2; 21/10; 2; 21/10; 2; 19/10; ; 2; 2; 2; 39/19; 28/13; 28/13; ; 21/10; 21/10; 11/5
Draw; 9/4; 2; 39/20; 21/10; 9/4; 21/10; 9/4; 21/10; 2; 28/13; 21/10; 21/10; 21/10; 11/5; 21/10; 9/4; ; 28/13; 11/5; 21/10; 28/13; 38/17; 11/5; ; 21/10; 21/10; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 12:15:01 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 7/5; 11/8; 7/5; 6/4; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; 31/20; 6/4; 6/4; 29/20; 6/4; ; 7/5; 6/4; 7/5; 16/11; 6/4; 17/12; ; 6/4; 6/4; 6/4
APOEL Nicosia; 11/5; 19/10; 2; 21/10; 2; 2; 85/40; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 2; 2; ; 21/10; 2; 21/10; 39/19; 28/13; 28/13; ; 2; 21/10; 21/10
Draw; 9/4; 21/10; 39/20; 21/10; 9/4; 21/10; 11/5; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; ; 11/5; 11/5; 11/5; 11/5; 38/17; 11/5; ; 21/10; 21/10; 11/5
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 12:53:03 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 6/4; 7/5; 7/5; 7/5; 6/4; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; 31/20; 6/4; 29/20; 29/20; 6/4; ; 7/5; 6/4; 7/5; 16/11; 6/4; 17/12; 7/5; ; 6/4; 6/4; 6/4
APOEL Nicosia; 11/5; 2; 2; 21/10; 2; 2; 85/40; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 2; 2; ; 21/10; 2; 21/10; 39/19; 28/13; 11/5; 2; ; 2; 2; 21/10
Draw; 9/4; 2; 39/20; 21/10; 9/4; 21/10; 9/4; 21/10; 2; 11/5; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; ; 11/5; 11/5; 11/5; 11/5; 38/17; 28/13; 21/10; ; 21/10; 21/10; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 13:45:16 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 31/20; 7/5; 11/8; 7/5; 6/4; 11/8; 29/20; 7/5; 7/5; ; 7/5; 6/4; 6/4; 29/20; 7/5; 7/5; ; 7/5; 6/4; ; 7/5; 23/15; 11/8; 7/5; ; 7/5; 7/5; 6/4
APOEL Nicosia; 21/10; 19/10; 2; 2; 2; 2; 11/5; 21/10; 2; ; 2; 21/10; 2; 21/10; 2; 21/10; ; 21/10; 2; ; 39/19; 21/10; 11/5; 2; ; 2; 2; 11/5
Draw; 9/4; 21/10; 2; 11/5; 9/4; 43/20; 9/4; 21/10; 2; ; 21/10; 21/10; 21/10; 9/4; 11/5; 11/5; ; 11/5; 11/5; ; 11/5; 9/4; 9/4; 21/10; ; 21/10; 11/5; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 15:45:02 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 31/20; 7/5; 7/5; 29/20; 6/4; 7/5; 6/4; 7/5; 7/5; 16/11; 7/5; 31/20; 6/4; 29/20; 29/20; 7/5; ; 16/11; 6/4; 7/5; 16/11; 11/7; 17/12; 6/4; ; 6/4; 7/5; 6/4
APOEL Nicosia; 21/10; 19/10; 39/20; 2; 2; 39/20; 85/40; 21/10; 2; 2; 2; 21/10; 2; 21/10; 2; 21/10; ; 2; 2; 2; 2; 25/12; 21/10; 2; ; 2; 2; 21/10
Draw; 9/4; 21/10; 39/20; 21/10; 9/4; 21/10; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; ; 9/4; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; ; 21/10; 11/5; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 16:15:01 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 31/20; 29/20; 29/20; 29/20; 6/4; 7/5; 6/4; 7/5; 7/5; 16/11; 7/5; 31/20; 6/4; 29/20; 29/20; 7/5; ; 16/11; 6/4; 7/5; 16/11; 11/7; 14/9; 6/4; ; 6/4; 6/4; 6/4
APOEL Nicosia; 21/10; 19/10; 39/20; 19/10; 2; 39/20; 85/40; 21/10; 2; 2; 2; 21/10; 2; 21/10; 19/10; 21/10; ; 2; 2; 2; 2; 25/12; 19/10; 2; ; 19/10; 19/10; 2
Draw; 9/4; 21/10; 39/20; 9/4; 9/4; 21/10; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 21/10; 11/5; 11/5; 11/5; ; 9/4; 11/5; 9/4; 11/5; 11/5; 9/4; 11/5; ; 21/10; 11/5; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 17:45:02 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 7/5; 11/8; 27/20; 11/8; 11/8; 13/10; 11/8; 7/5; 7/5; 5/4; 11/8; 29/20; 6/4; 7/5; 11/8; 13/10; ; 5/4; 23/17; 5/4; 23/17; 4/3; 17/12; 7/5; ; 11/8; 7/5; 7/5
APOEL Nicosia; 23/10; 21/10; 41/20; 21/10; 11/5; 41/20; 23/10; 21/10; 2; 23/10; 21/10; 11/5; 2; 11/5; 21/10; 9/4; ; 23/10; 11/5; 23/10; 28/13; 44/19; 21/10; 21/10; ; 11/5; 11/5; 9/4
Draw; 23/10; 2; 39/20; 11/5; 9/4; 43/20; 9/4; 21/10; 2; 23/10; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; ; 23/10; 11/5; 23/10; 11/5; 19/8; 9/4; 11/5; ; 11/5; 9/4; 23/10
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 18:33:01 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 7/5; 11/8; 27/20; 11/8; 11/8; 13/10; 7/5; 7/5; 13/10; 13/10; 13/10; 7/5; 29/20; 7/5; 11/8; 13/10; ; 13/10; 23/17; 13/10; 23/17; 4/3; 7/5; 11/8; ; 11/8; 7/5; 7/5
APOEL Nicosia; 23/10; 21/10; 41/20; 11/5; 11/5; 21/10; 9/4; 21/10; 11/5; 9/4; 21/10; 9/4; 21/10; 11/5; 21/10; 9/4; ; 9/4; 11/5; 9/4; 28/13; 44/19; 28/13; 11/5; ; 11/5; 11/5; 23/10
Draw; 23/10; 2; 39/20; 21/10; 9/4; 43/20; 9/4; 21/10; 85/40; 9/4; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; ; 9/4; 11/5; 9/4; 11/5; 19/8; 9/4; 11/5; ; 11/5; 9/4; 23/10
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 19:45:02 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 7/5; 11/8; 13/10; 7/5; 11/8; 27/20; 11/8; 7/5; 13/10; 23/17; 13/10; 7/5; 7/5; 7/5; 11/8; 13/10; ; 23/17; 23/17; 27/20; 23/17; 16/11; 23/17; 11/8; ; 7/5; 7/5; 7/5
APOEL Nicosia; 23/10; 21/10; 21/10; 11/5; 11/5; 41/20; 23/10; 21/10; 11/5; 28/13; 21/10; 9/4; 21/10; 11/5; 21/10; 9/4; ; 28/13; 11/5; 21/10; 21/10; 24/11; 9/4; 11/5; ; 21/10; 11/5; 9/4
Draw; 9/4; 2; 2; 2; 9/4; 43/20; 9/4; 21/10; 85/40; 9/4; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; ; 9/4; 11/5; 9/4; 11/5; 23/10; 9/4; 11/5; ; 21/10; 11/5; 23/10
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 20:15:02 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 7/5; 11/8; 27/20; 7/5; 11/8; 27/20; 11/8; 7/5; 7/5; 23/17; 11/8; 7/5; 7/5; 7/5; 11/8; 13/10; ; 23/17; 23/17; 27/20; 23/17; 6/4; 7/5; 11/8; ; 7/5; 7/5; 7/5
APOEL Nicosia; 23/10; 21/10; 21/10; 11/5; 11/5; 41/20; 23/10; 21/10; 85/40; 28/13; 21/10; 9/4; 21/10; 11/5; 21/10; 9/4; ; 28/13; 11/5; 21/10; 21/10; 21/10; 28/13; 11/5; ; 21/10; 11/5; 9/4
Draw; 9/4; 2; 39/20; 2; 9/4; 43/20; 9/4; 21/10; 2; 9/4; 21/10; 21/10; 21/10; 11/5; 11/5; 9/4; ; 9/4; 11/5; 9/4; 11/5; 23/10; 9/4; 11/5; ; 21/10; 11/5; 9/4
META; champions-league/apoel-nicosia-v-fc-copenhagen; 2016-08-24 21:45:05 GMT+3; 2016-08-24 19:45; e70300-dr003
FC Copenhagen; 5/4; ; ; ; ; 23/20; ; 13/10; ; ; ; ; ; ; ; ; ; 13/11; 5/4; ; 15/13; ; 23/17; ; ; ; ; 
Draw; 12/5; ; ; ; ; 11/5; ; 21/10; ; ; ; ; ; ; ; ; ; 23/10; 21/10; ; 9/4; ; 9/4; ; ; ; ; 
APOEL Nicosia; 5/2; ; ; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; 12/5; 11/5; ; 9/4; ; 9/4; ; ; ; ; 
