META; champions-league/legia-warsaw-v-zrinski; 2016-07-16 08:15:16 GMT+3; 2016-07-19 19:45; e70300-dr003
Legia Warsaw; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 
Zrinski; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; 
META; champions-league/legia-warsaw-v-zrinski; 2016-07-16 12:15:26 GMT+3; 2016-07-19 19:45; e70300-dr003
Legia Warsaw; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 15/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 
Zrinski; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; 
META; champions-league/legia-warsaw-v-zrinski; 2016-07-16 16:15:20 GMT+3; 2016-07-19 19:45; e70300-dr003
Legia Warsaw; ; 2/7; 2/7; ; 2/7; ; ; ; 3/10; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; 4; ; 4; ; ; ; 17/4; ; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; ; ; 
Zrinski; ; 9; 9; ; 9; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; 10; ; ; ; ; 
META; champions-league/legia-warsaw-v-zrinski; 2016-07-16 20:15:17 GMT+3; 2016-07-19 19:45; e70300-dr003
Legia Warsaw; ; 2/7; 3/10; ; 3/10; ; ; ; 3/10; ; ; 3/10; 1/4; ; ; ; 3/10; ; ; ; ; 3/10; ; ; 2/7; ; 
Draw; ; 4; 4; ; 4; ; ; ; 17/4; ; ; 10/3; 4; ; ; ; 9/2; ; ; ; ; 9/2; ; ; 14/5; ; 
Zrinski; ; 9; 17/2; ; 17/2; ; ; ; 17/2; ; ; 7; 7; ; ; ; 17/2; ; ; ; ; 10; ; ; 23/10; ; 
META; champions-league/legia-warsaw-v-zrinski; 2016-07-17 00:15:16 GMT+3; 2016-07-19 19:45; e70300-dr003
Legia Warsaw; ; 2/7; 3/10; ; 3/10; ; ; ; 3/10; ; ; 3/10; 1/4; ; ; ; 3/10; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; 4; ; 4; ; ; ; 17/4; ; ; 10/3; 4; ; ; ; 9/2; ; ; ; ; 9/2; ; ; ; ; 
Zrinski; ; 9; 17/2; ; 17/2; ; ; ; 17/2; ; ; 7; 7; ; ; ; 17/2; ; ; ; ; 10; ; ; ; ; 
META; champions-league/legia-warsaw-v-zrinski; 2016-07-17 04:15:17 GMT+3; 2016-07-19 19:45; e70300-dr003
Legia Warsaw; ; 2/7; 3/10; ; 3/10; ; ; ; 3/10; ; ; 3/10; 1/4; ; ; ; 3/10; ; ; ; ; 3/10; ; ; ; ; 
Draw; ; 4; 4; ; 4; ; ; ; 17/4; ; ; 10/3; 4; ; ; ; 9/2; ; ; ; ; 9/2; ; ; ; ; 
Zrinski; ; 9; 17/2; ; 17/2; ; ; ; 17/2; ; ; 7; 7; ; ; ; 17/2; ; ; ; ; 10; ; ; ; ; 
