META; champions-league/man-city-v-monaco; 2016-12-12 16:15:10 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; ; 4/9; ; 1/2; 1/2; 2/5; ; ; 2/5; 8/15; ; 4/9; 1/2; ; 10/21; 10/21; 10/21; 4/9; 10/21; 51/100; 4/9; 10/21; 1/2; ; 2/5; ; 
Draw; 10/3; 10/3; ; 10/3; ; 10/3; 17/5; 16/5; ; ; 3; 13/5; ; 3; 10/3; ; 57/17; 17/5; 29/10; 10/3; 57/17; 71/20; 10/3; 17/5; 16/5; ; 14/5; ; 
Monaco; 11/2; 5; ; 6; ; 5; 11/2; 7; ; ; 6; 5; ; 6; 11/2; ; 27/5; 23/4; 13/2; 28/5; 27/5; 13/2; 9/2; 23/4; 5; ; 11/2; ; 
META; champions-league/man-city-v-monaco; 2016-12-12 20:15:09 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 1/2; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 1/2; ; 10/21; 10/21; 10/21; 4/9; 10/21; 51/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 17/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; ; 57/17; 17/5; 29/10; 10/3; 57/17; 71/20; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 5; 6; 11/2; 5; 11/2; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 11/2; ; 91/17; 23/4; 13/2; 28/5; 91/17; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-13 00:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 8/15; 10/21; 10/21; 10/21; 4/9; 10/21; 51/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 7/2; 57/17; 17/5; 29/10; 10/3; 57/17; 71/20; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 5; 6; 11/2; 5; 6; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 11/2; 91/17; 23/4; 13/2; 28/5; 91/17; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-13 04:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 8/15; 10/21; 10/21; 10/21; 4/9; 10/21; 51/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 7/2; 57/17; 17/5; 29/10; 10/3; 57/17; 71/20; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 6; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 11/2; 91/17; 23/4; 13/2; 28/5; 91/17; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-13 08:15:07 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 8/15; 10/21; 10/21; 10/21; 4/9; 10/21; 51/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 7/2; 57/17; 17/5; 29/10; 10/3; 57/17; 71/20; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 6; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 11/2; 91/17; 23/4; 13/2; 28/5; 91/17; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-13 12:15:07 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 8/15; 10/21; 10/21; 10/21; 4/9; 10/21; 51/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 10/3; 13/4; 17/5; 29/10; 10/3; 13/4; 71/20; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 6; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 6; 61/11; 23/4; 13/2; 28/5; 61/11; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-13 16:15:09 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 1/2; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 8/15; 17/35; 10/21; 10/21; 4/9; 17/35; 49/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 10/3; 13/4; 17/5; 29/10; 10/3; 13/4; 15/4; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 11/2; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-13 20:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 1/2; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 8/15; 17/35; 10/21; 10/21; 4/9; 17/35; 49/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 10/3; 13/4; 17/5; 29/10; 10/3; 13/4; 15/4; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 11/2; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-14 00:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 1/2; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 8/15; 17/35; 10/21; 10/21; 4/9; 17/35; 49/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 10/3; 13/4; 17/5; 29/10; 10/3; 13/4; 15/4; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 11/2; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 6; 27/5; 23/4; 13/2; 28/5; 27/5; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-14 04:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 1/2; 10/21; 10/21; 10/21; 4/9; 10/21; 49/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 7/2; 33/10; 17/5; 29/10; 10/3; 33/10; 15/4; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 6; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-14 08:15:09 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 8/15; 17/35; 10/21; 10/21; 4/9; 17/35; 49/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 3; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 10/3; 13/4; 17/5; 29/10; 10/3; 13/4; 15/4; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 11/2; 11/2; 5; 11/2; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 13/2; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-14 12:15:14 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 1/2; 17/35; 10/21; 10/21; 4/9; 17/35; 12/25; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 3; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 7/2; 13/4; 17/5; 29/10; 10/3; 13/4; 19/5; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 11/2; 11/2; 5; 6; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 32/5; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-14 16:15:09 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; ; 1/2; 8/15; 1/2; 17/35; 10/21; 10/21; 4/9; 17/35; 12/25; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; ; 10/3; 10/3; 7/2; 13/4; 17/5; 29/10; 10/3; 13/4; 19/5; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 11/2; 7; 11/2; 11/2; 6; 5; ; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 32/5; 9/2; 23/4; 5; ; 24/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-14 20:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 1/2; 17/35; 10/21; 10/21; 4/9; 17/35; 12/25; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 7/2; 13/4; 17/5; 29/10; 10/3; 13/4; 19/5; 10/3; 17/5; 16/5; ; 14/5; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 6; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 32/5; 9/2; 23/4; 5; ; 23/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-15 00:15:10 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 1/2; 17/35; 10/21; 10/21; 4/9; 17/35; 12/25; ; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 10/3; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 7/2; 13/4; 17/5; 29/10; 10/3; 13/4; 19/5; ; 17/5; 16/5; ; 14/5; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 6; 7; 11/2; 11/2; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 32/5; ; 23/4; 5; ; 23/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-15 04:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 1/2; 17/35; 10/21; 10/21; 4/9; 17/35; 49/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 7/2; 13/4; 17/5; 29/10; 10/3; 13/4; 19/5; 10/3; 17/5; 16/5; ; 14/5; ; 
Monaco; 11/2; 5; 11/2; 5; 11/2; 5; 6; 7; 11/2; 5; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 32/5; 9/2; 23/4; 5; ; 23/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-15 08:15:11 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 1/2; 1/2; 1/2; 1/2; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 8/15; 17/35; 10/21; 10/21; 4/9; 17/35; 49/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 7/2; 10/3; 7/2; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 10/3; 13/4; 17/5; 29/10; 10/3; 13/4; 19/5; 10/3; 17/5; 16/5; ; 14/5; ; 
Monaco; 11/2; 5; 11/2; 5; 11/2; 5; 11/2; 7; 11/2; 5; 6; 5; 11/2; 11/2; 5; 6; 27/5; 23/4; 13/2; 28/5; 27/5; 32/5; 9/2; 23/4; 5; ; 23/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-15 12:22:47 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 1/2; 17/35; 10/21; 10/21; 4/9; 17/35; 49/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 10/3; 10/3; 7/2; 13/4; 17/5; 29/10; 10/3; 13/4; 19/5; 10/3; 17/5; 16/5; ; 14/5; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 6; 7; 11/2; 5; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 32/5; 9/2; 23/4; 5; ; 23/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-15 16:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 4/9; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; 1/2; 8/15; 1/2; 17/35; 10/21; 10/21; 4/9; 17/35; 49/100; 4/9; 10/21; 1/2; ; 4/9; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; 17/5; 10/3; 7/2; 13/4; 17/5; 29/10; 10/3; 13/4; 19/5; 10/3; 17/5; 16/5; ; 3; ; 
Monaco; 11/2; 5; 11/2; 6; 11/2; 5; 6; 7; 11/2; 5; 6; 5; 11/2; 11/2; 5; 6; 60/11; 23/4; 13/2; 28/5; 60/11; 32/5; 9/2; 23/4; 5; ; 23/5; ; 
META; champions-league/man-city-v-monaco; 2016-12-15 20:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
Man City; 1/2; 1/2; 40/85; 4/9; 1/2; 1/2; 9/20; 2/5; 1/2; 1/2; 2/5; 8/15; 12/25; ; 8/15; 1/2; 17/35; 10/21; 10/21; 4/9; 17/35; 49/100; 4/9; 10/21; 1/2; ; 1/33; ; 
Draw; 10/3; 10/3; 16/5; 16/5; 7/2; 10/3; 18/5; 16/5; 10/3; 16/5; 3; 13/5; 10/3; ; 10/3; 7/2; 13/4; 17/5; 29/10; 10/3; 13/4; 19/5; 10/3; 17/5; 16/5; ; 1/100; ; 
Monaco; 11/2; 5; 5; 6; 11/2; 5; 6; 7; 11/2; 5; 6; 5; 11/2; ; 5; 6; 27/5; 23/4; 13/2; 28/5; 27/5; 32/5; 9/2; 23/4; 5; ; 1/33; ; 
META; champions-league/man-city-v-monaco; 2016-12-16 00:15:08 GMT+2; 2017-02-14 19:45; e70300-dr003
