META; english/championship/huddersfield-v-brentford; 2016-07-01 12:16:22 GMT+3; 2016-08-06 15:00; e70300-dr003
Huddersfield; 11/8; 13/10; ; 13/10; ; 7/5; 11/8; 13/10; ; 13/10; ; 13/10; 11/8; 13/10; 13/10; 5/4; ; 13/10; 13/10; 23/17; 13/10; 13/10; 16/11; ; ; 1/100; ; 
Brentford; 19/10; 19/10; ; 15/8; ; 19/10; 2; 9/5; ; 21/10; ; 8/5; 7/4; 39/20; 19/10; 2; ; 2; 21/10; 19/10; 21/10; 2; 39/19; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 13/5; ; 9/4; 12/5; 11/5; ; 28/13; ; 9/4; 11/5; 9/4; 5/2; 12/5; ; 11/5; 28/13; 9/4; 21/10; 11/5; 5/2; ; ; 11/5; ; 
META; english/championship/huddersfield-v-brentford; 2016-07-01 16:16:16 GMT+3; 2016-08-06 15:00; e70300-dr003
Huddersfield; 11/8; 13/10; ; 13/10; ; 7/5; 11/8; 13/10; ; 13/10; ; 13/10; 11/8; 13/10; 11/8; 5/4; ; 23/17; 13/10; 23/17; 13/10; 23/17; 16/11; ; ; 1/100; ; 
Brentford; 19/10; 19/10; ; 15/8; ; 19/10; 2; 9/5; ; 21/10; ; 8/5; 7/4; 39/20; 19/10; 2; ; 37/19; 21/10; 19/10; 21/10; 37/19; 39/19; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 13/5; ; 9/4; 12/5; 11/5; ; 28/13; ; 9/4; 11/5; 9/4; 5/2; 12/5; ; 9/4; 28/13; 9/4; 21/10; 9/4; 5/2; ; ; 11/5; ; 
META; english/championship/huddersfield-v-brentford; 2016-07-01 20:17:06 GMT+3; 2016-08-06 15:00; e70300-dr003
Huddersfield; 11/8; 13/10; ; 13/10; ; 7/5; 11/8; 13/10; ; 13/10; ; 13/10; 11/8; 13/10; 11/8; 5/4; ; 23/17; 13/10; 23/17; 13/10; 23/17; 10/7; ; ; 1/100; ; 
Brentford; 19/10; 19/10; ; 15/8; ; 19/10; 2; 9/5; ; 21/10; ; 8/5; 7/4; 39/20; 19/10; 2; ; 37/19; 21/10; 19/10; 21/10; 37/19; 39/19; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 13/5; ; 9/4; 12/5; 11/5; ; 28/13; ; 9/4; 11/5; 9/4; 5/2; 12/5; ; 9/4; 28/13; 9/4; 21/10; 9/4; 28/11; ; ; 11/5; ; 
META; english/championship/huddersfield-v-brentford; 2016-07-02 00:16:31 GMT+3; 2016-08-06 15:00; e70300-dr003
Huddersfield; 11/8; 13/10; ; 13/10; ; 7/5; 11/8; 13/10; ; 13/10; ; 13/10; 11/8; 13/10; 11/8; 5/4; ; 23/17; 13/10; 23/17; 13/10; 23/17; 10/7; ; ; 1/100; ; 
Brentford; 19/10; 19/10; ; 15/8; ; 19/10; 2; 9/5; ; 21/10; ; 8/5; 7/4; 39/20; 19/10; 2; ; 37/19; 21/10; 19/10; 21/10; 37/19; 39/19; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 13/5; ; 9/4; 12/5; 11/5; ; 28/13; ; 9/4; 11/5; 9/4; 5/2; 12/5; ; 9/4; 28/13; 9/4; 21/10; 9/4; 28/11; ; ; 11/5; ; 
META; english/championship/huddersfield-v-brentford; 2016-07-02 04:16:35 GMT+3; 2016-08-06 15:00; e70300-dr003
Huddersfield; 11/8; 13/10; ; 13/10; ; 7/5; 11/8; 13/10; ; 13/10; ; 13/10; 11/8; 13/10; 11/8; 5/4; ; 23/17; 13/10; 23/17; 13/10; 23/17; 10/7; ; ; 1/100; ; 
Brentford; 19/10; 19/10; ; 15/8; ; 19/10; 2; 9/5; ; 21/10; ; 8/5; 7/4; 39/20; 19/10; 2; ; 37/19; 21/10; 19/10; 21/10; 37/19; 39/19; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 13/5; ; 9/4; 12/5; 11/5; ; 28/13; ; 9/4; 11/5; 9/4; 5/2; 12/5; ; 9/4; 28/13; 9/4; 21/10; 9/4; 28/11; ; ; 11/5; ; 
META; english/championship/huddersfield-v-brentford; 2016-07-02 08:16:35 GMT+3; 2016-08-06 15:00; e70300-dr003
Huddersfield; 11/8; 13/10; ; 13/10; ; 7/5; 11/8; 13/10; ; 13/10; ; 13/10; 11/8; 13/10; 11/8; 5/4; ; 23/17; 13/10; 23/17; 13/10; 23/17; 10/7; ; ; 1/100; ; 
