META; english/championship/wigan-v-reading; 2016-10-30 04:22:03 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 13/10; 7/5; 29/20; 7/5; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 6/4; 13/8; 7/5; 29/20; 7/5; ; 23/17; ; 7/5; ; 23/17; ; ; 23/17; 11/8; ; 7/5; 11/8; 
Reading; 21/10; 2; 41/20; 21/10; 7/4; 41/20; 2; 9/5; 2; 21/10; 9/5; 9/5; 2; 2; 21/10; ; 21/10; ; 24/13; ; 21/10; ; ; 21/10; 21/10; ; 2; 2; 
Draw; 9/4; 9/4; 43/20; 21/10; 23/10; 9/4; 23/10; 21/10; 9/4; 21/10; 9/4; 21/10; 9/4; 21/10; 11/5; ; 21/10; ; 11/5; ; 21/10; ; ; 21/10; 21/10; ; 21/10; 21/10; 
META; english/championship/wigan-v-reading; 2016-11-01 04:21:11 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 13/10; 7/5; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 6/4; 13/8; 7/5; 7/5; 7/5; ; 7/5; ; 7/5; ; 7/5; ; ; 23/17; 11/8; ; 7/5; 11/8; 
Reading; 21/10; 2; 41/20; 21/10; 7/4; 41/20; 2; 9/5; 2; 21/10; 9/5; 9/5; 2; 2; 21/10; ; 21/10; ; 24/13; ; 21/10; ; ; 21/10; 21/10; ; 2; 2; 
Draw; 9/4; 9/4; 11/5; 2; 23/10; 9/4; 23/10; 21/10; 9/4; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; ; 28/13; ; 11/5; ; 28/13; ; ; 21/10; 21/10; ; 21/10; 21/10; 
META; english/championship/wigan-v-reading; 2016-11-01 08:21:15 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 13/10; 7/5; 29/20; 29/20; 6/4; 29/20; 7/5; 7/5; 7/5; 7/5; 6/4; 13/8; 11/8; 7/5; 7/5; ; 7/5; ; 7/5; ; 7/5; ; ; 23/17; 11/8; ; 7/5; 11/8; 
Reading; 21/10; 2; 41/20; 21/10; 7/4; 41/20; 2; 9/5; 2; 21/10; 9/5; 9/5; 2; 2; 21/10; ; 21/10; ; 24/13; ; 21/10; ; ; 21/10; 21/10; ; 2; 2; 
Draw; 9/4; 9/4; 11/5; 2; 23/10; 9/4; 23/10; 21/10; 9/4; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; ; 28/13; ; 11/5; ; 28/13; ; ; 21/10; 21/10; ; 21/10; 21/10; 
META; english/championship/wigan-v-reading; 2016-11-01 12:21:39 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 13/10; 7/5; 29/20; 7/5; 11/8; 29/20; 7/5; 7/5; 7/5; 7/5; 6/4; 13/8; 11/8; 7/5; 7/5; ; 7/5; ; 7/5; ; ; ; ; 23/17; 11/8; ; 7/5; 7/5; 
Reading; 21/10; 2; 41/20; 2; 2; 41/20; 2; 9/5; 2; 21/10; 9/5; 9/5; 2; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 21/10; 21/10; ; 2; 19/10; 
Draw; 9/4; 9/4; 43/20; 21/10; 23/10; 9/4; 23/10; 21/10; 9/4; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; ; 21/10; ; 11/5; ; 21/10; ; ; 21/10; 21/10; ; 21/10; 21/10; 
META; english/championship/wigan-v-reading; 2016-11-01 16:23:15 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 13/10; 7/5; 29/20; 7/5; 11/8; 29/20; 29/20; 7/5; 7/5; 7/5; 6/4; 13/8; 7/5; 7/5; 7/5; ; 23/17; ; 7/5; ; 23/17; ; ; 7/5; 11/8; ; 7/5; 11/8; 7/5
Reading; 21/10; 2; 41/20; 2; 2; 21/10; 2; 9/5; 2; 21/10; 9/5; 9/5; 2; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 21/10; ; 2; 2; 11/5
Draw; 9/4; 9/4; 43/20; 21/10; 23/10; 9/4; 9/4; 21/10; 9/4; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; ; 28/13; ; 11/5; ; 28/13; ; ; 28/13; 21/10; ; 21/10; 2; 11/5
META; english/championship/wigan-v-reading; 2016-11-01 20:22:29 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 13/10; 7/5; 29/20; 7/5; 11/8; 29/20; 29/20; 7/5; 7/5; 7/5; 29/20; 6/4; 7/5; 7/5; 7/5; ; 23/17; ; 7/5; ; 23/17; ; ; 7/5; 11/8; ; 7/5; 11/8; 7/5
Reading; 21/10; 2; 41/20; 2; 2; 21/10; 2; 9/5; 2; 21/10; 21/10; 19/10; 2; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 21/10; ; 2; 2; 11/5
Draw; 9/4; 9/4; 43/20; 21/10; 23/10; 9/4; 9/4; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; ; 28/13; ; 11/5; ; 28/13; ; ; 28/13; 21/10; ; 21/10; 2; 11/5
META; english/championship/wigan-v-reading; 2016-11-02 00:22:51 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 13/10; 7/5; 29/20; 7/5; 11/8; 29/20; 29/20; 7/5; 7/5; 7/5; 29/20; 6/4; ; 7/5; 7/5; ; 23/17; ; 7/5; ; 23/17; ; ; 7/5; 11/8; ; 7/5; 11/8; 7/5
Reading; 21/10; 2; 41/20; 2; 2; 21/10; 2; 9/5; 2; 21/10; 21/10; 19/10; ; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 21/10; ; 21/10; 19/10; 11/5
Draw; 9/4; 9/4; 43/20; 21/10; 23/10; 9/4; 9/4; 21/10; 9/4; 21/10; 9/4; 11/5; ; 11/5; 11/5; ; 28/13; ; 11/5; ; 28/13; ; ; 28/13; 21/10; ; 21/10; 2; 11/5
META; english/championship/wigan-v-reading; 2016-11-02 04:21:24 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 7/5; 29/20; 7/5; 11/8; 29/20; 29/20; 7/5; 7/5; 7/5; 29/20; 6/4; 7/5; 7/5; 7/5; ; 7/5; ; 7/5; ; 7/5; ; ; 7/5; 11/8; ; 7/5; 11/8; 7/5
Reading; 2; 2; 41/20; 2; 2; 21/10; 2; 9/5; 2; 21/10; 21/10; 19/10; 2; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 21/10; ; 21/10; 19/10; 11/5
Draw; 11/5; 9/4; 43/20; 21/10; 23/10; 9/4; 9/4; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; ; 21/10; ; 11/5; ; 21/10; ; ; 28/13; 21/10; ; 21/10; 2; 11/5
META; english/championship/wigan-v-reading; 2016-11-02 08:21:20 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 7/5; 29/20; 7/5; 11/8; 29/20; 29/20; 7/5; 7/5; 7/5; 29/20; 6/4; ; 7/5; 7/5; ; 7/5; ; 7/5; ; 7/5; ; ; 7/5; 11/8; ; 7/5; 11/8; 7/5
Reading; 2; 2; 41/20; 2; 2; 21/10; 2; 9/5; 2; 21/10; 21/10; 19/10; ; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 21/10; ; 21/10; 19/10; 11/5
Draw; 11/5; 9/4; 43/20; 21/10; 23/10; 9/4; 9/4; 21/10; 9/4; 21/10; 9/4; 11/5; ; 11/5; 11/5; ; 21/10; ; 11/5; ; 21/10; ; ; 28/13; 21/10; ; 21/10; 2; 11/5
META; english/championship/wigan-v-reading; 2016-11-02 12:22:17 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 7/5; 29/20; 7/5; 11/8; 29/20; 29/20; 7/5; 7/5; 7/5; 29/20; 6/4; 7/5; 7/5; 7/5; ; 7/5; ; 7/5; ; 7/5; ; ; 7/5; 11/8; ; 7/5; 11/8; 7/5
Reading; 2; 2; 41/20; 2; 2; 21/10; 2; 9/5; 2; 21/10; 21/10; 19/10; 2; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 21/10; ; 21/10; 19/10; 11/5
Draw; 11/5; 9/4; 43/20; 21/10; 23/10; 9/4; 9/4; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 11/5; 11/5; ; 21/10; ; 11/5; ; 21/10; ; ; 28/13; 21/10; ; 21/10; 2; 11/5
META; english/championship/wigan-v-reading; 2016-11-02 16:22:54 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 6/4; 29/20; 29/20; 11/8; 29/20; 29/20; 7/5; 7/5; 7/5; 29/20; 6/4; 7/5; 29/20; 7/5; ; 16/11; ; 7/5; ; 16/11; ; ; 7/5; 7/5; ; 7/5; 11/8; 7/5
Reading; 2; 19/10; 2; 19/10; 2; 41/20; 2; 9/5; 2; 2; 21/10; 19/10; 2; 2; 21/10; ; 2; ; 24/13; ; 2; ; ; 28/13; 2; ; 21/10; 19/10; 11/5
Draw; 11/5; 11/5; 43/20; 21/10; 23/10; 11/5; 9/4; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 11/5; ; 21/10; ; 11/5; ; 21/10; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-02 20:23:41 GMT+3; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 7/5; 29/20; 7/5; 11/8; 29/20; 7/5; 11/8; 7/5; 7/5; 29/20; 6/4; ; 7/5; 7/5; ; 23/17; ; 7/5; ; 23/17; ; ; 7/5; 11/8; ; 7/5; 11/8; 7/5
Reading; 2; 2; 41/20; 21/10; 2; 21/10; 2; 21/10; 2; 21/10; 21/10; 19/10; ; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 21/10; ; 11/5; 19/10; 23/10
Draw; 11/5; 9/4; 43/20; 2; 23/10; 11/5; 23/10; 11/5; 9/4; 2; 9/4; 11/5; 11/5; 11/5; 11/5; ; 39/19; ; 11/5; ; 39/19; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-03 00:21:15 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 11/8; 29/20; 7/5; 11/8; 29/20; 6/4; 7/5; 7/5; 7/5; 29/20; 6/4; 7/5; 29/20; 7/5; ; 7/5; ; 7/5; ; 7/5; ; ; 7/5; 7/5; ; 7/5; 11/8; 6/4
Reading; 2; 2; 41/20; 21/10; 2; 21/10; 19/10; 9/5; 2; 2; 21/10; 19/10; 2; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 2; ; 21/10; 19/10; 11/5
Draw; 11/5; 9/4; 43/20; 2; 23/10; 43/20; 23/10; 21/10; 9/4; 21/10; 9/4; 11/5; 11/5; 21/10; 11/5; ; 39/19; ; 11/5; ; 39/19; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-03 04:24:52 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 6/4; 29/20; 7/5; 11/8; 29/20; 6/4; 7/5; 7/5; 7/5; 29/20; 6/4; 7/5; 29/20; 7/5; ; 7/5; ; 7/5; ; 7/5; ; ; 7/5; 7/5; ; 7/5; 11/8; 6/4
Reading; 2; 19/10; 41/20; 21/10; 2; 21/10; 19/10; 9/5; 2; 2; 21/10; 19/10; 2; 2; 21/10; ; 2; ; 24/13; ; 2; ; ; 28/13; 2; ; 21/10; 19/10; 11/5
Draw; 11/5; 11/5; 43/20; 2; 23/10; 11/5; 23/10; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; ; 39/19; ; 11/5; ; 39/19; ; ; 28/13; 21/10; ; 21/10; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-03 08:21:21 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 6/4; 29/20; 7/5; 11/8; 29/20; 6/4; 7/5; 7/5; 7/5; 29/20; 6/4; 7/5; 29/20; 7/5; ; 7/5; ; 7/5; ; 7/5; ; ; 7/5; 7/5; ; 7/5; 11/8; 6/4
Reading; 2; 19/10; 41/20; 21/10; 2; 21/10; 19/10; 9/5; 2; 2; 21/10; 19/10; 2; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 2; ; 21/10; 19/10; 11/5
Draw; 11/5; 11/5; 43/20; 2; 23/10; 43/20; 23/10; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; ; 39/19; ; 11/5; ; 39/19; ; ; 28/13; 21/10; ; 21/10; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-03 12:22:53 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 6/4; 29/20; 7/5; 6/4; 29/20; 29/20; 7/5; 7/5; 7/5; 6/4; 6/4; 7/5; 29/20; 7/5; ; 7/5; ; 7/5; ; 7/5; ; ; 7/5; 7/5; ; 7/5; 11/8; 6/4
Reading; 2; 19/10; 41/20; 21/10; 2; 21/10; 19/10; 21/10; 2; 2; 21/10; 19/10; 2; 2; 21/10; ; 39/19; ; 24/13; ; 39/19; ; ; 28/13; 2; ; 11/5; 19/10; 11/5
Draw; 11/5; 11/5; 43/20; 2; 23/10; 11/5; 23/10; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; ; 39/19; ; 11/5; ; 39/19; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-03 16:22:01 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 7/5; 29/20; 29/20; 6/4; 6/4; 6/4; 7/5; 7/5; 7/5; 29/20; 6/4; 29/20; 29/20; 7/5; ; 23/17; ; 7/5; ; 23/17; ; ; 7/5; 7/5; ; 7/5; 11/8; 7/5
Reading; 2; 2; 2; 2; 2; 21/10; 2; 21/10; 2; 21/10; 21/10; 19/10; 2; 2; 11/5; ; 39/19; ; 37/19; ; 39/19; ; ; 28/13; 2; ; 21/10; 19/10; 23/10
Draw; 11/5; 21/10; 43/20; 21/10; 23/10; 43/20; 11/5; 21/10; 9/4; 2; 11/5; 11/5; 21/10; 11/5; 21/10; ; 39/19; ; 21/10; ; 39/19; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-03 20:22:38 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 7/5; 6/4; 29/20; 6/4; 6/4; 31/20; 7/5; 7/5; 7/5; 29/20; 6/4; 6/4; 29/20; 7/5; ; 16/11; ; 7/5; ; 16/11; ; ; 19/13; 7/5; ; 6/4; 7/5; 6/4
Reading; 2; 2; 2; 2; 2; 21/10; 21/10; 21/10; 2; 2; 21/10; 19/10; 2; 2; 11/5; ; 39/19; ; 37/19; ; 39/19; ; ; 21/10; 2; ; 21/10; 2; 11/5
Draw; 11/5; 21/10; 43/20; 21/10; 23/10; 43/20; 11/5; 21/10; 9/4; 2; 11/5; 11/5; 21/10; 21/10; 21/10; ; 39/19; ; 21/10; ; 39/19; ; ; 21/10; 21/10; ; 2; 2; 2
META; english/championship/wigan-v-reading; 2016-11-04 00:21:02 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 7/5; 29/20; 29/20; 6/4; 6/4; 8/5; 7/5; 7/5; 7/5; 29/20; 6/4; 29/20; 29/20; 8/5; ; 16/11; ; 7/5; ; 16/11; ; ; 6/4; 7/5; ; 6/4; 7/5; 6/4
Reading; 2; 2; 2; 2; 2; 41/20; 2; 21/10; 2; 2; 21/10; 19/10; 39/20; 2; 2; ; 2; ; 37/19; ; 2; ; ; 2; 2; ; 2; 2; 21/10
Draw; 11/5; 21/10; 43/20; 21/10; 23/10; 43/20; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 2; ; 21/10; ; 21/10; ; 21/10; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-04 00:56:07 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 7/5; 29/20; 29/20; 6/4; 6/4; 8/5; 7/5; 7/5; 7/5; 29/20; 6/4; 29/20; 29/20; 8/5; ; 16/11; ; 7/5; ; 16/11; ; ; 6/4; 7/5; ; 6/4; 7/5; 6/4
Reading; 2; 2; 2; 2; 2; 41/20; 2; 21/10; 2; 2; 21/10; 19/10; 39/20; 2; 2; ; 2; ; 37/19; ; 2; ; ; 2; 2; ; 2; 2; 21/10
Draw; 11/5; 21/10; 43/20; 21/10; 23/10; 43/20; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 2; ; 21/10; ; 21/10; ; 21/10; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-04 01:46:00 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 11/8; 7/5; 29/20; 29/20; 6/4; 6/4; 8/5; 7/5; 7/5; 7/5; 29/20; 6/4; 6/4; 29/20; 8/5; ; 16/11; ; 7/5; ; 16/11; ; ; 6/4; 7/5; ; 6/4; 7/5; 6/4
Reading; 2; 2; 2; 2; 2; 41/20; 2; 21/10; 2; 2; 21/10; 19/10; 39/20; 2; 2; ; 2; ; 37/19; ; 2; ; ; 2; 2; ; 2; 2; 21/10
Draw; 11/5; 21/10; 43/20; 21/10; 23/10; 43/20; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 21/10; 11/5; 2; ; 21/10; ; 21/10; ; 21/10; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-04 03:46:04 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 8/5; 7/5; 7/5; 7/5; 6/4; 6/4; 29/20; 29/20; 8/5; ; 16/11; ; 7/5; ; 16/11; ; ; 6/4; 7/5; ; 6/4; 7/5; 6/4
Reading; 11/5; 2; 2; 2; 2; 41/20; 2; 21/10; 2; 2; 2; 19/10; 39/20; 2; 2; ; 2; ; 37/19; ; 2; ; ; 2; 2; ; 2; 2; 21/10
Draw; 11/5; 21/10; 43/20; 21/10; 23/10; 43/20; 85/40; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 2; ; 21/10; ; 21/10; ; 21/10; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-04 04:20:01 GMT+2; 2016-11-05 15:00; e70300-dr003
Wigan; 6/4; 7/5; 29/20; 29/20; 6/4; 6/4; 8/5; 7/5; 7/5; 7/5; 6/4; 6/4; 29/20; 29/20; 8/5; ; 16/11; ; 7/5; ; 16/11; ; ; 6/4; 7/5; ; 6/4; 7/5; 6/4
Reading; 11/5; 2; 2; 2; 2; 41/20; 2; 21/10; 2; 2; 2; 19/10; 39/20; 2; 2; ; 2; ; 37/19; ; 2; ; ; 2; 2; ; 2; 2; 21/10
Draw; 11/5; 21/10; 43/20; 21/10; 23/10; 43/20; 85/40; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 11/5; 2; ; 21/10; ; 21/10; ; 21/10; ; ; 28/13; 21/10; ; 2; 2; 21/10
META; english/championship/wigan-v-reading; 2016-11-04 05:46:04 GMT+2; 2016-11-05 15:00; e70300-dr003
