META; english/championship/qpr-v-leeds; 2016-07-01 12:16:33 GMT+3; 2016-08-07 15:00; e70300-dr003
QPR; 1; 11/10; ; 21/20; ; 1; 21/20; 1; ; 11/10; ; 10/11; 1; 1; 1; 11/10; ; 21/20; 11/10; 1; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; 11/5; 23/10; 23/10; 12/5; 9/4; ; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; ; ; 11/5; ; 
Leeds; 11/4; 23/10; ; 13/5; ; 13/5; 11/4; 5/2; ; 23/10; ; 5/2; 12/5; 13/5; 27/10; 5/2; ; 5/2; 23/10; 27/10; 23/10; 5/2; 14/5; ; ; 1/100; ; 
META; english/championship/qpr-v-leeds; 2016-07-01 16:16:27 GMT+3; 2016-08-07 15:00; e70300-dr003
QPR; 1; 11/10; ; 21/20; ; 1; 21/20; 1; ; 11/10; ; 10/11; 1; 1; 1; 11/10; ; 21/20; 11/10; 1; 11/10; 21/20; 15/13; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; 11/5; 23/10; 23/10; 12/5; 9/4; ; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; ; ; 11/5; ; 
Leeds; 11/4; 23/10; ; 13/5; ; 13/5; 11/4; 5/2; ; 23/10; ; 5/2; 12/5; 13/5; 27/10; 5/2; ; 5/2; 23/10; 27/10; 23/10; 5/2; 14/5; ; ; 1/100; ; 
META; english/championship/qpr-v-leeds; 2016-07-01 20:17:20 GMT+3; 2016-08-07 15:00; e70300-dr003
QPR; 1; 11/10; ; 21/20; ; 1; 21/20; 1; ; 11/10; ; 10/11; 1; 1; 1; 11/10; ; 21/20; 11/10; 1; 11/10; 21/20; 7/6; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; 11/5; 23/10; 23/10; 12/5; 9/4; ; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; ; ; 11/5; ; 
Leeds; 11/4; 23/10; ; 13/5; ; 13/5; 11/4; 5/2; ; 23/10; ; 5/2; 12/5; 13/5; 27/10; 5/2; ; 5/2; 23/10; 27/10; 23/10; 5/2; 11/4; ; ; 1/100; ; 
META; english/championship/qpr-v-leeds; 2016-07-02 00:16:43 GMT+3; 2016-08-07 15:00; e70300-dr003
QPR; 1; 11/10; ; 21/20; ; 1; 21/20; 1; ; 11/10; ; 10/11; 1; 1; 1; 11/10; ; 21/20; 11/10; 1; 11/10; 21/20; 7/6; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; 11/5; 23/10; 23/10; 12/5; 9/4; ; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; ; ; 11/5; ; 
Leeds; 11/4; 23/10; ; 13/5; ; 13/5; 11/4; 5/2; ; 23/10; ; 5/2; 12/5; 13/5; 27/10; 5/2; ; 5/2; 23/10; 27/10; 23/10; 5/2; 11/4; ; ; 1/100; ; 
META; english/championship/qpr-v-leeds; 2016-07-02 04:16:45 GMT+3; 2016-08-07 15:00; e70300-dr003
QPR; 1; 11/10; ; 21/20; ; 1; 21/20; 1; ; 11/10; ; 10/11; 1; 1; 1; 11/10; ; 21/20; 11/10; 1; 11/10; 21/20; 7/6; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; 11/5; 23/10; 23/10; 12/5; 9/4; ; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; ; ; 11/5; ; 
Leeds; 11/4; 23/10; ; 13/5; ; 13/5; 11/4; 5/2; ; 23/10; ; 5/2; 12/5; 13/5; 27/10; 5/2; ; 5/2; 23/10; 27/10; 23/10; 5/2; 11/4; ; ; 1/100; ; 
META; english/championship/qpr-v-leeds; 2016-07-02 08:16:47 GMT+3; 2016-08-07 15:00; e70300-dr003
QPR; 1; 11/10; ; 21/20; ; 1; 21/20; 1; ; 11/10; ; 10/11; 1; 1; 1; 11/10; ; 21/20; 11/10; 1; 11/10; 21/20; 7/6; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; 11/5; 23/10; 23/10; 12/5; 9/4; ; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; ; ; 11/5; ; 
Leeds; 11/4; 23/10; ; 13/5; ; 13/5; 11/4; 5/2; ; 23/10; ; 5/2; 12/5; 13/5; 27/10; 5/2; ; 27/11; 23/10; 27/10; 23/10; 27/11; 11/4; ; ; 1/100; ; 
META; english/championship/qpr-v-leeds; 2016-07-02 12:18:03 GMT+3; 2016-08-07 15:00; e70300-dr003
QPR; 1; 11/10; ; 21/20; ; 1; 21/20; 1; ; 11/10; ; 10/11; 1; 1; 1; 11/10; ; 21/20; 11/10; 1; 11/10; 21/20; 7/6; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; 11/5; 23/10; 23/10; 12/5; 9/4; ; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; ; ; 11/5; ; 
Leeds; 11/4; 23/10; ; 13/5; ; 13/5; 11/4; 5/2; ; 23/10; ; 5/2; 12/5; 13/5; 27/10; 5/2; ; 5/2; 23/10; 27/10; 23/10; 5/2; 11/4; ; ; 1/100; ; 
META; english/championship/qpr-v-leeds; 2016-07-02 16:18:25 GMT+3; 2016-08-07 15:00; e70300-dr003
QPR; 1; 11/10; ; 21/20; ; 1; 21/20; 1; ; 11/10; ; 10/11; 1; 1; 1; 11/10; ; 21/20; 11/10; 1; 11/10; 21/20; 7/6; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; 11/5; 23/10; 23/10; 12/5; 9/4; ; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; ; ; 11/5; ; 
Leeds; 11/4; 23/10; ; 13/5; ; 13/5; 11/4; 5/2; ; 23/10; ; 5/2; 12/5; 13/5; 27/10; 5/2; ; 5/2; 23/10; 27/10; 23/10; 5/2; 11/4; ; ; 1/100; ; 
META; english/championship/qpr-v-leeds; 2016-07-02 20:21:57 GMT+3; 2016-08-07 15:00; e70300-dr003
QPR; 1; 11/10; ; 21/20; ; 1; 21/20; 1; ; 11/10; ; 10/11; 1; 1; 1; 11/10; ; 21/20; 11/10; 1; 11/10; 21/20; 7/6; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 12/5; ; 12/5; 12/5; 11/5; ; 12/5; ; 11/5; 23/10; 23/10; 12/5; 9/4; ; 40/17; 12/5; 11/5; 12/5; 40/17; 12/5; ; ; 11/5; ; 
Leeds; 11/4; 23/10; ; 13/5; ; 13/5; 11/4; 5/2; ; 23/10; ; 5/2; 12/5; 13/5; 27/10; 5/2; ; 5/2; 23/10; 27/10; 23/10; 5/2; 11/4; ; ; 1/100; ; 
META; english/championship/qpr-v-leeds; 2016-07-03 00:18:19 GMT+3; 2016-08-07 15:00; e70300-dr003
