META; english/championship/brentford-v-burton; 2016-12-04 00:21:14 GMT+2; 2016-12-10 15:00; e70300-dr003
Brentford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Burton; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
META; english/championship/brentford-v-burton; 2016-12-04 04:21:28 GMT+2; 2016-12-10 15:00; e70300-dr003
Brentford; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Burton; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/brentford-v-burton; 2016-12-04 08:21:25 GMT+2; 2016-12-10 15:00; e70300-dr003
Brentford; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Burton; ; 11/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/brentford-v-burton; 2016-12-04 12:22:17 GMT+2; 2016-12-10 15:00; e70300-dr003
Brentford; 21/20; 10/11; ; 21/20; 9/10; ; 21/20; ; ; 21/20; 10/11; ; 21/20; ; ; 21/20; 21/20; ; ; ; 21/20; 28/25; ; ; ; ; 1; ; 
Draw; 9/4; 5/2; ; 5/2; 5/2; ; 5/2; ; ; 12/5; 12/5; ; 12/5; ; ; 5/2; 23/10; ; ; ; 23/10; 49/20; ; ; ; ; 23/10; ; 
Burton; 14/5; 11/4; ; 13/5; 3; ; 13/5; ; ; 13/5; 3; ; 53/20; ; ; 14/5; 13/5; ; ; ; 13/5; 57/20; ; ; ; ; 5/2; ; 
META; english/championship/brentford-v-burton; 2016-12-04 16:22:38 GMT+2; 2016-12-10 15:00; e70300-dr003
Brentford; 21/20; 21/20; 21/20; 21/20; 9/10; 21/20; 1; ; 21/20; 1; 10/11; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; ; 11/10; 21/20; 28/25; 42/41; 11/10; ; ; 1; ; 
Draw; 9/4; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 23/10; 12/5; ; 12/5; 23/10; 49/20; 40/17; 12/5; ; ; 12/5; ; 
Burton; 14/5; 13/5; 13/5; 13/5; 3; 11/4; 27/10; ; 14/5; 13/5; 3; 13/5; 53/20; 5/2; 11/4; 14/5; 28/11; 13/5; ; 13/5; 28/11; 57/20; 5/2; 13/5; ; ; 13/5; ; 
META; english/championship/brentford-v-burton; 2016-12-04 20:23:01 GMT+2; 2016-12-10 15:00; e70300-dr003
Brentford; 21/20; 1; 21/20; 21/20; 9/10; 21/20; 1; ; 21/20; 1; 10/11; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; ; 11/10; 21/20; 11/10; 42/41; 11/10; 21/20; ; 1; ; 
Draw; 9/4; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 40/17; 12/5; ; 12/5; 40/17; 5/2; 40/17; 12/5; 23/10; ; 12/5; ; 
Burton; 14/5; 11/4; 13/5; 13/5; 3; 11/4; 27/10; ; 14/5; 13/5; 3; 13/5; 53/20; 5/2; 11/4; 14/5; 13/5; 13/5; ; 13/5; 13/5; 57/20; 5/2; 13/5; 13/5; ; 13/5; ; 
META; english/championship/brentford-v-burton; 2016-12-05 00:20:48 GMT+2; 2016-12-10 15:00; e70300-dr003
Brentford; 21/20; 1; 21/20; 21/20; 9/10; 21/20; 1; ; 21/20; 1; 10/11; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; ; 11/10; 21/20; 11/10; 42/41; 11/10; 21/20; ; 1; ; 
Draw; 9/4; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 40/17; 12/5; ; 12/5; 40/17; 5/2; 40/17; 12/5; 23/10; ; 12/5; ; 
Burton; 14/5; 11/4; 13/5; 13/5; 3; 11/4; 27/10; ; 14/5; 13/5; 3; 13/5; 53/20; 5/2; 11/4; 14/5; 13/5; 13/5; ; 13/5; 13/5; 57/20; 5/2; 13/5; 13/5; ; 27/10; ; 
META; english/championship/brentford-v-burton; 2016-12-05 04:20:44 GMT+2; 2016-12-10 15:00; e70300-dr003
Brentford; 21/20; 1; 21/20; 21/20; 9/10; 21/20; 1; ; 21/20; 1; 10/11; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 11/10; ; 11/10; 21/20; 11/10; 42/41; 11/10; 21/20; ; 1; ; 
Draw; 9/4; 12/5; 12/5; 12/5; 5/2; 5/2; 5/2; ; 12/5; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 40/17; 12/5; ; 12/5; 40/17; 5/2; 40/17; 12/5; 23/10; ; 12/5; ; 
