META; english/championship/fulham-v-huddersfield; 2016-10-23 04:19:40 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; ; 13/10; ; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; ; 
Huddersfield; ; 19/10; ; ; 7/4; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; ; ; 
Draw; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
META; english/championship/fulham-v-huddersfield; 2016-10-23 08:20:56 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; ; 13/10; ; ; 6/4; ; 6/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; ; ; ; ; 
Huddersfield; ; 19/10; ; ; 7/4; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 17/11; ; ; ; ; 
Draw; ; 23/10; ; ; 23/10; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; 
META; english/championship/fulham-v-huddersfield; 2016-10-23 12:20:51 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 13/10; 13/10; ; ; 6/4; ; 7/5; ; ; 13/10; ; 5/4; 11/8; ; ; ; ; ; ; ; ; ; ; 16/11; ; ; ; ; 
Huddersfield; 21/10; 21/10; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; ; ; ; 2; ; ; ; ; ; 21/10; ; 21/10; 2; 
Draw; 9/4; 23/10; 47/20; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; ; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 05:46:20 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 13/10; 27/20; 7/5; 27/20; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 11/8; 13/10; 
Huddersfield; 21/10; 21/10; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 21/10; 2; 
Draw; 9/4; 23/10; 47/20; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 06:32:41 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 13/10; 27/20; 7/5; 27/20; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 11/8; 13/10; 
Huddersfield; 21/10; 21/10; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 21/10; 2; 
Draw; 9/4; 23/10; 47/20; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; 9/4; 23/10; 23/10; 9/4; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 07:46:14 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 13/10; 27/20; 7/5; 27/20; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 11/8; 13/10; 
Huddersfield; 11/5; 21/10; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 21/10; 2; 21/10; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 21/10; 2; 
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 23/10; 12/5; 9/4; 12/5; 9/4; 23/10; 23/10; 47/20; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 08:21:45 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 13/10; 27/20; 7/5; 27/20; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 11/8; 13/10; 
Huddersfield; 11/5; 21/10; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 21/10; 2; 21/10; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 21/10; 2; 
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 23/10; 12/5; 9/4; 12/5; 9/4; 23/10; 23/10; 47/20; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 09:46:17 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 13/10; 27/20; 7/5; 27/20; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 11/8; 13/10; 
Huddersfield; 11/5; 21/10; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 21/10; 2; 
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 23/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 11:46:26 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 13/10; 27/20; 7/5; 27/20; 11/8; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 11/8; 13/10; 
Huddersfield; 11/5; 21/10; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 21/10; 2; 
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 23/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 5/2; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 12:23:18 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 13/10; 27/20; 7/5; 27/20; 11/8; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 11/8; 13/10; 
Huddersfield; 11/5; 21/10; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 21/10; 2; 
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 23/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 5/2; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 13:00:43 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 13/10; 27/20; 7/5; 27/20; 11/8; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 11/8; 13/10; 
Huddersfield; 11/5; 21/10; 21/10; 21/10; 21/10; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 21/10; 11/5; 11/5; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 21/10; 2; 
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 23/10; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 13:46:57 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 27/20; 7/5; 27/20; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 5/4; ; 5/4; 13/10; 
Huddersfield; 11/5; 21/10; 43/20; 21/10; 21/10; 11/5; 9/4; 21/10; 85/40; 9/4; 11/5; 21/10; 11/5; 9/4; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 11/5; 2; 
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 12/5; 12/5; 9/4; 12/5; 11/5; 23/10; 23/10; 9/4; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 15:46:23 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 5/4; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 21/10; 11/5; 9/4; 21/10; 11/5; 9/4; 21/10; 85/40; 23/10; 11/5; 23/10; 9/4; 23/10; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 11/5; 2; 
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 23/10; 12/5; 9/4; 12/5; 21/10; 23/10; 23/10; 23/10; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 11/5; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 16:21:29 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 5/4; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 9/4; 11/5; 23/10; 21/10; 9/4; 9/4; 21/10; 85/40; 23/10; 11/5; 23/10; 9/4; 23/10; 11/5; ; ; ; 2; ; ; ; ; 39/19; 21/10; ; 11/5; 2; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 12/5; 21/10; 23/10; 23/10; 23/10; 23/10; 23/10; ; ; ; 11/5; ; ; ; ; 11/5; 11/5; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 17:46:06 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 5/4; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 9/4; 11/5; 21/10; 21/10; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; ; 39/19; 11/5; ; 11/5; 2; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 9/4; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 18:32:47 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; ; 7/5; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 21/10; 21/10; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; ; 39/19; 11/5; ; 21/10; 2; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 9/4; 9/4; 11/5; ; ; ; 11/5; ; ; ; ; 11/5; 9/4; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 19:46:07 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; 13/10; 13/10; 13/10; ; 27/20; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 21/10; 21/10; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 11/5; 23/10; 11/5; ; 11/5; 2; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 9/4; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 20:23:33 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 5/4; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; 13/10; 13/10; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 11/5; 23/10; 11/5; ; 9/4; 2; 
Draw; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 9/4; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 21:46:08 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 27/20; 13/10; 27/20; 11/8; 13/10; ; ; ; 13/10; ; ; ; 13/10; 13/10; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; ; ; ; 2; ; ; ; 11/5; 23/10; 9/4; ; 9/4; 2; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-28 23:46:00 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 13/10; 13/10; 13/10; ; 27/20; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; ; ; ; 2; ; ; ; 11/5; 23/10; 9/4; ; 11/5; 2; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 23/10; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 00:21:34 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 5/4; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 13/10; 13/10; 13/10; ; 27/20; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; ; ; ; 2; ; ; ; 11/5; 23/10; 9/4; ; 11/5; 21/10; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 23/10; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 00:53:36 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 13/10; 13/10; 13/10; ; 27/20; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; ; ; ; 2; ; ; ; 11/5; 23/10; 9/4; ; 11/5; 21/10; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 01:45:49 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 13/10; 13/10; 13/10; ; 27/20; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; ; ; ; 2; ; ; ; 11/5; 23/10; 9/4; ; 11/5; 21/10; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 04:21:06 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 5/4; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; 13/10; 13/10; 13/10; ; 11/8; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 21/10; 11/5; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; ; ; ; 2; ; ; ; 11/5; 23/10; 9/4; ; 11/5; 11/5; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 11/5; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 05:46:02 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 6/5; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; 23/18; 13/10; 13/10; ; 27/20; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 11/5; 21/10; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; ; ; ; 2; ; ; ; 9/4; 23/10; 9/4; ; 11/5; 11/5; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 23/10; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 06:29:51 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 6/5; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; 23/18; 13/10; 13/10; ; 27/20; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 11/5; 21/10; 11/5; 23/10; 9/4; 23/10; 9/4; 23/10; 23/10; ; ; ; 2; ; ; ; 9/4; 23/10; 9/4; ; 11/5; 11/5; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 23/10; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 07:45:50 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 6/5; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; 23/18; 13/10; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 11/5; 11/5; 11/5; 21/10; 9/4; 9/4; 11/5; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 9/4; 23/10; 9/4; ; 9/4; 11/5; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 08:20:47 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 6/5; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 13/10; 13/10; ; ; ; 13/10; ; ; ; 23/18; 13/10; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 11/5; 43/20; 11/5; 21/10; 9/4; 9/4; 11/5; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 9/4; 23/10; 9/4; ; 9/4; 11/5; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 09:45:53 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 5/4; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 27/20; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 24/19; 13/10; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 11/5; 43/20; 21/10; 23/10; 9/4; 9/4; 11/5; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 23/10; 23/10; 9/4; ; 9/4; 11/5; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 21/10; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 11:45:56 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 24/19; 13/10; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 21/10; 43/20; 21/10; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 23/10; 23/10; 9/4; ; 9/4; 11/5; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 12:21:16 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 9/7; 13/10; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 21/10; 43/20; 21/10; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 9/4; 23/10; 9/4; ; 9/4; 11/5; 
Draw; 12/5; 23/10; 47/20; 11/5; 23/10; 23/10; 12/5; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 23/10; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 12:54:22 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 7/5; 13/10; 13/10; 13/10; 11/8; 13/10; 11/8; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 9/7; ; 13/10; ; 13/10; 13/10; 
Huddersfield; 11/5; 21/10; 43/20; 21/10; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 9/4; ; 9/4; ; 9/4; 11/5; 
Draw; 12/5; 23/10; 47/20; 9/4; 23/10; 23/10; 12/5; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 11/5; ; ; ; 11/5; ; ; ; 9/4; ; 23/10; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 15:45:51 GMT+3; 2016-10-29 15:00; e70300-dr003
Fulham; 11/8; 13/10; 13/10; 13/10; 11/8; 13/10; 13/10; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 11/8; 13/10; ; ; ; 13/10; ; ; ; 9/7; 13/10; 13/10; ; 13/10; 13/10; 
Huddersfield; 23/10; 21/10; 43/20; 21/10; 23/10; 9/4; 23/10; 11/5; 11/5; 9/4; 9/4; 23/10; 23/10; 23/10; 23/10; ; ; ; 2; ; ; ; 9/4; 23/10; 9/4; ; 9/4; 9/4; 
Draw; 23/10; 23/10; 47/20; 9/4; 23/10; 23/10; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 9/4; 9/4; 11/5; ; ; ; 11/5; ; ; ; 9/4; 11/5; 9/4; ; 11/5; 9/4; 
META; english/championship/fulham-v-huddersfield; 2016-10-29 16:21:50 GMT+3; 2016-10-29 15:00; e70300-dr003
