META; english/championship/barnsley-v-rotherham; 2016-08-21 00:19:53 GMT+3; 2017-05-06 12:00; e70300-dr003
Barnsley; ; 1; ; ; ; ; ; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rotherham; ; 13/5; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/barnsley-v-rotherham; 2016-08-21 04:19:30 GMT+3; 2017-05-06 12:00; e70300-dr003
Barnsley; ; 1; ; ; ; ; 23/20; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rotherham; ; 13/5; ; ; ; ; 5/2; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/barnsley-v-rotherham; 2016-08-21 08:19:34 GMT+3; 2017-05-06 12:00; e70300-dr003
Barnsley; ; 1; ; ; ; ; 23/20; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rotherham; ; 13/5; ; ; ; ; 5/2; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/barnsley-v-rotherham; 2016-08-21 12:19:45 GMT+3; 2017-05-06 12:00; e70300-dr003
Barnsley; ; 1; ; ; ; ; 23/20; ; ; ; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; 23/10; ; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rotherham; ; 13/5; ; ; ; ; 5/2; ; ; ; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/barnsley-v-rotherham; 2016-08-21 16:19:22 GMT+3; 2016-08-27 15:00; e70300-dr003
Barnsley; 1; 1; ; ; 6/5; ; 21/20; ; ; 6/5; 1; 13/10; ; 21/20; ; ; 15/13; 6/5; ; 6/5; 11/10; 5/4; ; ; ; ; 
Draw; 12/5; 23/10; ; ; 9/4; ; 12/5; ; ; 23/10; 12/5; 9/4; ; 47/20; ; ; 5/2; 23/10; ; 23/10; 23/10; 23/10; ; ; ; ; 
Rotherham; 11/4; 13/5; ; ; 12/5; ; 11/4; ; ; 40/17; 13/5; 21/10; ; 53/20; ; ; 13/5; 40/17; ; 23/10; 27/11; 45/17; ; ; ; ; 
META; english/championship/barnsley-v-rotherham; 2016-08-21 20:19:49 GMT+3; 2016-08-27 15:00; e70300-dr003
Barnsley; 1; 1; 11/10; ; 11/10; 21/20; 21/20; ; 11/10; 21/20; 1; 13/10; ; 1; 21/20; 21/20; 21/20; 21/20; ; 21/20; 21/20; 15/13; ; ; 1; ; 
Draw; 12/5; 23/10; 9/4; ; 9/4; 5/2; 12/5; ; 12/5; 12/5; 23/10; 9/4; ; 12/5; 5/2; 5/2; 13/5; 12/5; ; 12/5; 12/5; 12/5; ; ; 23/10; ; 
Rotherham; 11/4; 13/5; 11/4; ; 5/2; 13/5; 11/4; ; 11/4; 11/4; 11/4; 21/10; ; 11/4; 12/5; 13/5; 14/5; 11/4; ; 11/4; 13/5; 14/5; ; ; 11/4; ; 
META; english/championship/barnsley-v-rotherham; 2016-08-22 00:18:22 GMT+3; 2016-08-27 15:00; e70300-dr003
Barnsley; 17/20; 1; 1; ; 10/11; 19/20; 37/40; ; 10/11; 9/10; 10/11; 1; ; 9/10; 19/20; 10/11; 1; 9/10; ; 9/10; 19/20; 19/20; ; ; 10/11; ; 
Draw; 5/2; 23/10; 47/20; ; 9/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; 12/5; ; 5/2; 13/5; 13/5; 13/5; 5/2; ; 5/2; 27/11; 5/2; ; ; 13/5; ; 
Rotherham; 16/5; 13/5; 3; ; 11/4; 14/5; 3; ; 3; 16/5; 14/5; 11/4; ; 3; 27/10; 3; 3; 16/5; ; 3; 37/13; 7/2; ; ; 3; ; 
META; english/championship/barnsley-v-rotherham; 2016-08-22 04:18:32 GMT+3; 2016-08-27 15:00; e70300-dr003
Barnsley; 19/20; 1; 19/20; ; 10/11; 19/20; 37/40; ; 10/11; 9/10; 10/11; 1; ; 9/10; 19/20; 10/11; 1; 9/10; ; 9/10; 19/20; 19/20; ; ; 10/11; ; 
Draw; 5/2; 23/10; 47/20; ; 9/4; 13/5; 13/5; ; 5/2; 5/2; 12/5; 12/5; ; 5/2; 13/5; 13/5; 13/5; 5/2; ; 5/2; 5/2; 5/2; ; ; 13/5; ; 
Rotherham; 14/5; 13/5; 3; ; 11/4; 14/5; 3; ; 3; 16/5; 3; 11/4; ; 3; 27/10; 3; 3; 16/5; ; 3; 37/13; 7/2; ; ; 3; ; 
META; english/championship/barnsley-v-rotherham; 2016-08-22 08:18:38 GMT+3; 2016-08-27 15:00; e70300-dr003
Barnsley; 19/20; 1; 19/20; ; 10/11; 19/20; 37/40; ; 10/11; 9/10; 10/11; 1; ; 10/11; 19/20; 10/11; 1; 9/10; ; 9/10; 19/20; ; ; ; 10/11; ; 
