META; english/championship/barnsley-v-qpr; 2016-08-12 00:20:07 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 8/11; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/5; ; 
META; english/championship/barnsley-v-qpr; 2016-08-12 04:20:03 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 8/11; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/5; ; 
META; english/championship/barnsley-v-qpr; 2016-08-12 08:19:48 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 8/11; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/5; ; 
META; english/championship/barnsley-v-qpr; 2016-08-12 12:20:22 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 8/11; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/5; ; 
META; english/championship/barnsley-v-qpr; 2016-08-12 16:20:30 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 8/11; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/5; ; 
META; english/championship/barnsley-v-qpr; 2016-08-12 20:21:05 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 8/11; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/5; ; 
META; english/championship/barnsley-v-qpr; 2016-08-13 00:20:10 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 4/7; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 8/11; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/5; ; 
META; english/championship/barnsley-v-qpr; 2016-08-13 04:20:10 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 1/3; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 21/10; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/9; ; 
META; english/championship/barnsley-v-qpr; 2016-08-13 08:20:05 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 1/3; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 21/10; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/9; ; 
META; english/championship/barnsley-v-qpr; 2016-08-13 12:21:16 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 1/3; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 21/10; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/9; ; 
META; english/championship/barnsley-v-qpr; 2016-08-13 16:21:26 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; ; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 1/3; ; 
Draw; ; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 21/10; ; 
Barnsley; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/9; ; 
META; english/championship/barnsley-v-qpr; 2016-08-13 20:20:48 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; 6/4; ; ; ; ; ; ; ; ; 6/4; ; ; ; ; ; ; ; 6/4; ; 6/4; ; ; ; ; 1/3; ; 
Barnsley; 17/10; ; ; ; ; ; ; ; ; 21/10; ; ; ; ; ; ; ; 21/10; ; 21/10; ; ; ; ; 4/9; ; 
Draw; 12/5; ; ; ; ; ; ; ; ; 39/19; ; ; ; ; ; ; ; 39/19; ; 2; ; ; ; ; 21/10; ; 
META; english/championship/barnsley-v-qpr; 2016-08-14 00:19:30 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; 6/4; 3/2; ; ; 8/5; ; 8/5; 7/5; ; 17/11; ; 13/8; 13/8; ; 6/4; ; ; 17/11; ; 6/4; 17/11; ; ; ; 7/5; ; 
Barnsley; 17/10; 13/8; ; ; 13/8; ; 17/10; 13/8; ; 19/10; ; 13/8; 13/10; ; 7/4; ; ; 19/10; ; 19/10; 9/5; ; ; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 23/10; ; 12/5; 9/4; ; 11/5; ; 9/4; 11/5; ; 23/10; ; ; 11/5; ; 11/5; 23/10; ; ; ; 21/10; ; 
META; english/championship/barnsley-v-qpr; 2016-08-14 04:19:06 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; 6/4; 3/2; ; ; 8/5; ; 8/5; 7/5; ; 17/11; ; 13/8; 13/8; ; 6/4; ; 8/5; 17/11; ; 6/4; 17/11; ; ; ; 7/5; ; 
Barnsley; 17/10; 13/8; ; ; 13/8; ; 17/10; 13/8; ; 19/10; ; 13/8; 13/10; ; 7/4; ; 8/5; 19/10; ; 19/10; 7/4; ; ; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 23/10; ; 12/5; 9/4; ; 11/5; ; 9/4; 11/5; ; 23/10; ; 12/5; 11/5; ; 11/5; 23/10; ; ; ; 21/10; ; 
META; english/championship/barnsley-v-qpr; 2016-08-14 08:19:11 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; 6/4; 3/2; ; ; 8/5; ; 8/5; 7/5; ; 17/11; ; 13/8; 13/8; ; 6/4; ; ; 17/11; ; 6/4; 17/11; ; ; ; 7/5; ; 
Barnsley; 17/10; 13/8; ; ; 13/8; ; 17/10; 13/8; ; 19/10; ; 13/8; 13/10; ; 7/4; ; ; 19/10; ; 19/10; 7/4; ; ; ; 13/8; ; 
Draw; 12/5; 12/5; ; ; 23/10; ; 12/5; 9/4; ; 11/5; ; 9/4; 11/5; ; 23/10; ; ; 11/5; ; 11/5; 23/10; ; ; ; 21/10; ; 
META; english/championship/barnsley-v-qpr; 2016-08-14 12:19:21 GMT+3; 2016-08-17 19:45; e70300-dr003
QPR; 6/4; 3/2; ; ; 8/5; 8/5; 31/20; 7/5; ; 17/11; 6/4; 13/8; 13/8; 6/4; 6/4; ; 8/5; 17/11; ; 6/4; 17/11; 17/10; ; ; 7/5; ; 
Barnsley; 17/10; 13/8; ; ; 13/8; 7/4; 9/5; 13/8; ; 19/10; 9/5; 13/8; 13/10; 9/5; 7/4; ; 8/5; 19/10; ; 19/10; 7/4; 24/13; ; ; 9/5; ; 
Draw; 12/5; 12/5; ; ; 23/10; 12/5; 23/10; 9/4; ; 11/5; 9/4; 9/4; 11/5; 23/10; 12/5; ; 12/5; 11/5; ; 11/5; 23/10; 40/17; ; ; 11/5; ; 
META; english/championship/barnsley-v-qpr; 2016-08-14 16:19:35 GMT+3; 2016-08-17 19:45; e70300-dr003
