META; english/championship/fulham-v-wolves; 2017-03-12 00:20:06 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wolves; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/fulham-v-wolves; 2017-03-12 04:20:38 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wolves; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/fulham-v-wolves; 2017-03-12 08:21:02 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wolves; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/fulham-v-wolves; 2017-03-12 12:20:15 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; ; 8/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Wolves; ; 7/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/fulham-v-wolves; 2017-03-12 16:20:16 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/11; ; 8/13; 4/6; ; 13/20; ; 8/13; 13/20; ; ; 13/20; ; ; 7/10; 4/6; ; 4/6; 4/6; ; ; 7/10; ; ; 4/7; ; 
Draw; 3; 5/2; ; 16/5; 16/5; ; 16/5; ; 3; 3; ; ; 3; ; ; 31/10; 37/13; ; 14/5; 37/13; ; ; 14/5; ; ; 14/5; ; 
Wolves; 4; 7/2; ; 4; 4; ; 4; ; 17/4; 4; ; ; 4; ; ; 4; 37/10; ; 7/2; 37/10; ; ; 39/11; ; ; 4; ; 
META; english/championship/fulham-v-wolves; 2017-03-12 20:21:27 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 4/6; ; 8/13; 4/6; 4/6; 13/20; ; 8/13; 13/20; 8/13; ; 13/20; 13/20; 4/6; 4/6; 4/6; ; 8/13; 4/6; ; ; 19/29; 4/6; ; 4/7; ; 
Draw; 3; 3; ; 16/5; 16/5; 3; 3; ; 3; 3; 14/5; ; 3; 3; 16/5; 16/5; 29/10; ; 14/5; 29/10; ; ; 29/10; 3; ; 14/5; ; 
Wolves; 4; 19/5; ; 4; 4; 19/5; 21/5; ; 17/4; 15/4; 15/4; ; 4; 4; 15/4; 4; 50/13; ; 7/2; 50/13; ; ; 19/5; 15/4; ; 4; ; 
META; english/championship/fulham-v-wolves; 2017-03-13 00:19:55 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 4/6; 8/13; 4/6; 4/6; 13/20; ; 8/13; 13/20; 8/13; ; 13/20; 13/20; 4/6; 4/6; 4/6; ; 8/13; 4/6; ; 4/6; 19/29; 4/6; ; 8/13; ; 
Draw; 3; 16/5; 3; 16/5; 16/5; 3; 16/5; ; 3; 3; 14/5; ; 3; 3; 16/5; 31/10; 29/10; ; 14/5; 29/10; ; 56/19; 29/10; 3; ; 14/5; ; 
Wolves; 4; 4; 4; 4; 4; 19/5; 4; ; 17/4; 15/4; 15/4; ; 4; 4; 15/4; 4; 50/13; ; 7/2; 50/13; ; 57/17; 19/5; 15/4; ; 4; ; 
META; english/championship/fulham-v-wolves; 2017-03-13 04:19:35 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 4/6; 8/13; 4/6; 4/6; 13/20; ; 8/13; 13/20; 8/13; 4/6; 13/20; 13/20; 4/6; 4/6; 4/6; ; 8/13; 4/6; ; 4/6; 19/29; 4/6; ; 8/13; ; 
Draw; 3; 16/5; 3; 16/5; 16/5; 3; 16/5; ; 3; 3; 14/5; 14/5; 3; 3; 16/5; 31/10; 29/10; ; 14/5; 29/10; ; 56/19; 29/10; 3; ; 14/5; ; 
Wolves; 4; 4; 4; 4; 4; 19/5; 4; ; 17/4; 15/4; 15/4; 4; 4; 4; 15/4; 4; 50/13; ; 7/2; 50/13; ; 57/17; 19/5; 15/4; ; 4; ; 
META; english/championship/fulham-v-wolves; 2017-03-13 08:19:52 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 4/6; 8/13; 4/6; 4/6; 13/20; ; 8/13; 13/20; 8/13; 4/6; 13/20; 13/20; 4/6; 4/6; 4/6; ; 8/13; 4/6; ; 4/6; 19/29; 4/6; ; 8/13; ; 
Draw; 3; 16/5; 3; 16/5; 16/5; 3; 16/5; ; 3; 3; 14/5; 14/5; 3; 3; 16/5; 31/10; 29/10; ; 14/5; 29/10; ; 56/19; 29/10; 3; ; 14/5; ; 
Wolves; 4; 4; 4; 4; 4; 19/5; 4; ; 17/4; 15/4; 15/4; 4; 4; 4; 15/4; 4; 50/13; ; 7/2; 50/13; ; 57/17; 19/5; 15/4; ; 4; ; 
META; english/championship/fulham-v-wolves; 2017-03-13 12:20:42 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 4/6; 8/13; 4/6; 4/6; 13/20; 8/13; 8/13; 13/20; 8/13; 4/6; 13/20; 13/20; 4/6; 4/6; 4/6; 8/13; 8/13; 4/6; 69/100; 4/6; 19/29; 4/6; ; 8/13; 4/7; 8/13
Draw; 3; 16/5; 3; 16/5; 16/5; 3; 16/5; 3; 3; 3; 14/5; 14/5; 3; 3; 16/5; 31/10; 56/19; 3; 14/5; 56/19; 16/5; 56/19; 29/10; 3; ; 14/5; 14/5; 3
Wolves; 4; 4; 4; 4; 4; 19/5; 4; 4; 17/4; 15/4; 15/4; 4; 4; 4; 15/4; 4; 50/13; 4; 7/2; 50/13; 21/5; 57/17; 19/5; 15/4; ; 4; 4; 21/5
META; english/championship/fulham-v-wolves; 2017-03-13 16:23:15 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 4/6; 4/6; 8/13; 4/6; 4/6; 13/20; 8/13; 8/13; 13/20; 4/6; 4/6; 13/20; 13/20; 4/6; 4/6; 8/13; 8/13; 8/13; 8/13; 69/100; 13/19; 19/29; 8/13; 9/13; ; 8/13; 8/13; 4/6
Draw; 3; 3; 29/10; 16/5; 16/5; 3; 16/5; 3; 3; 14/5; 14/5; 14/5; 3; 3; 16/5; 31/10; 56/19; 3; 14/5; 56/19; 16/5; 31/10; 29/10; 3; 56/19; ; 14/5; 14/5; 14/5
Wolves; 4; 19/5; 4; 4; 4; 4; 4; 4; 17/4; 4; 15/4; 4; 4; 4; 15/4; 4; 41/10; 4; 7/2; 41/10; 21/5; 37/10; 19/5; 4; 39/10; ; 7/2; 4; 21/5
META; english/championship/fulham-v-wolves; 2017-03-13 20:21:11 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 4/6; 13/20; 8/13; 4/6; 4/6; 8/13; 4/7; 8/13; 8/13; 8/13; 4/6; 13/20; 8/13; 4/6; 4/6; 11/18; 8/13; 8/13; 11/18; 69/100; 13/19; 19/29; 8/13; 9/13; ; 8/13; 8/13; 8/13
Draw; 3; 3; 3; 16/5; 16/5; 3; 3; 3; 3; 14/5; 14/5; 14/5; 3; 3; 16/5; 31/10; 3; 3; 14/5; 3; 16/5; 31/10; 29/10; 3; 56/19; ; 14/5; 14/5; 3
Wolves; 4; 19/5; 17/4; 4; 4; 4; 22/5; 15/4; 17/4; 17/4; 4; 4; 4; 4; 15/4; 4; 54/13; 4; 7/2; 54/13; 21/5; 37/10; 19/5; 4; 39/10; ; 4; 4; 21/5
META; english/championship/fulham-v-wolves; 2017-03-14 00:20:04 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 13/20; 8/13; 4/6; 13/20; 8/13; 4/7; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 8/13; 11/18; 8/13; 8/13; 11/18; 69/100; 13/19; 19/29; 8/13; 9/13; ; 8/13; 4/7; 8/13
Draw; 3; 3; 3; 16/5; 16/5; 3; 3; 3; 3; 14/5; 14/5; 14/5; 3; 3; 16/5; 31/10; 3; 3; 14/5; 3; 16/5; 31/10; 29/10; 3; 56/19; ; 14/5; 14/5; 3
Wolves; 4; 17/4; 17/4; 4; 4; 4; 9/2; 15/4; 17/4; 17/4; 4; 4; 17/4; 4; 15/4; 9/2; 21/5; 4; 7/2; 21/5; 21/5; 37/10; 19/5; 4; 39/10; ; 4; 21/5; 21/5
META; english/championship/fulham-v-wolves; 2017-03-14 04:20:01 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 13/20; 8/13; 4/6; 13/20; 3/5; 4/7; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 8/13; 11/18; 8/13; 8/13; 11/18; 69/100; 13/19; 19/29; 8/13; 9/13; ; 8/13; 4/7; 8/13
Draw; 3; 3; 3; 16/5; 16/5; 3; 16/5; 3; 3; 14/5; 14/5; 14/5; 3; 3; 16/5; 31/10; 3; 3; 14/5; 3; 16/5; 31/10; 29/10; 3; 56/19; ; 14/5; 14/5; 3
Wolves; 4; 17/4; 17/4; 4; 4; 4; 22/5; 15/4; 17/4; 17/4; 4; 4; 17/4; 4; 15/4; 9/2; 21/5; 4; 7/2; 21/5; 21/5; 37/10; 19/5; 4; 39/10; ; 4; 21/5; 21/5
META; english/championship/fulham-v-wolves; 2017-03-14 08:19:59 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 13/20; 8/13; 4/6; 13/20; 3/5; 4/7; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 8/13; 11/18; 8/13; 8/13; 11/18; 69/100; 13/19; 19/29; 8/13; 9/13; ; 8/13; 4/7; 8/13
Draw; 3; 3; 3; 16/5; 16/5; 3; 16/5; 3; 3; 14/5; 14/5; 14/5; 3; 3; 16/5; 31/10; 3; 3; 14/5; 3; 16/5; 31/10; 29/10; 3; 56/19; ; 14/5; 14/5; 3
Wolves; 4; 17/4; 17/4; 4; 4; 4; 22/5; 15/4; 17/4; 17/4; 4; 4; 17/4; 4; 15/4; 9/2; 21/5; 4; 7/2; 21/5; 21/5; 37/10; 19/5; 4; 39/10; ; 4; 21/5; 21/5
META; english/championship/fulham-v-wolves; 2017-03-14 12:21:17 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 13/20; 8/13; 4/6; 13/20; 8/13; 4/7; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 8/13; 11/18; 8/13; 8/13; 11/18; 69/100; 13/19; 19/29; 8/13; 9/13; ; 8/13; 4/7; 8/13
Draw; 3; 3; 3; 16/5; 16/5; 3; 3; 3; 3; 14/5; 14/5; 14/5; 3; 3; 16/5; 31/10; 3; 3; 14/5; 3; 16/5; 31/10; 29/10; 3; 56/19; ; 14/5; 14/5; 3
Wolves; 4; 17/4; 17/4; 4; 4; 4; 9/2; 15/4; 17/4; 17/4; 4; 4; 17/4; 4; 15/4; 9/2; 21/5; 4; 7/2; 21/5; 21/5; 37/10; 19/5; 4; 39/10; ; 4; 21/5; 21/5
META; english/championship/fulham-v-wolves; 2017-03-14 16:20:25 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 13/20; 13/20; 4/6; 13/20; 8/13; 4/7; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 19/29; 19/29; 8/13; 9/13; ; 4/7; 4/7; 8/13
Draw; 3; 3; 3; 3; 3; 3; 3; 3; 3; 14/5; 14/5; 14/5; 3; 3; 16/5; 31/10; 56/19; 3; 14/5; 56/19; 16/5; 41/13; 29/10; 3; 56/19; ; 14/5; 14/5; 14/5
Wolves; 4; 17/4; 17/4; 4; 9/2; 4; 9/2; 15/4; 17/4; 17/4; 4; 4; 17/4; 4; 15/4; 9/2; 54/13; 4; 7/2; 54/13; 9/2; 19/5; 19/5; 4; 39/10; ; 4; 21/5; 21/5
META; english/championship/fulham-v-wolves; 2017-03-14 20:20:53 GMT+2; 2017-03-18 15:00; e70300-dr003
Fulham; 8/13; 8/13; 13/20; 13/20; 4/6; 13/20; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 19/29; 19/29; 8/13; 9/13; ; 4/7; 4/7; 
Draw; 3; 3; 3; 3; 3; 3; 3; 3; 3; 14/5; 14/5; 14/5; 3; 3; 16/5; 31/10; 3; 3; 14/5; 3; 16/5; 41/13; 29/10; 3; 56/19; ; 14/5; 14/5; 
Wolves; 4; 17/4; 17/4; 4; 9/2; 4; 9/2; 4; 17/4; 17/4; 4; 4; 17/4; 4; 15/4; 9/2; 17/4; 4; 7/2; 17/4; 9/2; 19/5; 19/5; 4; 39/10; ; 4; 21/5; 
META; english/championship/fulham-v-wolves; 2017-03-15 00:20:21 GMT+2; 2017-03-18 15:00; e70300-dr003
