META; english/championship/burton-v-brentford; 2017-03-12 00:20:01 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Burton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/burton-v-brentford; 2017-03-12 04:20:32 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Burton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/burton-v-brentford; 2017-03-12 08:20:56 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Burton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/burton-v-brentford; 2017-03-12 12:20:10 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Burton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/burton-v-brentford; 2017-03-12 16:20:11 GMT+2; 2017-03-18 15:00; e70300-dr003
Burton; 31/20; 8/5; ; 8/5; 17/10; ; 8/5; ; ; 8/5; ; ; 31/20; ; ; 8/5; 8/5; ; 13/8; 8/5; ; 11/7; 28/17; ; ; 6/4; ; 
Brentford; 13/8; 8/5; ; 13/8; 17/10; ; 17/10; ; ; 13/8; ; ; 33/20; ; ; 7/4; 8/5; ; 8/5; 8/5; ; 20/13; 8/5; ; ; 13/8; ; 
Draw; 12/5; 11/5; ; 12/5; 12/5; ; 12/5; ; ; 12/5; ; ; 12/5; ; ; 5/2; 9/4; ; 23/10; 9/4; ; 40/17; 40/17; ; ; 9/4; ; 
META; english/championship/burton-v-brentford; 2017-03-12 20:21:23 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 8/5; 8/5; 13/8; 17/10; 5/3; 8/5; ; 13/8; 8/5; 31/20; ; 13/8; 8/5; 7/4; 8/5; 8/5; ; 8/5; 8/5; ; 20/13; 8/5; 13/8; ; 6/4; ; 
Burton; 31/20; 13/8; 33/20; 8/5; 17/10; 5/3; 17/10; ; 13/8; 13/8; 8/5; ; 8/5; 8/5; 13/8; 7/4; 28/17; ; 13/8; 28/17; ; 11/7; 28/17; 13/8; ; 6/4; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 12/5; 5/2; 23/10; 5/2; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/burton-v-brentford; 2017-03-13 00:19:50 GMT+2; 2017-03-18 15:00; e70300-dr003
Burton; 31/20; 13/8; 33/20; 8/5; 13/8; 5/3; 17/10; ; 13/8; 13/8; 8/5; ; 8/5; 8/5; 13/8; 8/5; 28/17; ; 13/8; 28/17; ; 11/7; 28/17; 13/8; ; 13/8; ; 
Brentford; 13/8; 8/5; 8/5; 13/8; 17/10; 5/3; 8/5; ; 13/8; 8/5; 31/20; ; 13/8; 8/5; 7/4; 8/5; 8/5; ; 8/5; 8/5; ; 20/13; 8/5; 13/8; ; 8/5; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 12/5; 5/2; 23/10; 12/5; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/burton-v-brentford; 2017-03-13 04:19:30 GMT+2; 2017-03-18 15:00; e70300-dr003
Burton; 31/20; 13/8; 33/20; 8/5; 13/8; 17/10; 17/10; ; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; ; 13/8; 28/17; ; 17/11; 28/17; 13/8; ; 13/8; ; 
Brentford; 13/8; 8/5; 8/5; 13/8; 17/10; 5/3; 8/5; ; 13/8; 6/4; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; ; 8/5; 8/5; ; 17/11; 8/5; 13/8; ; 6/4; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; ; 12/5; 12/5; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/burton-v-brentford; 2017-03-13 08:19:47 GMT+2; 2017-03-18 15:00; e70300-dr003
Burton; 31/20; 13/8; 33/20; 8/5; 13/8; 17/10; 17/10; ; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; ; 13/8; 28/17; ; 17/11; 28/17; 13/8; ; 13/8; ; 
Brentford; 13/8; 8/5; 8/5; 13/8; 17/10; 5/3; 8/5; ; 13/8; 6/4; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; ; 8/5; 8/5; ; 17/11; 8/5; 13/8; ; 6/4; ; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; ; 12/5; 12/5; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; ; 23/10; 23/10; ; 40/17; 40/17; 23/10; ; 23/10; ; 
META; english/championship/burton-v-brentford; 2017-03-13 12:20:34 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 8/5; 13/8; 13/8; 17/10; 5/3; 8/5; 13/8; 13/8; 8/5; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 17/11; 8/5; 13/8; ; 6/4; 6/4; 
Burton; 31/20; 13/8; 33/20; 8/5; 13/8; 5/3; 17/10; 8/5; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 17/11; 28/17; 13/8; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 12/5; 12/5; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 40/17; 40/17; 23/10; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-13 16:23:05 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 13/8; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 6/4; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 8/5; 13/8; 13/8; 8/5; 8/5; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 23/10; 11/5; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-13 20:21:05 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 6/4; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 8/5; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 00:20:00 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 8/5; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 04:19:57 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 08:19:54 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 8/5; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 12:21:09 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 7/4; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 11/5; 
META; english/championship/burton-v-brentford; 2017-03-14 16:20:21 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 6/4; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 8/5; 8/5; 8/5; 8/5; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 13/8; 8/5; 8/5; 13/8; 7/4; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 12/5; 5/2; 23/10; 12/5; 23/10; 23/10; 23/10; 23/10; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-14 20:20:44 GMT+2; 2017-03-18 15:00; e70300-dr003
Brentford; 13/8; 13/8; 13/8; 13/8; 17/10; 5/3; 8/5; 8/5; 13/8; 13/8; 31/20; 8/5; 13/8; 8/5; 7/4; 8/5; 28/17; 8/5; 8/5; 28/17; 7/4; 13/8; 8/5; 13/8; 8/5; ; 13/8; 6/4; 
Burton; 31/20; 13/8; 17/10; 8/5; 17/10; 17/10; 17/10; 13/8; 13/8; 13/8; 8/5; 8/5; 8/5; 8/5; 13/8; 7/4; 28/17; 8/5; 13/8; 28/17; 7/4; 13/8; 28/17; 13/8; 5/3; ; 13/8; 13/8; 
Draw; 12/5; 12/5; 47/20; 12/5; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 11/5; 12/5; 12/5; 5/2; 23/10; 12/5; 40/17; 23/10; 23/10; 40/17; 12/5; 27/11; 40/17; 9/4; 12/5; ; 23/10; 23/10; 
META; english/championship/burton-v-brentford; 2017-03-15 00:20:16 GMT+2; 2017-03-18 15:00; e70300-dr003
