META; english/championship/rotherham-v-reading; 2016-10-16 00:23:38 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rotherham; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/rotherham-v-reading; 2016-10-16 04:20:53 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rotherham; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/rotherham-v-reading; 2016-10-16 08:21:18 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rotherham; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/rotherham-v-reading; 2016-10-16 12:22:23 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rotherham; ; 19/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; ; 23/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/rotherham-v-reading; 2016-10-16 16:21:48 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 13/10; 13/10; 27/20; ; 13/10; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Rotherham; 2; 19/10; 41/20; ; 2; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 47/20; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/championship/rotherham-v-reading; 2016-10-16 20:22:01 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 13/10; 13/10; 27/20; ; 13/10; ; 13/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; 13/10; ; ; ; 
Rotherham; 2; 19/10; 41/20; ; 2; ; 21/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; 2; ; ; ; 
Draw; 12/5; 23/10; 47/20; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; 12/5; ; ; ; 
META; english/championship/rotherham-v-reading; 2016-10-17 00:21:40 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 13/10; 13/10; 27/20; ; 13/10; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; 13/10; ; 8/11; ; 
Rotherham; 2; 19/10; 41/20; ; 2; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; 2; ; 1; ; 
Draw; 12/5; 23/10; 47/20; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; 12/5; ; 21/10; ; 
META; english/championship/rotherham-v-reading; 2016-10-17 04:21:34 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 13/10; 13/10; 27/20; ; 13/10; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; 13/10; ; 8/11; ; 
Rotherham; 2; 19/10; 21/10; ; 2; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; 2; ; 1; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; 12/5; ; 21/10; ; 
META; english/championship/rotherham-v-reading; 2016-10-17 08:21:30 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 13/10; 13/10; 27/20; ; 13/10; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/5; 13/10; ; 8/11; ; 
Rotherham; 2; 19/10; 21/10; ; 2; ; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/5; 2; ; 1; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 40/17; 12/5; ; 21/10; ; 
META; english/championship/rotherham-v-reading; 2016-10-17 12:22:44 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 13/10; 13/10; 27/20; ; 13/10; 13/10; 11/8; 11/8; ; ; 13/10; ; ; ; ; ; 23/17; ; ; ; 23/17; ; ; 7/5; 13/10; ; 20/21; ; 
Rotherham; 2; 19/10; 21/10; ; 2; 21/10; 2; 15/8; ; ; 2; ; ; ; ; ; 19/10; ; ; ; 19/10; ; ; 9/5; 2; ; 7/5; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; 5/2; 12/5; 12/5; ; ; 11/5; ; ; ; ; ; 12/5; ; ; ; 12/5; ; ; 40/17; 12/5; ; 21/10; ; 
META; english/championship/rotherham-v-reading; 2016-10-17 16:23:01 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 13/10; 13/10; 11/8; ; 13/10; 13/10; 11/8; 13/10; ; 13/10; 13/10; ; 27/20; ; ; ; 23/17; ; 13/10; ; 23/17; ; ; 7/5; 13/10; ; 1; ; 
Rotherham; 2; 19/10; 21/10; ; 2; 21/10; 2; 7/4; ; 2; 2; ; 39/20; ; ; ; 19/10; ; 19/10; ; 19/10; ; ; 9/5; 2; ; 13/8; ; 
Draw; 12/5; 23/10; 9/4; ; 12/5; 5/2; 12/5; 23/10; ; 23/10; 11/5; ; 12/5; ; ; ; 12/5; ; 23/10; ; 12/5; ; ; 40/17; 12/5; ; 21/10; ; 
META; english/championship/rotherham-v-reading; 2016-10-17 20:22:39 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 23/20; 13/10; 5/4; ; 13/10; 13/10; 23/20; 13/10; 13/10; 6/5; 6/5; ; ; ; ; ; 6/5; ; 5/4; ; 6/5; ; ; 15/13; 6/5; ; 23/20; ; 
Rotherham; 9/4; 19/10; 23/10; ; 2; 21/10; 12/5; 7/4; 9/4; 23/10; 11/5; ; ; ; ; ; 28/13; ; 21/10; ; 28/13; ; ; 11/5; 11/5; ; 21/10; ; 
Draw; 12/5; 23/10; 9/4; ; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 21/10; ; ; ; ; ; 40/17; ; 11/5; ; 40/17; ; ; 12/5; 23/10; ; 23/10; ; 
META; english/championship/rotherham-v-reading; 2016-10-18 00:21:45 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 11/10; 13/10; 6/5; ; 13/10; 13/10; 23/20; 13/10; 6/5; 23/20; 23/20; ; 11/10; ; ; ; 6/5; ; 6/5; ; 6/5; ; ; 15/13; 23/20; ; 10/9; ; 
Rotherham; 12/5; 19/10; 12/5; ; 2; 21/10; 12/5; 7/4; 12/5; 12/5; 9/4; ; 12/5; ; ; ; 11/5; ; 11/5; ; 11/5; ; ; 11/5; 11/5; ; 9/4; ; 
Draw; 12/5; 23/10; 23/10; ; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 11/5; ; 12/5; ; ; ; 40/17; ; 11/5; ; 40/17; ; ; 12/5; 23/10; ; 23/10; ; 
META; english/championship/rotherham-v-reading; 2016-10-18 04:21:50 GMT+3; 2016-10-22 15:00; e70300-dr003
Reading; 11/10; 13/10; 6/5; 6/5; 13/10; 13/10; 23/20; 6/5; 6/5; 23/20; 23/20; ; 11/10; ; ; ; 6/5; ; 6/5; ; 6/5; ; ; 15/13; 23/20; ; 10/9; ; 
Draw; 12/5; 23/10; 23/10; 21/10; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 11/5; ; 12/5; ; ; ; 40/17; ; 11/5; ; 40/17; ; ; 12/5; 23/10; ; 9/4; ; 
