META; english/championship/derby-v-brighton; 2016-07-01 12:16:20 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 9/4; 23/10; 21/10; 23/10; 9/4; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 12/5; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-01 16:16:14 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 12/5; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-01 20:17:02 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 12/5; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-02 00:16:29 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 12/5; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-02 04:16:32 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 12/5; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-02 08:16:33 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 9/4; 23/10; 21/10; 23/10; 9/4; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 12/5; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 9/4; 23/10; 5/2; 23/10; 9/4; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-02 12:17:36 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 12/5; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-02 16:18:00 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 23/10; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-02 20:21:28 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 12/5; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-03 00:18:06 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 12/5; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-03 04:17:13 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 5/2; 9/4; ; 23/10; ; 11/5; 23/10; 23/10; 12/5; 5/2; ; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; ; ; 11/5; ; 
Brighton; 5/2; 2; ; 23/10; ; 12/5; 23/10; 2; ; 23/10; ; 11/5; 2; 47/20; 12/5; 2; ; 23/10; 23/10; 5/2; 23/10; 23/10; 13/5; ; ; 1/100; ; 
META; english/championship/derby-v-brighton; 2016-07-03 08:18:18 GMT+3; 2016-08-06 15:00; e70300-dr003
Derby; 11/10; 5/4; ; 23/20; ; 23/20; 23/20; 23/20; ; 15/13; ; 1; 6/5; 11/10; 11/10; 6/5; ; 15/13; 15/13; 11/10; 23/20; 15/13; 16/13; ; ; 1/100; ; 
