META; english/championship/blackburn-v-norwich; 2016-07-01 12:16:15 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 11/8; 11/8; ; 23/17; 7/5; 23/17; 7/5; 23/17; 17/12; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 2; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 11/5; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-01 16:16:09 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 17/12; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 11/5; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-01 20:16:52 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-02 00:16:24 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-02 04:16:28 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-02 08:16:29 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-02 12:17:27 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-02 16:17:46 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-02 20:21:20 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-03 00:18:01 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-03 04:17:09 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-03 08:18:13 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-03 12:17:26 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-03 16:20:34 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 11/8; ; 7/5; 7/5; 23/17; 7/5; ; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 7/4; ; 19/10; 19/10; 19/10; 19/10; ; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 12/5; ; 11/5; 11/5; 9/4; 11/5; ; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-03 20:18:57 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 7/5; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 2; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 23/10; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-04 00:18:16 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 7/5; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
Blackburn; 19/10; 9/5; ; 19/10; ; 19/10; 19/10; 9/5; ; 19/10; ; 7/4; 9/5; 15/8; 19/10; 2; ; 19/10; 19/10; 19/10; 19/10; 19/10; 36/17; ; ; 1/100; ; 
Draw; 23/10; 23/10; ; 23/10; ; 9/4; 12/5; 9/4; ; 11/5; ; 11/5; 21/10; 9/4; 23/10; 23/10; ; 11/5; 11/5; 9/4; 11/5; 11/5; 12/5; ; ; 11/5; ; 
META; english/championship/blackburn-v-norwich; 2016-07-04 04:17:59 GMT+3; 2016-08-06 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; 7/5; ; 7/5; 7/5; 13/10; ; 7/5; ; 5/4; 7/5; 27/20; 7/5; 7/5; ; 7/5; 7/5; 23/17; 7/5; 7/5; 16/11; ; ; 1/100; ; 
