META; english/championship/reading-v-preston; 2016-07-01 12:16:29 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 28/11; 12/5; 14/5; 12/5; 28/11; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-01 16:16:23 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 9/4; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 3; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 28/11; 12/5; 14/5; 12/5; 28/11; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-01 20:17:16 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-02 00:16:39 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-02 04:16:41 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-02 08:16:42 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-02 12:17:54 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-02 16:18:14 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-03 00:18:14 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-03 04:17:23 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-03 08:18:26 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-03 12:17:42 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; 21/20; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; 5/2; 31/10; ; ; 1/100; ; 
META; english/championship/reading-v-preston; 2016-07-03 16:21:02 GMT+3; 2016-08-06 15:00; e70300-dr003
Reading; 1; 1; ; 1; ; 1; 21/20; 1; ; 11/10; ; 10/11; 11/10; 1; 1; 1; ; 21/20; 11/10; 1; 11/10; ; 11/10; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 23/10; ; 9/4; 23/10; 9/4; ; 23/10; ; 11/5; 23/10; 9/4; 23/10; 9/4; ; 9/4; 23/10; 11/5; 23/10; ; 40/17; ; ; 11/5; ; 
Preston; 29/10; 13/5; ; 14/5; ; 14/5; 29/10; 12/5; ; 12/5; ; 5/2; 11/5; 27/10; 11/4; 11/4; ; 5/2; 12/5; 14/5; 12/5; ; 31/10; ; ; 1/100; ; 
