META; english/championship/rotherham-v-wolves; 2016-07-01 12:16:31 GMT+3; 2016-08-06 15:00; e70300-dr003
Rotherham; 13/8; 8/5; ; 8/5; ; 8/5; 17/10; 6/4; ; 6/4; ; 6/4; 17/10; 8/5; 8/5; 13/8; ; 17/11; 6/4; 8/5; 6/4; 17/11; 17/10; ; ; 1/100; ; 
Wolves; 13/8; 8/5; ; 17/10; ; 8/5; 17/10; 8/5; ; 9/5; ; 6/4; 6/4; 33/20; 13/8; 13/8; ; 17/10; 9/5; 8/5; 9/5; 17/10; 24/13; ; ; 1/100; ; 
Draw; 9/4; 9/4; ; 23/10; ; 23/10; 9/4; 11/5; ; 28/13; ; 21/10; 21/10; 21/10; 12/5; 9/4; ; 11/5; 28/13; 11/5; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/rotherham-v-wolves; 2016-07-01 16:16:25 GMT+3; 2016-08-06 15:00; e70300-dr003
Rotherham; 13/8; 8/5; ; 8/5; ; 8/5; 17/10; 6/4; ; 6/4; ; 6/4; 17/10; 8/5; 8/5; 13/8; ; 17/11; 6/4; 8/5; 6/4; 17/11; 17/10; ; ; 1/100; ; 
Wolves; 13/8; 8/5; ; 17/10; ; 8/5; 17/10; 8/5; ; 9/5; ; 6/4; 6/4; 33/20; 13/8; 13/8; ; 17/10; 9/5; 8/5; 9/5; 17/10; 24/13; ; ; 1/100; ; 
Draw; 9/4; 9/4; ; 23/10; ; 23/10; 9/4; 11/5; ; 28/13; ; 21/10; 21/10; 21/10; 12/5; 9/4; ; 11/5; 28/13; 11/5; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/rotherham-v-wolves; 2016-07-01 20:17:18 GMT+3; 2016-08-06 15:00; e70300-dr003
Rotherham; 13/8; 8/5; ; 8/5; ; 8/5; 17/10; 6/4; ; 6/4; ; 6/4; 17/10; 8/5; 8/5; 13/8; ; 8/5; 6/4; 8/5; 6/4; 8/5; 17/10; ; ; 1/100; ; 
Wolves; 13/8; 8/5; ; 17/10; ; 8/5; 17/10; 8/5; ; 9/5; ; 6/4; 6/4; 33/20; 13/8; 13/8; ; 28/17; 9/5; 8/5; 9/5; 28/17; 24/13; ; ; 1/100; ; 
Draw; 9/4; 9/4; ; 23/10; ; 23/10; 9/4; 11/5; ; 28/13; ; 21/10; 21/10; 21/10; 12/5; 9/4; ; 11/5; 28/13; 11/5; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/rotherham-v-wolves; 2016-07-02 00:16:41 GMT+3; 2016-08-06 15:00; e70300-dr003
Rotherham; 13/8; 8/5; ; 8/5; ; 8/5; 17/10; 6/4; ; 6/4; ; 6/4; 17/10; 8/5; 8/5; 13/8; ; 8/5; 6/4; 8/5; 6/4; 8/5; 17/10; ; ; 1/100; ; 
Wolves; 13/8; 8/5; ; 17/10; ; 8/5; 17/10; 8/5; ; 9/5; ; 6/4; 6/4; 33/20; 13/8; 13/8; ; 28/17; 9/5; 8/5; 9/5; 28/17; 24/13; ; ; 1/100; ; 
Draw; 9/4; 9/4; ; 23/10; ; 23/10; 9/4; 11/5; ; 28/13; ; 21/10; 21/10; 21/10; 12/5; 9/4; ; 11/5; 28/13; 11/5; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/rotherham-v-wolves; 2016-07-02 04:16:43 GMT+3; 2016-08-06 15:00; e70300-dr003
Rotherham; 13/8; 8/5; ; 8/5; ; 8/5; 17/10; 6/4; ; 6/4; ; 6/4; 17/10; 8/5; 8/5; 13/8; ; 8/5; 6/4; 8/5; 6/4; 8/5; 17/10; ; ; 1/100; ; 
Wolves; 13/8; 8/5; ; 17/10; ; 8/5; 17/10; 8/5; ; 9/5; ; 6/4; 6/4; 33/20; 13/8; 13/8; ; 28/17; 9/5; 8/5; 9/5; 28/17; 24/13; ; ; 1/100; ; 
Draw; 9/4; 9/4; ; 23/10; ; 23/10; 9/4; 11/5; ; 28/13; ; 21/10; 21/10; 21/10; 12/5; 9/4; ; 11/5; 28/13; 11/5; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/rotherham-v-wolves; 2016-07-02 08:16:45 GMT+3; 2016-08-06 15:00; e70300-dr003
Rotherham; 13/8; 8/5; ; 8/5; ; 8/5; 13/8; 6/4; ; 6/4; ; 6/4; 17/10; 31/20; 8/5; 13/8; ; 8/5; 6/4; 8/5; 6/4; 8/5; 17/10; ; ; 1/100; ; 
Wolves; 13/8; 8/5; ; 17/10; ; 8/5; 17/10; 8/5; ; 9/5; ; 6/4; 6/4; 33/20; 13/8; 13/8; ; 28/17; 9/5; 8/5; 9/5; 28/17; 24/13; ; ; 1/100; ; 
Draw; 9/4; 9/4; ; 23/10; ; 23/10; 23/10; 11/5; ; 28/13; ; 21/10; 21/10; 11/5; 12/5; 9/4; ; 11/5; 28/13; 11/5; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/rotherham-v-wolves; 2016-07-02 12:18:00 GMT+3; 2016-08-06 15:00; e70300-dr003
Rotherham; 13/8; 8/5; ; 8/5; ; 8/5; 13/8; 6/4; ; 6/4; ; 6/4; 17/10; 31/20; 8/5; 13/8; ; 8/5; 6/4; 8/5; 6/4; 8/5; 17/10; ; ; 1/100; ; 
Wolves; 13/8; 8/5; ; 17/10; ; 8/5; 17/10; 8/5; ; 9/5; ; 6/4; 6/4; 33/20; 13/8; 13/8; ; 28/17; 9/5; 8/5; 9/5; 28/17; 24/13; ; ; 1/100; ; 
Draw; 9/4; 9/4; ; 23/10; ; 23/10; 23/10; 11/5; ; 28/13; ; 21/10; 21/10; 11/5; 12/5; 9/4; ; 11/5; 28/13; 11/5; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/rotherham-v-wolves; 2016-07-02 16:18:21 GMT+3; 2016-08-06 15:00; e70300-dr003
Rotherham; 13/8; 8/5; ; 8/5; ; 8/5; 13/8; 6/4; ; 6/4; ; 6/4; 17/10; 31/20; 8/5; 13/8; ; 8/5; 6/4; 8/5; 6/4; 8/5; 17/10; ; ; 1/100; ; 
Wolves; 13/8; 8/5; ; 17/10; ; 8/5; 17/10; 8/5; ; 9/5; ; 6/4; 6/4; 33/20; 13/8; 13/8; ; 28/17; 9/5; 8/5; 9/5; 28/17; 24/13; ; ; 1/100; ; 
Draw; 9/4; 9/4; ; 23/10; ; 23/10; 23/10; 11/5; ; 28/13; ; 21/10; 21/10; 11/5; 12/5; 9/4; ; 11/5; 28/13; 11/5; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/rotherham-v-wolves; 2016-07-02 20:21:52 GMT+3; 2016-08-06 15:00; e70300-dr003
Rotherham; 13/8; 8/5; ; 8/5; ; 8/5; 13/8; 6/4; ; 6/4; ; 6/4; 17/10; 31/20; 8/5; 13/8; ; 8/5; 6/4; 8/5; 6/4; 8/5; 17/10; ; ; 1/100; ; 
