META; english/championship/ipswich-v-barnsley; 2016-07-01 12:16:24 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 7/8; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 15/4; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-01 16:16:18 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 7/8; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 15/4; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-01 20:17:10 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-02 00:16:34 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-02 04:16:37 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-02 08:16:38 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-02 12:17:45 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-02 16:18:06 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-02 20:21:36 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-03 00:18:10 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-03 04:17:18 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-03 08:18:22 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-03 12:17:36 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; 27/11; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; 58/19; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-03 16:20:55 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; ; 8/9; ; ; 1/4; ; 
Draw; 5/2; 5/2; ; 12/5; ; 5/2; 13/5; 23/10; ; 5/2; ; 11/5; 12/5; 49/20; 13/5; 5/2; ; 27/11; 5/2; 12/5; 5/2; ; 13/5; ; ; 11/5; ; 
Barnsley; 7/2; 3; ; 10/3; ; 10/3; 7/2; 3; ; 14/5; ; 11/4; 3; 16/5; 10/3; 10/3; ; 58/19; 14/5; 17/5; 14/5; ; 37/10; ; ; 2/13; ; 
META; english/championship/ipswich-v-barnsley; 2016-07-03 20:19:11 GMT+3; 2016-08-06 15:00; e70300-dr003
Ipswich; 4/5; 5/6; ; 20/23; ; 4/5; 5/6; 5/6; ; 9/10; ; 5/6; 4/5; 4/5; 4/5; 4/5; ; 13/15; 9/10; 4/5; 9/10; 13/15; 8/9; ; ; 1/4; ; 
