META; english/championship/brentford-v-rotherham; 2017-02-18 20:23:10 GMT+2; 2017-02-25 15:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Brentford; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rotherham; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/brentford-v-rotherham; 2017-02-19 00:21:13 GMT+2; 2017-02-25 15:00; e70300-dr003
Brentford; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Rotherham; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/brentford-v-rotherham; 2017-02-19 04:20:51 GMT+2; 2017-02-25 15:00; e70300-dr003
Brentford; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Rotherham; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/brentford-v-rotherham; 2017-02-19 08:22:14 GMT+2; 2017-02-25 15:00; e70300-dr003
Brentford; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Rotherham; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/brentford-v-rotherham; 2017-02-19 12:21:16 GMT+2; 2017-02-25 15:00; e70300-dr003
Brentford; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9/4; ; 
Rotherham; ; 5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/brentford-v-rotherham; 2017-02-19 16:22:26 GMT+2; 2017-02-25 15:00; e70300-dr003
Brentford; 4/7; 1/2; 6/10; ; 3/5; ; 11/20; ; 4/7; ; ; ; ; 4/7; ; 4/7; ; ; 4/7; ; ; ; 4/7; ; ; 8/15; ; 
Draw; 3; 3; 29/10; ; 10/3; ; 16/5; ; 3; ; ; ; ; 3; ; 10/3; ; ; 14/5; ; ; ; 29/10; ; ; 14/5; ; 
Rotherham; 9/2; 5; 5; ; 5; ; 5; ; 19/4; ; ; ; ; 5; ; 5; ; ; 24/5; ; ; ; 24/5; ; ; 23/5; ; 
META; english/championship/brentford-v-rotherham; 2017-02-19 20:22:14 GMT+2; 2017-02-25 15:00; e70300-dr003
Brentford; 1/2; 1/2; 11/20; ; 8/15; ; 8/15; ; 8/15; 11/20; 1/2; ; 8/15; 1/2; ; 8/15; 8/15; ; 4/7; 8/15; 53/100; ; 4/7; 8/15; ; 4/9; ; 
Draw; 3; 3; 10/3; ; 10/3; ; 33/10; ; 10/3; 10/3; 16/5; ; 3; 29/10; ; 10/3; 3; ; 14/5; 3; 7/2; ; 29/10; 3; ; 27/10; ; 
Rotherham; 6; 5; 19/4; ; 6; ; 5; ; 5; 19/4; 9/2; ; 11/2; 6; ; 11/2; 96/19; ; 24/5; 96/19; 6; ; 24/5; 5; ; 11/2; ; 
META; english/championship/brentford-v-rotherham; 2017-02-20 00:20:47 GMT+2; 2017-02-25 15:00; e70300-dr003
Brentford; 1/2; 1/2; 8/15; ; 8/15; ; 1/2; ; 8/15; 1/2; 1/2; 1/2; 1/2; 1/2; ; 8/15; 8/15; ; 4/7; 8/15; 53/100; ; 4/7; 8/15; ; 1/2; ; 
