META; english/championship/leeds-v-burton; 2016-10-23 04:19:45 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; ; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; 
Draw; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 
Burton; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/championship/leeds-v-burton; 2016-10-23 08:21:02 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; ; 10/11; ; ; 21/20; ; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 15/13; ; ; ; ; 
Draw; ; 12/5; ; ; 12/5; ; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 
Burton; ; 14/5; ; ; 13/5; ; 29/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 
META; english/championship/leeds-v-burton; 2016-10-23 12:20:56 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 10/11; ; ; 21/20; ; 11/10; ; ; 21/20; ; ; 21/20; ; ; ; 11/10; ; ; ; 11/10; ; ; 15/13; ; ; ; ; 
META; english/championship/leeds-v-burton; 2016-10-24 00:20:57 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; ; 11/10; 1; 21/20; 1; 1; ; 21/20; ; 21/20; ; ; ; 21/20; ; ; 11/10; 21/20; ; 8/11; ; 
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 12/5; ; 12/5; 23/10; 12/5; 21/10; 23/10; ; 12/5; ; 23/10; ; ; ; 23/10; ; ; 23/10; 23/10; ; 11/5; ; 
Burton; 14/5; 29/10; 29/10; 11/4; 13/5; 11/4; 29/10; ; 14/5; 14/5; 5/2; 12/5; 57/20; ; 11/4; ; 28/11; ; ; ; 28/11; ; ; 5/2; 13/5; ; 19/10; ; 
META; english/championship/leeds-v-burton; 2016-10-24 04:20:57 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; ; 11/10; 1; 21/20; 1; 1; ; 21/20; ; 21/20; ; ; ; 21/20; ; ; 11/10; 21/20; ; 1; ; 
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 12/5; ; 12/5; 23/10; 12/5; 21/10; 23/10; ; 12/5; ; 23/10; ; ; ; 23/10; ; ; 23/10; 23/10; ; 9/4; ; 
Burton; 14/5; 29/10; 29/10; 11/4; 13/5; 11/4; 29/10; ; 14/5; 14/5; 5/2; 12/5; 29/10; ; 11/4; ; 28/11; ; ; ; 28/11; ; ; 5/2; 13/5; ; 14/5; ; 
META; english/championship/leeds-v-burton; 2016-10-24 08:21:20 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 1; ; 11/10; 1; 21/20; 1; 1; ; 21/20; ; 21/20; ; ; ; 21/20; ; ; 11/10; 21/20; ; 1; ; 
Draw; 11/5; 23/10; 11/5; 9/4; 12/5; 12/5; 12/5; ; 12/5; 23/10; 12/5; 21/10; 23/10; ; 12/5; ; 23/10; ; ; ; 23/10; ; ; 23/10; 23/10; ; 9/4; ; 
Burton; 14/5; 29/10; 29/10; 11/4; 13/5; 14/5; 29/10; ; 14/5; 14/5; 5/2; 12/5; 57/20; ; 11/4; ; 13/5; ; ; ; 13/5; ; ; 5/2; 13/5; ; 11/4; ; 
META; english/championship/leeds-v-burton; 2016-10-24 12:21:48 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 21/20; 1; ; 21/20; 1; 21/20; 21/20; 1; ; 21/20; ; 1; ; ; ; 1; ; ; 11/10; 21/20; ; 1; 20/21; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 12/5; 12/5; ; 23/10; 11/5; 12/5; 9/4; 23/10; ; 12/5; ; 9/4; ; ; ; 9/4; ; ; 23/10; 9/4; ; 23/10; 11/5; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 14/5; 29/10; ; 14/5; 14/5; 5/2; 14/5; 29/10; ; 11/4; ; 37/13; ; ; ; 37/13; ; ; 5/2; 11/4; ; 14/5; 9/4; 
META; english/championship/leeds-v-burton; 2016-10-24 16:21:43 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 21/20; 21/20; 21/20; 1; ; 21/20; ; 21/20; ; ; ; 21/20; ; ; 11/10; 21/20; ; 21/20; 20/21; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; 9/4; ; 12/5; ; 11/5; ; ; ; 11/5; ; ; 23/10; 11/5; ; 11/5; 21/10; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; ; 11/4; ; 37/13; ; ; ; 37/13; ; ; 5/2; 11/4; ; 14/5; 13/5; 
META; english/championship/leeds-v-burton; 2016-10-24 20:22:26 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 21/20; 21/20; 21/20; 1; ; 21/20; ; 21/20; ; 21/20; ; 21/20; ; ; 11/10; 21/20; ; 21/20; 20/21; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; 9/4; ; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 11/5; 21/10; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; ; 11/4; ; 37/13; ; 13/5; ; 37/13; ; ; 5/2; 11/4; ; 14/5; 13/5; 
META; english/championship/leeds-v-burton; 2016-10-25 00:21:32 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 21/20; 21/20; 21/20; 1; 21/20; 21/20; ; 21/20; ; 21/20; ; 21/20; ; ; 11/10; 21/20; ; 21/20; 21/20; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 37/13; ; 13/5; ; 37/13; ; ; 5/2; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-25 04:21:32 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; ; 21/20; 21/20; 1; 21/20; 21/20; ; 21/20; ; 21/20; ; 21/20; ; ; 11/10; 21/20; ; 21/20; 21/20; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; ; 12/5; 9/4; 9/4; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; ; 5/2; 14/5; 59/20; 27/10; 11/4; ; 37/13; ; 13/5; ; 37/13; ; ; 5/2; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-25 08:21:30 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; ; 21/20; 21/20; 1; 21/20; 21/20; ; 21/20; ; 21/20; ; 21/20; ; ; 11/10; 21/20; ; 21/20; 21/20; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; ; 12/5; 9/4; 9/4; 12/5; 12/5; ; 28/13; ; 11/5; ; 28/13; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; ; 5/2; 14/5; 59/20; 27/10; 11/4; ; 37/13; ; 13/5; ; 37/13; ; ; 5/2; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-25 12:22:27 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 29/10; ; 13/5; ; 29/10; ; ; 14/5; 11/4; ; 14/5; 13/5; 
META; english/championship/leeds-v-burton; 2016-10-25 16:21:53 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 29/10; ; 13/5; ; 29/10; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-25 20:22:07 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 29/10; ; 13/5; ; 29/10; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-26 00:21:18 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 1; 21/20; 21/20; ; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; ; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 9/4; 11/5; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; ; 27/10; 11/4; ; 29/10; ; 13/5; ; 29/10; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-26 04:21:24 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 1; 21/20; 21/20; ; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; ; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 9/4; 11/5; 
Burton; 14/5; 14/5; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; ; 27/10; 11/4; ; 29/10; ; 13/5; ; 29/10; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-26 08:21:22 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; ; 
Draw; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 11/5; ; 
Burton; 14/5; 29/10; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 29/10; ; 13/5; ; 29/10; ; ; 14/5; 11/4; ; 14/5; ; 
META; english/championship/leeds-v-burton; 2016-10-26 16:22:04 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 11/5; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 29/10; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 29/10; ; 13/5; ; 29/10; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-26 20:22:25 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 1; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 28/13; ; 11/5; ; 28/13; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 29/10; 29/10; 14/5; 13/5; 3; 29/10; 11/4; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 37/13; ; 13/5; ; 37/13; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-27 00:21:35 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 19/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 28/13; ; 11/5; ; 28/13; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 29/10; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 37/13; ; 13/5; ; 37/13; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-27 04:21:45 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 19/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 28/13; ; 11/5; ; 28/13; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 29/10; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 37/13; ; 13/5; ; 37/13; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-27 08:21:44 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 19/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 28/13; ; 11/5; ; 28/13; ; ; 23/10; 11/5; ; 11/5; 11/5; 
Burton; 14/5; 29/10; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 37/13; ; 13/5; ; 37/13; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-27 12:22:51 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 21/20; 1; 21/20; 1; 21/20; 1; 1; 19/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 11/5; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 21/10; 12/5; 9/4; 9/4; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 9/4; 11/5; 
Burton; 14/5; 29/10; 29/10; 14/5; 13/5; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 59/20; 27/10; 11/4; ; 14/5; ; 13/5; ; 14/5; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-27 16:22:12 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 1; 1; 21/20; 1; 21/20; 1; 1; 19/20; 21/20; 1; 21/20; 21/20; 1; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 9/4; 23/10; 9/4; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 11/5; 12/5; 9/4; 47/20; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 9/4; ; 9/4; 11/5; 
Burton; 29/10; 29/10; 29/10; 14/5; 11/4; 3; 29/10; 5/2; 14/5; 3; 5/2; 14/5; 3; 13/5; 11/4; ; 14/5; ; 13/5; ; 14/5; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-27 20:22:25 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 1; 1; 21/20; 1; 21/20; 1; 11/10; 19/20; 21/20; 1; 21/20; 21/20; 21/20; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 1; 21/20; 
Draw; 9/4; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 9/4; 23/10; 11/5; 23/10; 23/10; 23/10; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 11/5; ; 9/4; 11/5; 
Burton; 29/10; 14/5; 29/10; 14/5; 11/4; 3; 3; 5/2; 14/5; 3; 3; 3; 3; 13/5; 11/4; ; 29/10; ; 13/5; ; 29/10; ; ; 14/5; 11/4; ; 3; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-28 00:22:01 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 1; 1; 21/20; 1; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 21/20; 21/20; 
Draw; 9/4; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 12/5; 12/5; ; 9/4; ; 11/5; ; 9/4; ; ; 23/10; 9/4; ; 9/4; 11/5; 
Burton; 29/10; 14/5; 29/10; 14/5; 11/4; 3; 3; 3; 14/5; 14/5; 3; 3; 59/20; 13/5; 11/4; ; 14/5; ; 13/5; ; 14/5; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-28 00:56:14 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 1; 1; 21/20; 1; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 21/20; 21/20; 
Draw; 9/4; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 12/5; 12/5; ; 9/4; ; 11/5; ; 9/4; ; ; 23/10; 9/4; ; 9/4; 11/5; 
Burton; 29/10; 14/5; 29/10; 14/5; 11/4; 3; 3; 3; 14/5; 14/5; 3; 3; 59/20; 13/5; 11/4; ; 14/5; ; 13/5; ; 14/5; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-28 01:46:23 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 1; 1; 21/20; 1; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 21/20; ; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; 1; 21/20; ; 21/20; 21/20; 
Draw; 9/4; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; ; 12/5; 12/5; ; 11/5; ; 11/5; ; 11/5; ; ; 23/10; 9/4; ; 9/4; 11/5; 
Burton; 29/10; 14/5; 29/10; 14/5; 11/4; 3; 3; 3; 14/5; 14/5; 3; 3; ; 13/5; 11/4; ; 37/13; ; 13/5; ; 37/13; ; ; 14/5; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-28 03:46:18 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 1; 1; 21/20; 1; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 21/20; ; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; ; 21/20; ; 21/20; 21/20; 
Draw; 9/4; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; ; 12/5; 12/5; ; 9/4; ; 11/5; ; 9/4; ; ; ; 9/4; ; 9/4; 11/5; 
Burton; 29/10; 14/5; 29/10; 14/5; 11/4; 3; 3; 11/4; 14/5; 14/5; 3; 3; ; 13/5; 11/4; ; 14/5; ; 13/5; ; 14/5; ; ; ; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-28 04:21:50 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 1; 1; 21/20; 1; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; ; 1; ; 21/20; ; 1; ; ; ; 21/20; ; 21/20; 21/20; 
Draw; 9/4; 23/10; 11/5; 23/10; 12/5; 23/10; 12/5; 23/10; 23/10; 11/5; 23/10; 23/10; 23/10; 12/5; 12/5; ; 9/4; ; 11/5; ; 9/4; ; ; ; 9/4; ; 9/4; 11/5; 
Burton; 29/10; 14/5; 29/10; 14/5; 11/4; 3; 3; 11/4; 14/5; 14/5; 3; 3; 59/20; 13/5; 11/4; ; 14/5; ; 13/5; ; 14/5; ; ; ; 11/4; ; 14/5; 14/5; 
META; english/championship/leeds-v-burton; 2016-10-28 05:46:27 GMT+3; 2016-10-29 15:00; e70300-dr003
Leeds; 1; 1; 21/20; 11/10; 21/20; 1; 11/10; 1; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; 21/20; ; 21/20; ; 21/20; ; 21/20; ; ; 1; 21/20; ; 21/20; 21/20; 
