META; english/championship/birmingham-v-cardiff; 2016-07-01 12:16:13 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 6/4; 6/4; 6/4; 6/4; 6/4; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 7/4; 9/5; 9/5; 9/5; 7/4; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-01 16:16:07 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-01 20:16:46 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-02 00:16:21 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-02 04:16:26 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-02 08:16:27 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-02 12:17:24 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-02 16:17:42 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-02 20:21:15 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-03 00:17:59 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-03 04:17:07 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-03 08:18:11 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-03 12:17:20 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; 16/11; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; 9/5; 2; ; ; 1/100; ; 
Draw; 9/4; 23/10; ; 11/5; ; 11/5; 23/10; 9/4; ; 28/13; ; 9/4; 23/10; 11/5; 9/4; 9/4; ; 11/5; 28/13; 21/10; 21/10; 11/5; 40/17; ; ; 11/5; ; 
META; english/championship/birmingham-v-cardiff; 2016-07-03 16:20:30 GMT+3; 2016-08-06 15:00; e70300-dr003
Birmingham; 6/4; 11/8; ; 6/4; ; 6/4; 6/4; 7/5; ; 6/4; ; 11/8; 5/4; 29/20; 6/4; 6/4; ; 16/11; 6/4; 6/4; 6/4; ; 11/7; ; ; 1/100; ; 
Cardiff; 9/5; 9/5; ; 15/8; ; 9/5; 15/8; 13/8; ; 9/5; ; 6/4; 15/8; 9/5; 9/5; 7/4; ; 9/5; 9/5; 9/5; 9/5; ; 2; ; ; 1/100; ; 
