META; spain/la-liga-segunda/cordoba-v-levante; 2016-09-12 20:28:44 GMT+3; 2016-09-17 17:00; e70300-dr003
Cordoba; 8/5; 13/8; ; ; 17/10; ; 13/8; ; ; ; 13/10; ; ; 33/20; ; ; ; 8/5; ; ; ; 8/5; 9/5; ; ; ; 6/4; 6/4; 
Levante; 17/10; 17/10; ; ; 7/4; ; 15/8; ; ; ; 37/20; ; ; 7/4; ; ; ; 17/10; ; ; ; 17/10; 24/13; ; ; ; 13/8; 17/10; 
Draw; 11/5; 2; ; ; 21/10; ; 85/40; ; ; ; 23/10; ; ; 21/10; ; ; ; 21/10; ; ; ; 21/10; 21/10; ; ; ; 19/10; 19/10; 
META; spain/la-liga-segunda/cordoba-v-levante; 2016-09-13 00:25:54 GMT+3; 2016-09-17 17:00; e70300-dr003
Cordoba; 8/5; 13/8; ; ; 17/10; ; 13/8; ; 6/4; 9/5; 13/10; ; ; 33/20; ; ; 8/5; 28/17; 9/5; ; 9/5; 28/17; 9/5; ; ; ; 6/4; 6/4; 
Levante; 17/10; 17/10; ; ; 7/4; ; 15/8; ; 13/8; 17/10; 37/20; ; ; 7/4; ; ; 7/4; 7/4; 17/10; ; 17/10; 7/4; 24/13; ; ; ; 7/4; 17/10; 
Draw; 11/5; 2; ; ; 21/10; ; 85/40; ; 2; 2; 23/10; ; ; 21/10; ; ; 2; 2; 2; ; 2; 2; 21/10; ; ; ; 19/10; 19/10; 
META; spain/la-liga-segunda/cordoba-v-levante; 2016-09-13 04:27:36 GMT+3; 2016-09-17 17:00; e70300-dr003
Cordoba; 8/5; 13/8; ; ; 13/8; ; 13/8; 6/4; 6/4; 17/10; 13/10; ; ; 13/8; 8/5; ; 8/5; 8/5; 17/10; 17/11; 17/10; 8/5; 9/5; ; ; ; 6/4; 6/4; 
Levante; 17/10; 17/10; ; ; 9/5; ; 15/8; 17/10; 13/8; 9/5; 37/20; ; ; 7/4; 17/10; ; 7/4; 7/4; 9/5; 8/5; 9/5; 7/4; 24/13; ; ; ; 13/8; 8/5; 
Draw; 11/5; 2; ; ; 21/10; ; 85/40; 2; 2; 2; 23/10; ; ; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; ; ; ; 4/9; 15/8; 
META; spain/la-liga-segunda/cordoba-v-levante; 2016-09-13 08:26:49 GMT+3; 2016-09-17 17:00; e70300-dr003
Cordoba; 8/5; 13/8; ; ; 17/10; ; 13/8; 6/4; 6/4; 17/10; 13/10; ; ; 17/10; 13/8; ; 8/5; 17/10; 17/10; 17/11; 17/10; 17/10; 9/5; ; ; ; 6/4; 6/4; 
Levante; 17/10; 17/10; ; ; 7/4; ; 15/8; 17/10; 13/8; 9/5; 37/20; ; ; 17/10; 13/8; ; 7/4; 17/10; 9/5; 8/5; 9/5; 17/10; 24/13; ; ; ; 13/8; 17/10; 
Draw; 11/5; 2; ; ; 21/10; ; 85/40; 2; 2; 2; 23/10; ; ; 21/10; 2; ; 2; 2; 2; 21/10; 2; 2; 21/10; ; ; ; 19/10; 19/10; 
META; spain/la-liga-segunda/cordoba-v-levante; 2016-09-13 12:29:36 GMT+3; 2016-09-17 17:00; e70300-dr003
Cordoba; 8/5; 13/8; ; 8/5; 17/10; 8/5; 13/8; 6/4; 6/4; 17/10; 13/8; ; ; 33/20; 13/8; 17/10; 8/5; 8/5; 17/10; 17/11; 17/10; 8/5; 9/5; ; ; ; 6/4; 6/4; 
Levante; 17/10; 17/10; ; 17/10; 7/4; 13/8; 15/8; 17/10; 13/8; 9/5; 9/5; ; ; 7/4; 17/10; 17/10; 7/4; 7/4; 9/5; 8/5; 9/5; 7/4; 24/13; ; ; ; 13/8; 17/10; 
Draw; 11/5; 2; ; 21/10; 21/10; 2; 85/40; 2; 2; 2; 2; ; ; 21/10; 2; 2; 2; 2; 2; 21/10; 2; 2; 21/10; ; ; ; 19/10; 19/10; 
META; spain/la-liga-segunda/cordoba-v-levante; 2016-09-13 16:31:12 GMT+3; 2016-09-17 17:00; e70300-dr003
Cordoba; 13/8; 13/8; ; 8/5; 17/10; 8/5; 17/10; 6/4; 6/4; 17/10; 13/8; 8/5; ; 33/20; 8/5; 17/10; 8/5; 8/5; 17/10; 17/11; 17/10; 8/5; 9/5; 17/11; ; ; 6/4; 6/4; 
Levante; 17/10; 17/10; ; 17/10; 7/4; 13/8; 9/5; 17/10; 13/8; 9/5; 9/5; 17/10; ; 7/4; 17/10; 17/10; 7/4; 7/4; 9/5; 8/5; 9/5; 7/4; 24/13; 17/11; ; ; 13/8; 13/8; 
Draw; 11/5; 2; ; 21/10; 21/10; 2; 21/10; 2; 2; 2; 2; 2; ; 21/10; 2; 2; 2; 2; 2; 21/10; 2; 2; 21/10; 28/13; ; ; 19/10; 15/8; 
META; spain/la-liga-segunda/cordoba-v-levante; 2016-09-13 20:30:21 GMT+3; 2016-09-17 17:00; e70300-dr003
Cordoba; 13/8; 13/8; ; 8/5; 17/10; 8/5; 17/10; 6/4; 6/4; 17/10; 13/8; 8/5; ; 33/20; 8/5; 17/10; 8/5; 8/5; 17/10; 17/11; 17/10; 8/5; 9/5; 17/11; ; ; 6/4; 6/4; 
Levante; 17/10; 17/10; ; 17/10; 7/4; 13/8; 9/5; 17/10; 13/8; 9/5; 9/5; 17/10; ; 7/4; 17/10; 17/10; 7/4; 7/4; 9/5; 8/5; 9/5; 7/4; 24/13; 17/11; ; ; 13/8; 17/10; 
