META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-02-06 00:23:24 GMT+2; 2017-02-10 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-02-06 04:23:17 GMT+2; 2017-02-10 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-02-06 08:23:15 GMT+2; 2017-02-10 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-02-06 12:23:23 GMT+2; 2017-02-10 19:00; e70300-dr003
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Sevilla B; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-02-06 16:26:30 GMT+2; 2017-02-10 19:00; e70300-dr003
Sevilla B; 21/20; 23/20; ; ; 6/5; 11/10; ; ; ; 6/5; ; ; 23/20; 23/20; 23/20; 15/13; 15/13; 11/10; ; 15/13; 6/5; 15/13; ; ; ; 23/20; 10/9; 
Draw; 21/10; 2; ; ; 21/10; 41/20; ; ; ; 21/10; ; ; 21/10; 21/10; 21/10; 2; 21/10; 21/10; ; 21/10; 11/5; 28/13; ; ; ; 2; 2; 
Lugo; 29/10; 12/5; ; ; 5/2; 23/10; ; ; ; 5/2; ; ; 51/20; 23/10; 13/5; 5/2; 28/11; 5/2; ; 28/11; 14/5; 28/13; ; ; ; 12/5; 11/5; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-02-06 20:25:22 GMT+2; 2017-02-10 19:00; e70300-dr003
Sevilla B; 11/10; 23/20; ; 23/20; 6/5; 11/10; ; ; 11/10; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 15/13; 15/13; 11/10; 6/5; 15/13; 31/25; 13/11; 6/5; 23/20; ; 23/20; 23/20; 
Draw; 21/10; 2; ; 11/5; 21/10; 41/20; ; ; 2; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; 21/10; ; 2; 2; 
Lugo; 11/4; 12/5; ; 23/10; 5/2; 23/10; ; ; 23/10; 5/2; 23/10; 23/10; 49/20; 23/10; 12/5; 12/5; 28/11; 5/2; 5/2; 28/11; 137/50; 39/19; 5/2; 23/10; ; 5/2; 11/5; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-02-07 00:23:39 GMT+2; 2017-02-10 19:00; e70300-dr003
Sevilla B; 11/10; 23/20; 6/5; 23/20; 6/5; 11/10; ; ; 11/10; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 15/13; 6/5; 11/10; 6/5; 6/5; 31/25; 13/11; 6/5; 23/20; ; 23/20; 23/20; 
Draw; 21/10; 2; 41/20; 11/5; 21/10; 41/20; ; ; 2; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; 21/10; ; 19/10; 2; 
Lugo; 11/4; 12/5; 47/20; 23/10; 5/2; 23/10; ; ; 23/10; 13/5; 23/10; 23/10; 49/20; 23/10; 12/5; 12/5; 13/5; 5/2; 5/2; 13/5; 137/50; 39/19; 5/2; 23/10; ; 5/2; 11/5; 
META; spain/la-liga-segunda/sevilla-b-v-lugo; 2017-02-07 04:23:50 GMT+2; 2017-02-10 19:00; e70300-dr003
Sevilla B; 11/10; 23/20; 6/5; 23/20; 6/5; 11/10; ; ; 11/10; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 15/13; 6/5; 11/10; 6/5; 6/5; 31/25; 13/11; 6/5; 23/20; ; 23/20; 23/20; 
Draw; 21/10; 2; 41/20; 11/5; 21/10; 41/20; ; ; 2; 2; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 39/19; 21/10; 21/10; 39/19; 11/5; 28/13; 21/10; 21/10; ; 19/10; 2; 
