META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-18 20:28:53 GMT+2; 2016-11-26 19:00; e70300-dr003
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-20 12:26:59 GMT+2; 2016-11-26 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-20 16:28:56 GMT+2; 2016-11-26 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-20 20:28:08 GMT+2; 2016-11-26 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-21 00:25:52 GMT+2; 2016-11-26 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-21 04:25:43 GMT+2; 2016-11-26 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-21 08:26:02 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/12; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 8/15; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 50/13; ; ; ; ; 10/9; ; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-21 12:26:38 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; ; 1; ; ; 1; ; 11/10; ; ; 21/20; 21/20; ; ; ; ; ; ; ; ; ; ; 11/12; ; ; ; ; 4/7; ; 
Draw; ; 21/10; ; ; 11/5; ; 21/10; ; ; 9/4; 21/10; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 11/8; ; 
Reus Deportiu; ; 11/4; ; ; 3; ; 14/5; ; ; 14/5; 27/10; ; ; ; ; ; ; ; ; ; ; 50/13; ; ; ; ; 13/8; ; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-21 16:27:00 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; ; 10/11; 20/21; 10/11; 10/11; ; ; 10/11; 10/11; ; 9/10; ; 10/11; ; 10/11; ; ; ; 10/11; 1; ; ; ; ; 5/6; 4/5; 
Draw; 11/5; 11/5; ; 21/10; 23/10; 11/5; 9/4; ; ; 21/10; 21/10; ; 9/4; ; 12/5; ; 28/13; ; ; ; 28/13; 11/5; ; ; ; ; 23/10; 19/10; 
Reus Deportiu; 14/5; 3; ; 16/5; 3; 11/4; 18/5; ; ; 7/2; 16/5; ; 10/3; ; 3; ; 33/10; ; ; ; 33/10; 18/5; ; ; ; ; 14/5; 5/2; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-21 20:27:08 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 19/20; 19/20; 20/21; 20/21; 9/10; 20/21; ; ; 20/21; 19/20; ; 19/20; ; 10/11; ; 19/20; ; ; ; 19/20; 11/12; 19/20; ; ; ; 20/21; 10/11; 
Draw; 11/5; 21/10; 21/10; 11/5; 11/5; 43/20; 9/4; ; ; 21/10; 21/10; ; 11/5; ; 21/10; ; 21/10; ; ; ; 21/10; 23/10; 28/13; ; ; ; 9/4; 11/5; 
Reus Deportiu; 14/5; 3; 31/10; 3; 10/3; 14/5; 10/3; ; ; 10/3; 3; ; 16/5; ; 7/2; ; 16/5; ; ; ; 16/5; 50/13; 27/10; ; ; ; 3; 14/5; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-22 00:26:03 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 20/21; ; ; 20/21; 19/20; ; 19/20; ; 10/11; ; 19/20; 19/20; 10/11; 20/21; 19/20; 39/40; 19/20; 19/20; ; ; 20/21; 10/11; 
Draw; 11/5; 21/10; 21/10; 11/5; 11/5; 43/20; 9/4; ; ; 21/10; 21/10; ; 11/5; ; 21/10; ; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; ; ; 9/4; 11/5; 
Reus Deportiu; 10/3; 16/5; 31/10; 3; 10/3; 14/5; 10/3; ; ; 16/5; 3; ; 16/5; ; 7/2; ; 16/5; 13/4; 13/4; 3; 16/5; 37/10; 27/10; 13/4; ; ; 3; 14/5; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-22 04:26:49 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 20/21; ; ; 20/21; 19/20; ; 19/20; ; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 39/40; 19/20; 19/20; ; ; 20/21; 10/11; 
Draw; 11/5; 21/10; 21/10; 11/5; 11/5; 43/20; 11/5; ; ; 21/10; 21/10; ; 11/5; ; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; ; ; 9/4; 11/5; 
Reus Deportiu; 10/3; 16/5; 31/10; 3; 10/3; 14/5; 17/5; ; ; 10/3; 3; ; 16/5; ; 7/2; 10/3; 13/4; 13/4; 13/4; 3; 13/4; 37/10; 27/10; 13/4; ; ; 3; 14/5; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-22 08:26:48 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 20/21; ; ; 20/21; 19/20; ; 19/20; ; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 39/40; 19/20; 19/20; ; ; 20/21; 10/11; 
Draw; 11/5; 21/10; 21/10; 11/5; 11/5; 43/20; 11/5; ; ; 21/10; 21/10; ; 11/5; ; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; ; ; 9/4; 11/5; 
Reus Deportiu; 10/3; 16/5; 31/10; 3; 10/3; 14/5; 10/3; ; ; 10/3; 3; ; 16/5; ; 7/2; 3; 13/4; 13/4; 13/4; 3; 13/4; 37/10; 27/10; 13/4; ; ; 3; 14/5; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-22 12:27:26 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 20/21; ; ; 20/21; 19/20; ; 19/20; ; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 39/40; 19/20; 19/20; 19/20; ; 20/21; 10/11; 
Draw; 11/5; 21/10; 21/10; 11/5; 11/5; 43/20; 11/5; ; ; 21/10; 21/10; ; 11/5; ; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 11/5; ; 9/4; 11/5; 
Reus Deportiu; 10/3; 16/5; 31/10; 3; 10/3; 14/5; 10/3; ; ; 10/3; 3; ; 16/5; ; 7/2; 3; 16/5; 13/4; 13/4; 3; 16/5; 37/10; 27/10; 13/4; 14/5; ; 3; 14/5; 
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-22 16:28:41 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; ; 10/11; 19/20; 10/11; 19/20; 10/11; 20/21; 10/11; 49/50; 39/40; 19/20; 10/11; ; 20/21; 10/11; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; ; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 11/5; 28/13; 11/5; 21/10; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; ; 7/2; 3; 57/17; 13/4; 13/4; 3; 57/17; 37/10; 28/11; 13/4; 3; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-22 20:28:22 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; ; 10/11; 19/20; 10/11; 19/20; 10/11; 20/21; 10/11; 49/50; 39/40; 19/20; 10/11; ; 10/11; 10/11; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; ; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 11/5; 28/13; 11/5; 21/10; ; 21/10; 2; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; ; 7/2; 3; 57/17; 13/4; 13/4; 3; 57/17; 37/10; 28/11; 13/4; 3; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-23 00:25:33 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 10/11; 20/21; 10/11; 49/50; 39/40; 19/20; 10/11; ; 10/11; 10/11; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 11/5; 28/13; 11/5; 21/10; ; 11/5; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 3; 57/17; 13/4; 13/4; 3; 57/17; 37/10; 28/11; 13/4; 3; ; 3; 14/5; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-23 04:25:28 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 10/11; 20/21; 10/11; 49/50; 39/40; 19/20; 10/11; ; 10/11; 9/10; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 11/5; 28/13; 11/5; 21/10; ; 21/10; 2; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 3; 57/17; 13/4; 13/4; 3; 57/17; 37/10; 28/11; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-23 08:24:48 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 10/11; 20/21; 10/11; 49/50; 39/40; 19/20; 19/20; ; 10/11; ; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 11/5; 28/13; 11/5; 21/10; ; 21/10; ; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 3; 57/17; 13/4; 13/4; 3; 57/17; 37/10; 28/11; 13/4; 14/5; ; 3; ; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-23 12:25:46 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 10/11; 20/21; 10/11; 49/50; 39/40; 19/20; 19/20; ; 10/11; 10/11; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 11/5; 28/13; 11/5; 21/10; ; 21/10; 2; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 3; 57/17; 13/4; 13/4; 3; 57/17; 37/10; 28/11; 13/4; 14/5; ; 3; 5/2; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-23 16:25:24 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 10/11; 20/21; 10/11; 49/50; 39/40; 19/20; 19/20; ; 10/11; 10/11; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 11/5; 28/13; 11/5; 21/10; ; 21/10; 2; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 16/5; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 3; 57/17; 13/4; 13/4; 3; 57/17; 37/10; 28/11; 13/4; 14/5; ; 3; 5/2; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-23 20:25:23 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 19/20; 10/11; 19/20; 10/11; 20/21; 10/11; 49/50; 39/40; 19/20; 19/20; ; 10/11; 10/11; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 11/5; 39/19; 11/5; 21/10; 11/5; 39/19; 11/5; 28/13; 11/5; 21/10; ; 21/10; 2; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 16/5; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 3; 57/17; 13/4; 13/4; 3; 57/17; 37/10; 28/11; 13/4; 14/5; ; 3; 5/2; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-24 00:24:20 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 10/11; 10/11; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 21/10; ; 21/10; 2; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 10/3; 38/11; 13/4; 13/4; 3; 38/11; 37/10; 28/11; 13/4; 3; ; 3; 5/2; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-24 04:23:46 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 10/11; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 21/10; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 10/3; 38/11; 13/4; 13/4; 3; 38/11; 37/10; 28/11; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-24 08:23:48 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 10/11; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 21/10; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 10/3; 38/11; 13/4; 13/4; 3; 38/11; 37/10; 28/11; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-24 12:24:30 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 10/11; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 21/10; ; 21/10; 2; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 10/3; 38/11; 13/4; 13/4; 3; 38/11; 37/10; 28/11; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-24 16:24:56 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 49/50; 39/40; 19/20; 19/20; ; 10/11; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 28/13; 11/5; 21/10; ; 21/10; 21/10; 11/5
Reus Deportiu; 10/3; 16/5; 3; 3; 10/3; 14/5; 33/10; 16/5; ; 7/2; 29/10; 3; 16/5; 11/4; 7/2; 10/3; 38/11; 13/4; 13/4; 3; 38/11; 37/10; 28/11; 13/4; 3; ; 3; 3; 7/2
META; spain/la-liga-segunda/zaragoza-v-reus-deportiu; 2016-11-24 20:25:45 GMT+2; 2016-11-26 19:00; e70300-dr003
Zaragoza; 10/11; 10/11; 19/20; 20/21; 20/21; 9/10; 1; 5/6; ; 20/21; 19/20; 1; 19/20; 19/20; 10/11; 10/11; 19/20; 19/20; 10/11; 20/21; 19/20; 49/50; 39/40; 19/20; 10/11; ; 10/11; 20/21; 1
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; ; 2; 21/10; 2; 11/5; 11/5; 21/10; 2; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; ; 21/10; 21/10; 11/5
