META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-07 04:25:20 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-07 08:25:37 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-07 12:29:53 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-07 16:30:03 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-07 20:27:44 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-08 00:26:55 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-08 04:23:56 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-08 08:24:08 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-08 12:25:04 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-08 16:25:49 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-08 20:25:32 GMT+2; 2017-01-15 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-09 00:24:00 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-09 04:23:23 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-09 08:23:50 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/3; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-09 12:24:01 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/10; ; ; ; ; 3/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; ; 23/20; ; 
Alcorcon; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 53/10; ; ; ; ; 20/21; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-09 16:24:59 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 21/20; ; 11/10; 21/20; 11/10; 1; 23/20; ; ; 11/10; 21/20; ; ; ; 21/20; ; 21/20; ; ; ; 21/20; 49/50; ; ; ; ; 21/20; 21/20; 
Draw; 2; ; 21/10; 21/10; 11/5; 41/20; 11/5; ; ; 2; 21/10; ; ; ; 21/10; ; 39/19; ; ; ; 39/19; 63/25; ; ; ; ; 2; 21/10; 
Alcorcon; 13/5; ; 13/5; 11/4; 11/4; 13/5; 27/10; ; ; 14/5; 13/5; ; ; ; 14/5; ; 45/17; ; ; ; 45/17; 16/5; ; ; ; ; 5/2; 5/2; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-09 20:24:40 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 1; 11/10; 23/20; 6/5; 23/20; 21/20; 6/5; ; 21/20; 23/20; 23/20; ; 23/20; 11/10; 23/20; ; 11/10; 21/20; ; 11/10; 21/20; 10/9; ; ; ; 10/9; 10/9; 
Draw; 2; 2; 41/20; 19/10; 11/5; 2; 11/5; ; 2; 2; 2; ; 21/10; 21/10; 21/10; ; 39/19; 2; ; 39/19; 63/25; 21/10; ; ; ; 2; 21/10; 
Alcorcon; 11/4; 5/2; 5/2; 13/5; 13/5; 5/2; 13/5; ; 5/2; 13/5; 12/5; ; 13/5; 12/5; 13/5; ; 13/5; 14/5; ; 13/5; 147/50; 21/10; ; ; ; 13/5; 12/5; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-10 00:24:32 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 23/20; 23/20; 6/5; 21/20; 6/5; ; 11/10; 6/5; 23/20; ; 23/20; 11/10; 23/20; ; 15/13; 21/20; 23/20; 15/13; 107/100; 10/9; 15/13; ; ; 10/9; 21/20; 
Draw; 2; 2; 41/20; 21/10; 21/10; 2; 11/5; ; 2; 2; 2; ; 21/10; 11/5; 21/10; ; 39/19; 2; 21/10; 39/19; 62/25; 21/10; 28/13; ; ; 2; 21/10; 
Alcorcon; 9/4; 12/5; 49/20; 12/5; 5/2; 12/5; 5/2; ; 12/5; 13/5; 12/5; ; 51/20; 23/10; 5/2; ; 28/11; 14/5; 13/5; 28/11; 29/10; 21/10; 13/5; ; ; 13/5; 12/5; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-10 04:24:41 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 23/20; 11/10; 6/5; 21/20; 6/5; 11/10; 11/10; 6/5; 23/20; ; 23/20; 23/20; 23/20; ; 11/10; 21/20; 23/20; 11/10; 107/100; 10/9; 15/13; ; ; 10/9; 21/20; 
Draw; 21/10; 2; 41/20; 21/10; 21/10; 2; 11/5; 2; 2; 2; 2; ; 21/10; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 62/25; 21/10; 28/13; ; ; 2; 21/10; 
Alcorcon; 5/2; 12/5; 49/20; 12/5; 13/5; 12/5; 5/2; 5/2; 12/5; 13/5; 12/5; ; 51/20; 23/10; 5/2; ; 28/11; 14/5; 13/5; 28/11; 29/10; 21/10; 13/5; ; ; 13/5; 12/5; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-10 08:24:50 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 23/20; 11/10; 6/5; 21/20; 6/5; 11/10; 11/10; 6/5; 23/20; ; 23/20; 23/20; 23/20; ; 11/10; 21/20; 23/20; 11/10; 107/100; 10/9; 15/13; ; ; 10/9; ; 
Draw; 21/10; 2; 41/20; 21/10; 21/10; 2; 11/5; 2; 2; 2; 2; ; 21/10; 11/5; 21/10; ; 39/19; 2; 21/10; 39/19; 62/25; 21/10; 28/13; ; ; 2; ; 
Alcorcon; 5/2; 12/5; 49/20; 12/5; 13/5; 12/5; 5/2; 5/2; 12/5; 13/5; 12/5; ; 51/20; 23/10; 5/2; ; 13/5; 14/5; 13/5; 13/5; 29/10; 21/10; 13/5; ; ; 13/5; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-10 12:25:00 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 23/20; 11/10; 6/5; 21/20; 6/5; 11/10; 11/10; 6/5; 23/20; ; 6/5; 23/20; 23/20; ; 15/13; 21/20; 23/20; 15/13; 27/25; 10/9; 15/13; ; ; 23/20; 21/20; 
Draw; 21/10; 2; 41/20; 21/10; 21/10; 2; 11/5; 2; 2; 2; 2; ; 21/10; 11/5; 21/10; ; 39/19; 2; 21/10; 39/19; 62/25; 21/10; 28/13; ; ; 2; 21/10; 
Alcorcon; 5/2; 12/5; 49/20; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; ; 5/2; 23/10; 5/2; ; 5/2; 14/5; 13/5; 5/2; 72/25; 21/10; 13/5; ; ; 5/2; 12/5; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-10 16:25:28 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 6/5; 6/5; 6/5; 11/10; 5/4; 11/10; 11/10; 6/5; 6/5; 6/5; 6/5; 23/20; 23/20; ; 15/13; 21/20; 23/20; 15/13; 28/25; 10/9; 15/13; ; ; 23/20; 10/9; 
Draw; 21/10; 2; 41/20; 21/10; 21/10; 2; 85/40; 2; 2; 2; 2; 21/10; 21/10; 21/10; 21/10; ; 39/19; 2; 21/10; 39/19; 49/20; 21/10; 28/13; ; ; 2; 2; 
Alcorcon; 5/2; 12/5; 12/5; 12/5; 5/2; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 23/10; 49/20; 9/4; 5/2; ; 5/2; 14/5; 13/5; 5/2; 139/50; 21/10; 13/5; ; ; 12/5; 23/10; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-10 20:25:27 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 11/10; 11/10; 6/5; 23/20; 6/5; 6/5; 23/20; 23/20; ; 15/13; 21/20; 23/20; 15/13; 28/25; 10/9; 15/13; 23/20; ; 23/20; 10/9; 
Draw; 21/10; 2; 41/20; 21/10; 21/10; 41/20; 11/5; 2; 2; 2; 2; 21/10; 21/10; 11/5; 21/10; ; 39/19; 2; 21/10; 39/19; 121/50; 21/10; 28/13; 21/10; ; 2; 2; 
Alcorcon; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 12/5; 23/10; 5/2; 9/4; 5/2; ; 27/11; 14/5; 13/5; 27/11; 139/50; 21/10; 13/5; 23/10; ; 12/5; 23/10; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-11 00:24:27 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 11/10; 11/10; 6/5; 23/20; 6/5; 6/5; 23/20; 23/20; 15/13; 15/13; 21/20; 23/20; 15/13; 28/25; 10/9; 15/13; 23/20; ; 23/20; 10/9; 
Draw; 21/10; 2; 41/20; 21/10; 21/10; 41/20; 11/5; 2; 2; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 2; 21/10; 21/10; 121/50; 21/10; 28/13; 21/10; ; 2; 19/10; 
Alcorcon; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 12/5; 23/10; 5/2; 9/4; 5/2; 5/2; 5/2; 14/5; 13/5; 5/2; 139/50; 21/10; 13/5; 23/10; ; 12/5; 23/10; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-11 04:24:38 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 11/10; 11/10; 6/5; 23/20; 6/5; 6/5; 23/20; 23/20; 15/13; 15/13; 21/20; 23/20; 15/13; 11/10; 10/9; 15/13; 23/20; ; 23/20; 10/9; 
Draw; 21/10; 2; 41/20; 21/10; 21/10; 41/20; 11/5; 2; 2; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 2; 21/10; 21/10; 5/2; 21/10; 28/13; 21/10; ; 2; 19/10; 
Alcorcon; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 12/5; 23/10; 5/2; 9/4; 5/2; 5/2; 5/2; 14/5; 13/5; 5/2; 139/50; 21/10; 13/5; 23/10; ; 12/5; 23/10; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-11 08:24:16 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 6/5; 11/10; 11/10; 6/5; 23/20; 6/5; 6/5; 23/20; 23/20; 15/13; 15/13; 21/20; 23/20; 15/13; 11/10; 10/9; 15/13; 23/20; ; 23/20; ; 
Draw; 21/10; 2; 41/20; 21/10; 21/10; 41/20; 11/5; 2; 2; 2; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 39/19; 2; 21/10; 39/19; 5/2; 21/10; 28/13; 21/10; ; 2; ; 
Alcorcon; 5/2; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 5/2; 12/5; 5/2; 12/5; 23/10; 5/2; 9/4; 5/2; 12/5; 27/11; 14/5; 13/5; 27/11; 139/50; 21/10; 13/5; 23/10; ; 12/5; ; 
META; spain/la-liga-segunda/lugo-v-alcorcon; 2017-01-11 12:25:51 GMT+2; 2017-01-15 17:00; e70300-dr003
Lugo; 6/5; 23/20; 23/20; 23/20; 6/5; 11/10; 6/5; 11/10; 11/10; 6/5; 23/20; 6/5; 23/20; 11/10; 23/20; 15/13; 15/13; 21/20; 23/20; 15/13; 111/100; 10/9; 15/13; 23/20; ; 23/20; 10/9; 
