META; spain/la-liga-segunda/getafe-v-tenerife; 2017-06-22 18:16:58 GMT+3; 2017-06-24 20:00; Nothing; Xlenovo
Getafe; ; 4/5; 4/5; ; 5/6; 3/4; 5/6; ; 8/11; 3/4; 3/4; ; 4/5; ; 4/5; 4/5; 5/6; 4/5; 4/5; 5/6; 17/20; 9/11; 4/5; ; 4/5; ; 5/6; 8/11; 
Draw; ; 9/4; 11/5; ; 12/5; 23/10; 12/5; ; 9/4; 21/10; 21/10; ; 47/20; ; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 5/2; 9/4; 23/10; ; 40/17; ; 11/5; 11/5; 
Tenerife; ; 10/3; 37/10; ; 7/2; 16/5; 15/4; ; 7/2; 17/5; 17/5; ; 15/4; ; 15/4; 7/2; 38/11; 17/5; 7/2; 38/11; 4; 31/10; 18/5; ; 18/5; ; 14/5; 3; 
META; spain/la-liga-segunda/getafe-v-tenerife; 2017-06-22 22:16:57 GMT+3; 2017-06-24 20:00; Nothing; Xlenovo
Getafe; 3/4; 4/5; 5/6; 4/5; 5/6; 3/4; 5/6; ; 4/5; 4/5; 4/5; ; 4/5; ; 5/6; 4/5; 5/6; 4/5; 4/5; 5/6; 17/20; 9/11; 4/5; ; 4/5; ; 4/5; 4/5; 
Draw; 23/10; 9/4; 11/5; 9/4; 12/5; 23/10; 12/5; ; 9/4; 21/10; 21/10; ; 47/20; ; 12/5; 23/10; 12/5; 12/5; 23/10; 12/5; 5/2; 9/4; 23/10; ; 40/17; ; 11/5; 21/10; 
Tenerife; 7/2; 10/3; 7/2; 18/5; 7/2; 16/5; 15/4; ; 10/3; 13/4; 13/4; ; 15/4; ; 7/2; 7/2; 38/11; 17/5; 7/2; 38/11; 4; 31/10; 18/5; ; 18/5; ; 14/5; 3; 
META; spain/la-liga-segunda/getafe-v-tenerife; 2017-06-23 02:16:54 GMT+3; 2017-06-24 20:00; Nothing; Xlenovo
Getafe; 4/5; 4/5; 5/6; 4/5; 5/6; 3/4; 5/6; ; 4/5; 4/5; 4/5; 5/6; 4/5; 5/6; 5/6; 5/6; 5/6; 5/6; 4/5; 5/6; 79/100; 9/11; 4/5; ; 4/5; ; 5/6; 4/5; 
Draw; 23/10; 9/4; 11/5; 9/4; 12/5; 23/10; 12/5; ; 9/4; 21/10; 21/10; 23/10; 47/20; 12/5; 12/5; 9/4; 40/17; 9/4; 23/10; 40/17; 13/5; 9/4; 23/10; ; 40/17; ; 9/4; 21/10; 
Tenerife; 15/4; 10/3; 7/2; 18/5; 7/2; 16/5; 15/4; ; 10/3; 13/4; 13/4; 10/3; 15/4; 10/3; 7/2; 7/2; 7/2; 7/2; 7/2; 7/2; 43/10; 31/10; 18/5; ; 18/5; ; 3; 3; 
