META; spain/la-liga-segunda/sd-huesca-v-getafe; 2017-06-11 22:15:00 GMT+3; 2017-06-14 20:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
SD Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; spain/la-liga-segunda/sd-huesca-v-getafe; 2017-06-12 02:15:00 GMT+3; 2017-06-14 20:00; Nothing; Xlenovo
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
SD Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
META; spain/la-liga-segunda/sd-huesca-v-getafe; 2017-06-12 10:15:00 GMT+3; 2017-06-14 20:00; Nothing; Xlenovo
SD Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 5/4; ; ; ; ; ; ; ; ; 8/15; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 2; ; ; ; ; ; ; ; ; 4/5; ; 
Getafe; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; ; ; ; ; 5/6; ; 
META; spain/la-liga-segunda/sd-huesca-v-getafe; 2017-06-12 14:15:00 GMT+3; 2017-06-14 20:00; Nothing; Xlenovo
SD Huesca; 6/4; 29/20; 31/20; ; 6/4; ; 31/20; 13/10; ; ; ; 11/8; 6/4; ; 7/5; 16/11; 6/4; 16/11; ; 6/4; 151/100; 25/18; ; ; ; ; 11/10; ; 
Draw; 15/8; 19/10; 39/20; ; 2; ; 2; 9/5; ; ; ; 2; 2; ; 2; 19/10; 37/19; 24/13; ; 37/19; 2; 2; ; ; ; ; 17/10; ; 
Getafe; 11/5; 2; 15/8; ; 21/10; ; 21/10; 11/5; ; ; ; 21/10; 2; ; 11/5; 39/19; 21/10; 21/10; ; 21/10; 12/5; 28/15; ; ; ; ; 13/8; ; 
META; spain/la-liga-segunda/sd-huesca-v-getafe; 2017-06-12 18:15:00 GMT+3; 2017-06-14 20:00; Nothing; Xlenovo
