META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-07 04:25:23 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-07 08:25:39 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-07 12:29:57 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-07 16:30:05 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-07 20:27:49 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-08 00:26:57 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-08 04:23:59 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-08 08:24:11 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-08 12:25:07 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-08 16:25:51 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-08 20:25:34 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-09 00:24:03 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-09 04:23:25 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-09 08:23:52 GMT+2; 2017-01-15 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-09 12:24:03 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 101/100; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; ; ; 1/2; ; 
Cordoba; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 33/10; ; ; ; ; 21/20; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-09 16:25:01 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; ; 7/10; 7/10; 8/11; 4/6; 7/10; ; ; 7/10; 7/10; ; ; ; 7/10; ; 4/6; ; ; 11/17; 39/50; ; ; ; ; 4/6; 4/6; 
Draw; 23/10; ; 49/20; 12/5; 5/2; 12/5; 27/10; ; ; 12/5; 5/2; ; ; ; 12/5; ; 27/11; ; ; 27/11; 57/20; ; ; ; ; 12/5; 13/5; 
Cordoba; 17/4; ; 19/5; 4; 4; 19/5; 17/4; ; ; 17/4; 19/5; ; ; ; 17/4; ; 21/5; ; ; 21/5; 39/10; ; ; ; ; 7/2; 7/2; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-09 20:24:42 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; ; 7/10; 7/10; 8/11; 4/6; 7/10; ; 8/13; 7/10; 7/10; ; ; 4/6; 7/10; ; 4/6; 4/6; ; 4/6; 17/25; 8/11; ; ; ; 4/6; 4/6; 
Draw; 23/10; ; 49/20; 13/5; 5/2; 12/5; 27/10; ; 12/5; 12/5; 12/5; ; ; 5/2; 12/5; ; 12/5; 23/10; ; 12/5; 71/25; 5/2; ; ; ; 12/5; 12/5; 
Cordoba; 17/4; ; 4; 15/4; 4; 19/5; 21/5; ; 7/2; 17/4; 19/5; ; ; 19/5; 17/4; ; 17/4; 9/2; ; 17/4; 24/5; 3; ; ; ; 7/2; 7/2; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-10 00:24:35 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; 4/6; ; 8/13; 4/6; 4/6; ; 4/6; 4/6; 7/10; ; 4/6; 4/6; 4/6; 4/6; 17/25; 4/6; 7/10; ; ; 8/13; 4/6; 
Draw; 23/10; 12/5; 49/20; 5/2; 5/2; 12/5; 27/10; ; 12/5; 5/2; 5/2; ; 13/5; 5/2; 12/5; ; 27/11; 23/10; 12/5; 27/11; 71/25; 5/2; 27/11; ; ; 12/5; 5/2; 
Cordoba; 17/4; 4; 4; 4; 9/2; 19/5; 9/2; ; 19/5; 9/2; 4; ; 17/4; 19/5; 17/4; ; 9/2; 9/2; 9/2; 9/2; 24/5; 7/2; 9/2; ; ; 4; 7/2; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-10 04:24:43 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; 4/6; 4/6; 4/6; 4/6; 13/20; 4/6; 8/13; 8/13; 4/6; 4/6; ; 4/6; 4/6; 7/10; ; 11/17; 4/6; 4/6; 11/17; 17/25; 4/6; 7/10; ; ; 8/13; 4/6; 
Draw; 12/5; 12/5; 49/20; 5/2; 5/2; 12/5; 27/10; 12/5; 12/5; 5/2; 5/2; ; 51/20; 5/2; 12/5; ; 27/11; 23/10; 12/5; 27/11; 71/25; 5/2; 27/11; ; ; 12/5; 5/2; 
Cordoba; 5; 4; 4; 4; 9/2; 4; 9/2; 4; 19/5; 9/2; 4; ; 9/2; 19/5; 17/4; ; 50/11; 9/2; 9/2; 50/11; 24/5; 7/2; 9/2; ; ; 4; 7/2; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-10 08:24:53 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; 4/6; 4/6; 4/6; 4/6; 13/20; 4/6; 8/13; 8/13; 4/6; 4/6; ; 4/6; 4/6; 7/10; ; 11/17; 4/6; 4/6; 11/17; 17/25; 4/6; 7/10; ; ; 8/13; ; 
Draw; 12/5; 12/5; 49/20; 5/2; 5/2; 12/5; 27/10; 12/5; 12/5; 5/2; 5/2; ; 51/20; 5/2; 12/5; ; 27/11; 23/10; 12/5; 27/11; 71/25; 5/2; 27/11; ; ; 12/5; ; 
Cordoba; 5; 4; 4; 4; 9/2; 4; 9/2; 4; 19/5; 9/2; 4; ; 9/2; 19/5; 17/4; ; 23/5; 9/2; 9/2; 23/5; 24/5; 7/2; 9/2; ; ; 4; ; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-10 12:25:02 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; 4/6; 4/6; 4/6; 4/6; 13/20; 4/6; 8/13; 8/13; 4/6; 4/6; ; 4/6; 4/6; 7/10; ; 11/17; 4/6; 4/6; 11/17; 4/6; 4/6; 7/10; ; ; 8/13; 4/6; 
Draw; 12/5; 12/5; 49/20; 5/2; 5/2; 12/5; 27/10; 12/5; 12/5; 5/2; 5/2; ; 51/20; 5/2; 12/5; ; 27/11; 23/10; 12/5; 27/11; 29/10; 5/2; 27/11; ; ; 12/5; 5/2; 
Cordoba; 5; 4; 4; 4; 9/2; 4; 9/2; 4; 19/5; 9/2; 4; ; 9/2; 19/5; 17/4; ; 50/11; 9/2; 9/2; 50/11; 49/10; 7/2; 9/2; ; ; 7/2; 7/2; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-10 16:25:30 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; 4/6; 4/6; 4/6; 4/6; 13/20; 4/6; 8/13; 8/13; 4/6; 4/6; 4/6; 4/6; 4/6; 7/10; ; 11/17; 4/6; 4/6; 11/17; 4/6; 4/6; 7/10; ; ; 8/13; 4/6; 
Draw; 12/5; 12/5; 49/20; 5/2; 5/2; 12/5; 27/10; 12/5; 12/5; 5/2; 5/2; 13/5; 51/20; 5/2; 12/5; ; 27/11; 23/10; 12/5; 27/11; 29/10; 5/2; 27/11; ; ; 12/5; 5/2; 
Cordoba; 5; 4; 4; 4; 9/2; 4; 9/2; 4; 19/5; 9/2; 4; 4; 9/2; 19/5; 17/4; ; 50/11; 9/2; 9/2; 50/11; 49/10; 7/2; 9/2; ; ; 7/2; 7/2; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-10 20:25:29 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; 4/6; 4/6; 4/6; 4/6; 13/20; 4/6; 8/13; 8/13; 4/6; 4/6; 4/6; 4/6; 4/6; 7/10; ; 11/17; 4/6; 4/6; 11/17; 4/6; 4/6; 7/10; 8/13; ; 8/13; 4/6; 
Draw; 12/5; 12/5; 49/20; 5/2; 5/2; 12/5; 27/10; 12/5; 12/5; 5/2; 5/2; 13/5; 51/20; 5/2; 12/5; ; 27/11; 23/10; 12/5; 27/11; 143/50; 5/2; 27/11; 5/2; ; 12/5; 5/2; 
Cordoba; 5; 4; 4; 4; 9/2; 19/5; 9/2; 4; 19/5; 9/2; 4; 4; 9/2; 19/5; 17/4; ; 50/11; 9/2; 9/2; 50/11; 49/10; 7/2; 9/2; 4; ; 7/2; 7/2; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-11 00:24:30 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; 4/6; 4/6; 4/6; 4/6; 13/20; 4/6; 8/13; 8/13; 4/6; 4/6; 4/6; 4/6; 4/6; 7/10; 4/6; 11/17; 4/6; 4/6; 11/17; 4/6; 4/6; 7/10; 4/6; ; 8/13; 4/6; 
Draw; 12/5; 12/5; 49/20; 5/2; 5/2; 12/5; 27/10; 12/5; 12/5; 5/2; 5/2; 13/5; 51/20; 5/2; 12/5; 5/2; 27/11; 23/10; 12/5; 27/11; 143/50; 5/2; 27/11; 13/5; ; 12/5; 5/2; 
Cordoba; 5; 4; 4; 4; 9/2; 19/5; 9/2; 4; 19/5; 9/2; 4; 4; 9/2; 19/5; 17/4; 4; 9/2; 9/2; 9/2; 9/2; 49/10; 7/2; 9/2; 4; ; 7/2; 7/2; 
META; spain/la-liga-segunda/girona-v-cordoba; 2017-01-11 04:24:41 GMT+2; 2017-01-15 19:00; e70300-dr003
Girona; 4/6; 4/6; 4/6; 4/6; 4/6; 13/20; 4/6; 8/13; 8/13; 4/6; 4/6; 4/6; 4/6; 4/6; 7/10; 4/6; 11/17; 4/6; 4/6; 11/17; 13/20; 4/6; 7/10; 8/13; ; 4/6; 4/6; 
Draw; 12/5; 12/5; 49/20; 5/2; 5/2; 12/5; 27/10; 12/5; 12/5; 5/2; 5/2; 13/5; 51/20; 5/2; 12/5; 5/2; 5/2; 23/10; 12/5; 5/2; 147/50; 5/2; 27/11; 5/2; ; 12/5; 5/2; 
