META; spain/la-liga-segunda/getafe-v-ucam-murcia-cf; 2016-10-03 16:25:19 GMT+3; 2016-10-08 17:00; e70300-dr003
Getafe; ; 4/5; ; 4/5; 4/5; 3/4; 5/6; ; ; ; 4/5; 4/5; 4/5; 4/5; ; 3/4; ; 10/13; ; ; ; 10/13; 5/6; 9/11; ; ; ; 4/5; 
Draw; ; 85/40; ; 11/5; 11/5; 43/20; 9/4; ; ; ; 11/5; 21/10; 21/10; 9/4; ; 11/5; ; 11/5; ; ; ; 11/5; 23/10; 21/10; ; ; ; 21/10; 
UCAM Murcia CF; ; 15/4; ; 15/4; 4; 7/2; 21/5; ; ; ; 4; 19/5; 4; 4; ; 17/4; ; 77/19; ; ; ; 77/19; 9/2; 57/17; ; ; ; 7/2; 
META; spain/la-liga-segunda/getafe-v-ucam-murcia-cf; 2016-10-03 20:26:43 GMT+3; 2016-10-08 17:00; e70300-dr003
Getafe; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; 4/5; ; ; 4/5; 3/4; 4/5; 4/5; 10/13; ; 3/4; ; 14/19; 4/5; ; 4/5; 14/19; 5/6; 9/11; ; ; 8/11; 8/11; 
Draw; 12/5; 11/5; 21/10; 23/10; 23/10; 11/5; 23/10; ; ; 23/10; 9/4; 21/10; 21/10; 23/10; ; 11/5; ; 9/4; 23/10; ; 23/10; 9/4; 23/10; 21/10; ; ; 2; 11/5; 
UCAM Murcia CF; 4; 15/4; 4; 15/4; 4; 37/10; 17/4; ; ; 4; 17/4; 19/5; 4; 4; ; 17/4; ; 54/13; 4; ; 4; 54/13; 9/2; 57/17; ; ; 7/2; 7/2; 
META; spain/la-liga-segunda/getafe-v-ucam-murcia-cf; 2016-10-04 00:24:56 GMT+3; 2016-10-08 17:00; e70300-dr003
Getafe; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; 4/5; ; 8/11; 4/5; 3/4; 4/5; 4/5; 10/13; ; 3/4; 8/11; 14/19; 4/5; ; 4/5; 14/19; 5/6; 9/11; ; ; 4/5; 8/11; 
Draw; 12/5; 11/5; 21/10; 23/10; 9/4; 11/5; 23/10; ; 2; 23/10; 9/4; 21/10; 21/10; 23/10; ; 11/5; 11/5; 9/4; 23/10; ; 23/10; 9/4; 23/10; 21/10; ; ; 11/5; 11/5; 
UCAM Murcia CF; 4; 15/4; 4; 15/4; 4; 37/10; 17/4; ; 19/5; 4; 17/4; 19/5; 4; 4; ; 17/4; 4; 54/13; 4; ; 4; 54/13; 9/2; 57/17; ; ; 7/2; 7/2; 
META; spain/la-liga-segunda/getafe-v-ucam-murcia-cf; 2016-10-04 04:24:50 GMT+3; 2016-10-08 17:00; e70300-dr003
Getafe; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; 4/5; ; 8/11; 4/5; 3/4; 4/5; 4/5; 10/13; ; 3/4; 8/11; 14/19; 4/5; 13/18; 4/5; 14/19; 5/6; 9/11; ; ; 4/5; 8/11; 
Draw; 12/5; 11/5; 21/10; 23/10; 9/4; 11/5; 23/10; ; 2; 23/10; 11/5; 21/10; 21/10; 9/4; ; 11/5; 11/5; 11/5; 23/10; 9/4; 23/10; 11/5; 23/10; 21/10; ; ; 11/5; 11/5; 
UCAM Murcia CF; 4; 15/4; 4; 15/4; 4; 37/10; 17/4; ; 19/5; 4; 17/4; 19/5; 4; 17/4; ; 17/4; 4; 54/13; 4; 15/4; 4; 54/13; 9/2; 57/17; ; ; 7/2; 7/2; 
META; spain/la-liga-segunda/getafe-v-ucam-murcia-cf; 2016-10-04 08:25:51 GMT+3; 2016-10-08 17:00; e70300-dr003
Getafe; 3/4; 3/4; 4/5; 3/4; 4/5; 8/11; 4/5; ; 8/11; 4/5; 3/4; 4/5; 4/5; 10/13; ; 3/4; 8/11; 14/19; 4/5; 13/18; 4/5; 14/19; 5/6; 9/11; ; ; 4/5; 8/11; 
Draw; 12/5; 11/5; 21/10; 23/10; 9/4; 11/5; 23/10; ; 2; 23/10; 11/5; 21/10; 21/10; 9/4; ; 11/5; 11/5; 11/5; 23/10; 9/4; 23/10; 11/5; 23/10; 21/10; ; ; 11/5; 11/5; 
