META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-21 20:24:29 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-22 00:22:13 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-22 04:22:11 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-22 08:22:28 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-22 12:22:59 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-22 16:23:34 GMT+3; 2016-08-28 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Huesca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-22 20:23:50 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; ; ; 23/20; 23/20; 7/5; 23/20; ; ; ; 23/20; ; ; 23/20; ; 11/10; ; ; ; ; 11/10; ; ; ; 1; 10/9; 
Draw; 23/10; ; ; 2; 11/5; 21/10; 11/5; ; ; ; 2; ; ; 21/10; ; 21/10; ; ; ; ; 39/19; ; ; ; 19/10; 2; 
Gimnastic; 9/4; ; ; 13/5; 13/5; 9/5; 27/10; ; ; ; 13/5; ; ; 13/5; ; 13/5; ; ; ; ; 13/5; ; ; ; 23/10; 2; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-23 00:22:57 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 23/20; 23/20; 23/20; 23/20; ; ; ; 23/20; ; ; 23/20; ; ; ; ; 11/10; ; 15/13; 11/9; ; ; 11/10; 23/20; 
Draw; 23/10; 21/10; 41/20; 2; 11/5; 21/10; 11/5; ; ; ; 2; ; ; 21/10; ; ; ; ; 2; ; 39/19; 11/5; ; ; 21/10; 2; 
Gimnastic; 9/4; 12/5; 5/2; 13/5; 5/2; 11/5; 27/10; ; ; ; 13/5; ; ; 13/5; ; ; ; ; 12/5; ; 28/11; 14/5; ; ; 12/5; 23/10; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-23 04:22:51 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 23/20; 23/20; 23/20; 23/20; ; 11/10; ; 23/20; ; ; 23/20; ; 11/10; ; ; 11/10; ; 15/13; 11/9; ; ; 11/10; 23/20; 
Draw; 23/10; 21/10; 41/20; 2; 11/5; 21/10; 11/5; ; 2; ; 2; ; ; 21/10; ; 21/10; ; ; 2; ; 39/19; 11/5; ; ; 21/10; 2; 
Gimnastic; 9/4; 12/5; 5/2; 13/5; 5/2; 11/5; 27/10; ; 23/10; ; 13/5; ; ; 13/5; ; 13/5; ; ; 12/5; ; 28/11; 14/5; ; ; 5/2; 23/10; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-23 08:23:03 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 23/20; 23/20; 23/20; 6/5; 11/10; 23/20; ; 11/10; ; 23/20; ; ; 23/20; ; 11/10; ; ; 11/10; ; 15/13; 11/9; ; ; 11/10; 23/20; 
Draw; 21/10; 2; 41/20; 2; 21/10; 41/20; 11/5; ; 2; ; 2; ; ; 21/10; ; 21/10; ; ; 2; ; 39/19; 11/5; ; ; 21/10; 2; 
Gimnastic; 5/2; 12/5; 49/20; 13/5; 13/5; 23/10; 27/10; ; 23/10; ; 13/5; ; ; 13/5; ; 13/5; ; ; 12/5; ; 28/11; 14/5; ; ; 5/2; 23/10; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-23 12:23:53 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 23/20; 23/20; 23/20; 6/5; 11/10; 23/20; ; 11/10; ; 23/20; ; ; 23/20; ; 11/10; ; ; 6/5; ; 15/13; 11/9; 15/13; ; 11/10; 23/20; 
Draw; 21/10; 2; 41/20; 2; 21/10; 41/20; 11/5; ; 2; ; 2; ; ; 21/10; ; 21/10; ; ; 21/10; ; 39/19; 11/5; 28/13; ; 21/10; 2; 
Gimnastic; 5/2; 12/5; 5/2; 13/5; 13/5; 23/10; 27/10; ; 23/10; ; 13/5; ; ; 13/5; ; 13/5; ; ; 5/2; ; 5/2; 14/5; 28/13; ; 5/2; 23/10; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-23 16:24:04 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 23/20; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; ; ; ; 6/5; 6/5; 6/5; 15/13; 11/9; 15/13; ; 21/20; 10/9; 
Draw; 21/10; 2; 41/20; 11/5; 21/10; 41/20; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; ; ; ; 21/10; 21/10; 21/10; 39/19; 11/5; 28/13; ; 21/10; 2; 
Gimnastic; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 13/5; 5/2; 12/5; 13/5; ; ; ; 5/2; 5/2; 5/2; 5/2; 14/5; 28/13; ; 5/2; 12/5; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-23 20:24:07 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 6/5; 11/10; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; ; 11/10; ; 6/5; 6/5; 6/5; 15/13; 11/9; 15/13; ; 21/20; 10/9; 
Draw; 21/10; 2; 41/20; 11/5; 21/10; 41/20; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; ; 21/10; ; 21/10; 21/10; 21/10; 39/19; 11/5; 28/13; ; 21/10; 2; 
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; ; 13/5; ; 5/2; 5/2; 5/2; 28/11; 14/5; 28/13; ; 5/2; 12/5; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-24 00:22:41 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; ; 11/10; 15/13; 6/5; 6/5; 6/5; 15/13; 11/9; 15/13; ; 21/20; 21/20; 
Draw; 21/10; 2; 41/20; 11/5; 11/5; 41/20; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 28/13; ; 21/10; 2; 
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; ; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 28/13; ; 5/2; 12/5; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-24 04:21:59 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 11/10; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; ; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 15/13; ; 21/20; 21/20; 
Draw; 21/10; 2; 41/20; 11/5; 11/5; 41/20; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 28/13; ; 21/10; 2; 
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; ; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 28/13; ; 5/2; 12/5; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-24 08:23:51 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; ; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 10/9; ; 21/20; ; 
Draw; 21/10; 2; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; ; 21/10; ; 
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; ; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 11/5; ; 5/2; ; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-24 12:22:21 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; ; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 10/9; ; 1; 10/9; 
Draw; 21/10; 2; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; ; 21/10; 2; 
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; ; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 11/5; ; 5/2; 12/5; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-24 16:24:44 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 10/9; 23/20; ; 1; 10/9; 
Draw; 21/10; 21/10; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 28/13; 21/10; ; 21/10; 2; 
Gimnastic; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 11/5; 5/2; ; 5/2; 12/5; 
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-24 20:24:23 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 10/9; 23/20; ; 1; 10/9; 23/20
Draw; 21/10; 21/10; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; ; 21/10; 2; 11/5
Gimnastic; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 11/5; 5/2; ; 5/2; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-25 00:21:42 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 10/9; 23/20; ; 1; 10/9; 23/20
Draw; 21/10; 21/10; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 39/19; 11/5; 28/13; 21/10; ; 2; 2; 11/5
Gimnastic; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 11/5; 5/2; ; 5/2; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-25 04:21:50 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 10/9; 23/20; ; 21/20; 10/9; 23/20
Draw; 21/10; 21/10; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; ; 21/10; 2; 11/5
Gimnastic; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 11/5; 5/2; ; 5/2; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-25 08:21:29 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 10/9; 23/20; ; 21/20; 10/9; 23/20
Draw; 21/10; 21/10; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; ; 2; 2; 11/5
Gimnastic; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 11/5; 5/2; ; 5/2; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-25 12:21:37 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 10/9; 23/20; ; 21/20; 10/9; 23/20
Draw; 21/10; 21/10; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; ; 21/10; 2; 11/5
Gimnastic; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 11/5; 5/2; ; 5/2; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-25 16:23:21 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 11/10; 11/9; 10/9; 23/20; ; 21/20; 10/9; 23/20
Draw; 21/10; 2; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; ; 21/10; 2; 11/5
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 28/11; 14/5; 11/5; 5/2; ; 5/2; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-25 20:23:33 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 15/13; 11/9; 10/9; 23/20; ; 21/20; 10/9; 23/20
Draw; 21/10; 2; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; ; 21/10; 2; 11/5
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 14/5; 11/5; 5/2; ; 5/2; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-26 00:22:08 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 15/13; 11/9; 10/9; 23/20; ; 21/20; 10/9; 23/20
Draw; 21/10; 21/10; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; ; 21/10; 2; 11/5
Gimnastic; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 14/5; 11/5; 5/2; ; 5/2; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-26 04:21:10 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 15/13; 11/9; 10/9; 23/20; ; 21/20; 21/20; 23/20
Draw; 21/10; 2; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 11/5; 28/13; 21/10; ; 21/10; 2; 11/5
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 14/5; 11/5; 5/2; ; 12/5; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-26 08:21:12 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 15/13; 11/9; 12/11; 23/20; ; 21/20; 21/20; 23/20
Draw; 21/10; 2; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 24/11; 28/13; 21/10; ; 21/10; ; 11/5
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; 53/20; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 14/5; 9/4; 5/2; ; 12/5; ; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-26 12:21:30 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 15/13; 11/9; 10/9; 23/20; ; 21/20; 10/9; 23/20
Draw; 21/10; 2; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 24/11; 28/13; 21/10; ; 21/10; 2; 11/5
Gimnastic; 5/2; 5/2; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; ; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 14/5; 11/5; 5/2; ; 12/5; 12/5; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-26 16:22:18 GMT+3; 2016-08-28 18:00; e70300-dr003
Huesca; 6/5; 11/10; 23/20; 11/10; 23/20; 21/20; 23/20; 11/10; 11/10; 6/5; 23/20; 23/20; 23/20; 23/20; 11/10; 11/10; 15/13; 6/5; 6/5; 6/5; 15/13; 11/9; 10/9; 23/20; ; 1; 10/9; 23/20
Draw; 21/10; 21/10; 41/20; 11/5; 11/5; 21/10; 11/5; 2; 2; 21/10; 2; 2; 21/10; 21/10; 11/5; 21/10; 2; 21/10; 21/10; 21/10; 21/10; 24/11; 28/13; 21/10; ; 21/10; 2; 11/5
Gimnastic; 5/2; 12/5; 5/2; 12/5; 13/5; 23/10; 27/10; 12/5; 12/5; 5/2; 11/4; 5/2; 12/5; ; 23/10; 13/5; 5/2; 5/2; 5/2; 5/2; 13/5; 14/5; 11/5; 5/2; ; 12/5; 2; 14/5
META; spain/la-liga-segunda/huesca-v-gimnastic; 2016-08-26 20:23:40 GMT+3; 2016-08-28 18:00; e70300-dr003
