META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-21 20:24:42 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-22 00:22:22 GMT+3; 2016-08-28 21:30; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cadiz; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-22 04:22:19 GMT+3; 2016-08-28 21:30; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cadiz; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-22 08:22:37 GMT+3; 2016-08-28 21:30; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cadiz; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-22 12:23:08 GMT+3; 2016-08-28 21:30; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cadiz; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-22 16:23:42 GMT+3; 2016-08-28 21:30; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Cadiz; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mallorca; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-22 20:24:00 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; ; ; 7/5; 7/5; 7/5; 6/4; ; ; ; 7/5; ; ; ; ; ; ; ; ; ; 7/5; ; ; ; 11/8; ; 
Draw; 11/5; ; ; 9/5; 2; 11/5; 2; ; ; ; 19/10; ; ; ; ; ; ; ; ; ; 24/13; ; ; ; 9/5; ; 
Mallorca; 2; ; ; 11/5; 11/5; 17/10; 11/5; ; ; ; 9/4; ; ; ; ; ; ; ; ; ; 21/10; ; ; ; 19/10; ; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-23 00:23:07 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; ; 29/20; 7/5; 6/4; 7/5; 6/4; ; ; ; 7/5; ; ; 29/20; ; ; ; ; 23/17; ; 7/5; 23/15; ; ; 27/20; 11/8; 
Draw; 11/5; ; 15/8; 2; 2; 11/5; 2; ; ; ; 15/8; ; ; 2; ; ; ; ; 19/10; ; 19/10; 28/13; ; ; 9/5; 9/5; 
Mallorca; 2; ; 21/10; 2; 21/10; 17/10; 11/5; ; ; ; 9/4; ; ; 21/10; ; ; ; ; 2; ; 28/13; 11/5; ; ; 19/10; 19/10; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-23 04:23:00 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 7/5; 7/5; ; 13/10; ; 7/5; ; ; 7/5; ; 27/20; ; ; 23/17; ; 7/5; 23/15; ; ; 11/8; 13/10; 
Draw; 11/5; 19/10; 15/8; 2; 2; 11/5; 2; ; 9/5; ; 15/8; ; ; 2; ; 2; ; ; 19/10; ; 19/10; 28/13; ; ; 9/5; 9/5; 
Mallorca; 2; 21/10; 21/10; 2; 11/5; 17/10; 23/10; ; 2; ; 9/4; ; ; 11/5; ; 21/10; ; ; 2; ; 11/5; 11/5; ; ; 21/10; 2; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-23 08:23:12 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 29/20; 7/5; 7/5; 27/20; 7/5; ; 13/10; ; 7/5; ; ; 7/5; ; 27/20; ; ; 23/17; ; 7/5; 23/15; ; ; 11/8; ; 
Draw; 11/5; 19/10; 15/8; 2; 2; 19/10; 2; ; 9/5; ; 15/8; ; ; 2; ; 2; ; ; 19/10; ; 19/10; 28/13; ; ; 19/10; ; 
Mallorca; 2; 21/10; 21/10; 2; 11/5; 2; 23/10; ; 2; ; 9/4; ; ; 11/5; ; 21/10; ; ; 2; ; 11/5; 11/5; ; ; 21/10; ; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-23 12:24:02 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 29/20; 7/5; 7/5; 27/20; 7/5; ; 13/10; ; 7/5; ; ; 7/5; ; 27/20; ; ; 16/11; ; 7/5; 23/15; ; ; 11/8; 27/20; 
Draw; 11/5; 19/10; 15/8; 2; 2; 19/10; 2; ; 9/5; ; 15/8; ; ; 2; ; 2; ; ; 2; ; 19/10; 28/13; ; ; 19/10; 15/8; 
Mallorca; 2; 21/10; 21/10; 2; 11/5; 2; 23/10; ; 2; ; 9/4; ; ; 11/5; ; 21/10; ; ; 21/10; ; 28/13; 11/5; ; ; 21/10; 2; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-23 16:24:13 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 7/5; ; ; ; 6/4; 16/11; 6/4; 7/5; 23/15; 23/17; ; 27/20; 13/10; 
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; ; ; ; 2; 2; 2; 37/19; 28/13; 2; ; 19/10; 19/10; 
Mallorca; 2; 21/10; 21/10; 2; 11/5; 2; 9/4; 2; 2; 39/19; 11/5; 21/10; 11/5; 11/5; ; ; ; 39/19; 21/10; 2; 21/10; 11/5; 19/10; ; 21/10; 2; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-23 20:24:17 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 7/5; ; 27/20; ; 6/4; 16/11; 6/4; 7/5; 23/15; 23/17; ; 27/20; 13/10; 
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; ; 2; ; 2; 2; 2; 37/19; 28/13; 2; ; 19/10; 15/8; 
Mallorca; 2; 21/10; 21/10; 2; 11/5; 2; 9/4; 2; 2; 39/19; 11/5; 21/10; 11/5; 11/5; ; 21/10; ; 39/19; 21/10; 2; 21/10; 11/5; 19/10; ; 21/10; 2; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-24 00:22:49 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 7/5; ; 27/20; 7/5; 6/4; 16/11; 6/4; 7/5; 23/15; 23/17; ; 11/8; 13/10; 
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; ; 2; 2; 2; 2; 2; 37/19; 28/13; 2; ; 19/10; 15/8; 
Mallorca; 2; 21/10; 21/10; 2; 11/5; 2; 9/4; 2; 2; 39/19; 11/5; 21/10; 11/5; 11/5; ; 21/10; 2; 39/19; 21/10; 2; 21/10; 11/5; 19/10; ; 21/10; 2; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-24 04:22:08 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 7/5; ; 27/20; 7/5; 6/4; 16/11; 6/4; 7/5; 23/15; 23/17; ; 27/20; 13/10; 
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; ; 2; 2; 2; 2; 2; 37/19; 28/13; 2; ; 19/10; 15/8; 
Mallorca; 2; 21/10; 21/10; 2; 11/5; 2; 9/4; 2; 2; 39/19; 11/5; 21/10; 11/5; 11/5; ; 21/10; 2; 39/19; 21/10; 2; 21/10; 11/5; 19/10; ; 21/10; 2; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-24 08:24:11 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 7/5; ; 27/20; 7/5; 6/4; 16/11; 6/4; 7/5; 23/15; 23/17; ; 27/20; ; 
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; ; 2; 2; 2; 2; 2; 37/19; 28/13; 2; ; 19/10; ; 
Mallorca; 2; 21/10; 21/10; 2; 11/5; 2; 9/4; 2; 2; 39/19; 11/5; 21/10; 11/5; 11/5; ; 21/10; 2; 39/19; 21/10; 2; 28/13; 11/5; 19/10; ; 21/10; ; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-24 12:22:30 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 29/20; ; 27/20; 7/5; 6/4; 16/11; 6/4; 7/5; 23/15; 23/17; ; 27/20; 5/4; 
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; ; 2; 2; 2; 2; 2; 37/19; 28/13; 2; ; 19/10; 19/10; 
Mallorca; 2; 21/10; 41/20; 2; 11/5; 2; 9/4; 2; 2; 39/19; 9/4; 21/10; 11/5; 21/10; ; 21/10; 2; 39/19; 21/10; 2; 28/13; 11/5; 19/10; ; 21/10; 19/10; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-24 16:24:57 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 29/20; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 29/20; 11/8; 27/20; 7/5; 6/4; 16/11; 6/4; 7/5; 32/21; 23/17; 7/5; ; 27/20; 13/10; 
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; 2; 2; 2; 2; 2; 2; 19/10; 28/13; 2; 15/8; ; 19/10; 19/10; 
Mallorca; 2; 21/10; 41/20; 2; 11/5; 2; 9/4; 2; 2; 39/19; 9/4; 21/10; 11/5; 21/10; 2; 21/10; 2; 39/19; 21/10; 2; 28/13; 11/5; 19/10; 21/10; ; 21/10; 2; 
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-24 20:24:33 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 29/20; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 29/20; 11/8; 27/20; 7/5; 6/4; 16/11; 6/4; 7/5; 32/21; 23/17; 7/5; ; 27/20; 13/10; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; 2; 2; 2; 2; 2; 2; 19/10; 28/13; 2; 15/8; ; 19/10; 19/10; 2
Mallorca; 2; 21/10; 41/20; 2; 11/5; 2; 9/4; 2; 2; 39/19; 9/4; 21/10; 11/5; 21/10; 2; 21/10; 2; 39/19; 21/10; 2; 28/13; 11/5; 19/10; 21/10; ; 21/10; 2; 23/10
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-25 00:21:51 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 29/20; 7/5; 7/5; ; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 29/20; 11/8; 27/20; 7/5; 6/4; 16/11; 6/4; 7/5; 32/21; 23/17; 7/5; ; 27/20; 13/10; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; ; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; 2; 2; 2; 2; 2; 2; 19/10; 28/13; 2; 15/8; ; 19/10; 19/10; 2
Mallorca; 2; 21/10; 41/20; 2; 11/5; ; 9/4; 2; 2; 39/19; 9/4; 21/10; 11/5; 21/10; 2; 21/10; 2; 39/19; 21/10; 2; 28/13; 11/5; 19/10; 21/10; ; 21/10; 2; 23/10
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-25 04:21:59 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 29/20; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 29/20; 11/8; 27/20; 7/5; 6/4; 16/11; 6/4; 7/5; 32/21; 23/17; 7/5; ; 11/8; 13/10; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; 2; 2; 2; 2; 2; 2; 19/10; 28/13; 2; 15/8; ; 19/10; 19/10; 2
Mallorca; 2; 21/10; 41/20; 2; 11/5; 2; 9/4; 2; 2; 39/19; 9/4; 21/10; 11/5; 21/10; 2; 21/10; 2; 39/19; 21/10; 2; 28/13; 11/5; 19/10; 21/10; ; 21/10; 2; 23/10
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-25 08:21:38 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 29/20; 7/5; 7/5; 27/20; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 29/20; 11/8; 27/20; 7/5; 6/4; 16/11; 6/4; 7/5; 32/21; 23/17; 7/5; ; 11/8; 13/10; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; 2; 2; 2; 2; 2; 2; 19/10; 28/13; 2; 15/8; ; 19/10; 15/8; 2
Mallorca; 2; 21/10; 41/20; 2; 11/5; 2; 9/4; 2; 2; 39/19; 9/4; 21/10; 11/5; 21/10; 2; 21/10; 2; 39/19; 21/10; 2; 28/13; 11/5; 19/10; 21/10; ; 21/10; 2; 23/10
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-25 12:21:49 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 29/20; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 29/20; 11/8; 27/20; 7/5; 6/4; 16/11; 6/4; 23/17; 32/21; 23/17; 7/5; ; 11/8; 13/10; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; 2; 2; 2; 2; 2; 2; 37/19; 28/13; 2; 15/8; ; 19/10; 19/10; 2
Mallorca; 2; 21/10; 21/10; 2; 11/5; 41/20; 9/4; 2; 2; 39/19; 9/4; 21/10; 11/5; 21/10; 2; 21/10; 2; 39/19; 21/10; 2; 11/5; 11/5; 19/10; 21/10; ; 21/10; 2; 23/10
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-25 16:23:30 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 6/4; 7/5; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 6/4; 16/11; 6/4; 23/17; 7/5; 13/10; 7/5; ; 11/8; 13/10; 7/5
Draw; 11/5; 19/10; 19/10; 19/10; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; 2; 2; 2; 2; 2; 2; 37/19; 11/5; 2; 15/8; ; 19/10; 19/10; 2
Mallorca; 2; 21/10; 21/10; 21/10; 11/5; 41/20; 23/10; 2; 2; 39/19; 23/10; 21/10; 11/5; 11/5; 2; 21/10; 2; 39/19; 21/10; 2; 11/5; 19/8; 2; 21/10; ; 21/10; 2; 5/2
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-25 20:23:44 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 7/5; 16/11; 7/5; 23/17; 15/11; 13/10; 7/5; ; 11/8; 13/10; 7/5
Draw; 11/5; 19/10; 19/10; 19/10; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 2; 2; 2; 2; 2; 2; 2; 37/19; 11/5; 2; 15/8; ; 19/10; 19/10; 2
Mallorca; 2; 21/10; 21/10; 21/10; 11/5; 41/20; 23/10; 2; 2; 11/5; 23/10; 21/10; 11/5; 11/5; 2; 21/10; 2; 11/5; 21/10; 11/5; 11/5; 27/11; 2; 21/10; ; 21/10; 2; 5/2
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-26 00:22:18 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 7/5; 16/11; 7/5; 23/17; 15/11; 13/10; 7/5; ; 11/8; 13/10; 7/5
Draw; 2; 19/10; 19/10; 19/10; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 39/20; 2; 2; 15/8; 2; 2; 2; 2; 11/5; 2; 15/8; ; 19/10; 19/10; 2
Mallorca; 9/4; 85/40; 21/10; 21/10; 9/4; 41/20; 23/10; 2; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 9/4; 27/11; 2; 21/10; ; 21/10; 2; 12/5
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-26 04:21:20 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 11/8; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 7/5; 16/11; 7/5; 23/17; 15/11; 13/10; 7/5; ; 11/8; 13/10; 7/5
Draw; 2; 19/10; 19/10; 19/10; 2; 19/10; 2; 15/8; 9/5; 2; 2; 15/8; 15/8; 39/20; 2; 2; 15/8; 2; 2; 2; 37/19; 11/5; 2; 15/8; ; 19/10; 9/5; 2
Mallorca; 9/4; 85/40; 21/10; 21/10; 9/4; 21/10; 23/10; 2; 2; 11/5; 9/4; 21/10; 11/5; 9/4; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 9/4; 27/11; 2; 21/10; ; 21/10; 2; 12/5
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-26 08:21:21 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 7/5; 16/11; 7/5; 23/17; 15/11; 13/10; 7/5; ; 11/8; 13/10; 7/5
Draw; 2; 19/10; 19/10; 19/10; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 39/20; 2; 2; 15/8; 2; 2; 2; 37/19; 11/5; 2; 15/8; ; 19/10; ; 2
Mallorca; 9/4; 85/40; 21/10; 21/10; 9/4; 21/10; 23/10; 2; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 9/4; 27/11; 2; 21/10; ; 21/10; 2; 12/5
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-26 12:21:40 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 7/5; 11/8; 11/8; 11/8; 27/20; 11/8; 7/5; 16/11; 7/5; 23/17; 15/11; 13/10; 7/5; ; 11/8; 13/10; 7/5
Draw; 2; 19/10; 19/10; 19/10; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 39/20; 2; 2; 15/8; 2; 2; 2; 37/19; 11/5; 2; 15/8; ; 19/10; 19/10; 2
Mallorca; 9/4; 85/40; 21/10; 21/10; 9/4; 21/10; 23/10; 2; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 9/4; 27/11; 2; 21/10; ; 11/5; 2; 12/5
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-26 16:22:27 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 11/8; 13/10; 27/20; 11/8; 7/5; 16/11; 7/5; 23/17; 15/11; 13/10; 7/5; ; 11/8; 13/10; 7/5
Draw; 2; 19/10; 19/10; 19/10; 2; 19/10; 2; 15/8; 9/5; 2; 19/10; 15/8; 15/8; 39/20; 2; 2; 15/8; 2; 2; 2; 37/19; 11/5; 2; 15/8; ; 9/5; 19/10; 2
Mallorca; 9/4; 85/40; 43/20; 21/10; 9/4; 21/10; 23/10; 2; 2; 11/5; 23/10; 21/10; 11/5; 9/4; 2; 21/10; 11/5; 11/5; 21/10; 11/5; 9/4; 27/11; 2; 21/10; ; 11/5; 2; 12/5
META; spain/la-liga-segunda/cadiz-v-mallorca; 2016-08-26 20:23:57 GMT+3; 2016-08-28 21:30; e70300-dr003
Cadiz; 11/8; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 11/8; 13/10; 7/5; 7/5; 11/8; 11/8; 11/8; 13/10; 27/20; 11/8; 7/5; 16/11; 7/5; 23/17; 15/11; 13/10; 7/5; ; 11/8; 13/10; 7/5
