META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-07 04:25:04 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-07 08:25:20 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-07 12:29:25 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-07 16:29:44 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-07 20:27:16 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-08 00:26:36 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-08 04:23:40 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-08 08:23:52 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-08 12:24:46 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-08 16:25:28 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-08 20:25:12 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-09 00:23:44 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/6; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-09 04:23:06 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/6; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-09 08:23:34 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-09 12:23:44 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 59/50; ; ; ; ; 4/9; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 109/50; ; ; ; ; 23/20; ; 
Numancia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 74/25; ; ; ; ; 20/21; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-09 16:24:39 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 21/20; 11/10; 11/10; 11/10; ; 1; 23/20; ; ; 23/20; 11/10; ; 11/10; ; 23/20; ; 11/10; ; ; 11/10; 117/100; ; ; 11/10; ; 10/9; ; 
Draw; 2; 85/40; 9/4; 11/5; ; 11/5; 23/10; ; ; 11/5; 11/5; ; 23/10; ; 11/5; ; 11/5; ; ; 11/5; 109/50; ; ; 9/4; ; 21/10; ; 
Numancia; 13/5; 12/5; 47/20; 12/5; ; 12/5; 5/2; ; ; 5/2; 23/10; ; 49/20; ; 12/5; ; 5/2; ; ; 27/11; 59/20; ; ; 12/5; ; 11/5; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-09 20:24:19 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 1; 11/10; 11/10; 11/10; ; 1; 23/20; ; 21/20; 23/20; 11/10; ; 11/10; 11/10; 23/20; ; 11/10; 15/13; ; 11/10; 6/5; 10/9; ; 11/10; ; 10/9; ; 
Draw; 2; 85/40; 9/4; 11/5; ; 9/4; 23/10; ; 11/5; 11/5; 11/5; ; 23/10; 23/10; 11/5; ; 11/5; 2; ; 11/5; 109/50; 23/10; ; 11/5; ; 21/10; ; 
Numancia; 11/4; 12/5; 47/20; 12/5; ; 23/10; 5/2; ; 23/10; 5/2; 23/10; ; 49/20; 11/5; 12/5; ; 27/11; 5/2; ; 27/11; 72/25; 21/10; ; 23/10; ; 23/10; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-10 00:24:12 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 23/20; 6/5; 5/4; 6/5; ; 23/20; 5/4; ; 11/10; 5/4; 6/5; ; 6/5; 6/5; 5/4; 6/5; 6/5; 15/13; 5/4; 6/5; 63/50; 15/13; 5/4; 6/5; ; 6/5; ; 
Draw; 2; 85/40; 11/5; 9/4; ; 43/20; 23/10; ; 85/40; 21/10; 11/5; ; 9/4; 23/10; 21/10; 11/5; 28/13; 2; 11/5; 28/13; 109/50; 23/10; 11/5; 23/10; ; 2; ; 
Numancia; 12/5; 11/5; 21/10; 21/10; ; 21/10; 23/10; ; 85/40; 23/10; 21/10; ; 9/4; 2; 23/10; 9/4; 23/10; 5/2; 23/10; 23/10; 27/10; 19/10; 23/10; 21/10; ; 9/4; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-10 04:24:21 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 5/4; 6/5; 5/4; 6/5; ; 23/20; 13/10; 11/10; 6/5; 5/4; 5/4; ; 5/4; 6/5; 5/4; 6/5; 6/5; 15/13; 5/4; 6/5; 32/25; 15/13; 5/4; 6/5; ; 6/5; ; 
Draw; 11/5; 85/40; 11/5; 9/4; ; 43/20; 23/10; 21/10; 85/40; 21/10; 11/5; ; 9/4; 23/10; 21/10; 11/5; 28/13; 2; 11/5; 28/13; 109/50; 23/10; 11/5; 9/4; ; 2; ; 
Numancia; 11/5; 11/5; 21/10; 21/10; ; 21/10; 11/5; 11/5; 2; 23/10; 21/10; ; 11/5; 2; 23/10; 11/5; 9/4; 5/2; 23/10; 9/4; 133/50; 19/10; 23/10; 21/10; ; 9/4; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-10 08:24:31 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 5/4; 6/5; 5/4; 6/5; ; 23/20; 13/10; 11/10; 6/5; 5/4; 5/4; ; 5/4; 6/5; 5/4; 6/5; 6/5; 15/13; 5/4; 6/5; 32/25; 15/13; 5/4; 6/5; ; 6/5; ; 
Draw; 11/5; 11/5; 11/5; 9/4; ; 43/20; 23/10; 21/10; 85/40; 21/10; 11/5; ; 9/4; 23/10; 21/10; 11/5; 28/13; 2; 11/5; 28/13; 109/50; 23/10; 11/5; 9/4; ; 2; ; 
Numancia; 11/5; 85/40; 21/10; 21/10; ; 21/10; 11/5; 11/5; 2; 23/10; 21/10; ; 11/5; 2; 23/10; 11/5; 9/4; 5/2; 23/10; 9/4; 133/50; 19/10; 23/10; 21/10; ; 2; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-10 12:24:39 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 5/4; 6/5; 5/4; 6/5; ; 23/20; 13/10; 11/10; 6/5; 5/4; 5/4; ; 5/4; 6/5; 5/4; 6/5; 6/5; 15/13; 5/4; 6/5; 32/25; 15/13; 5/4; 6/5; ; 6/5; ; 
Draw; 11/5; 85/40; 11/5; 9/4; ; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; ; 9/4; 9/4; 21/10; 11/5; 28/13; 2; 11/5; 28/13; 109/50; 23/10; 11/5; 9/4; ; 2; ; 
Numancia; 11/5; 11/5; 21/10; 21/10; ; 21/10; 23/10; 11/5; 2; 23/10; 21/10; ; 11/5; 2; 23/10; 11/5; 9/4; 5/2; 23/10; 9/4; 133/50; 19/10; 23/10; 21/10; ; 2; ; 
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-10 16:25:07 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 5/4; 6/5; 5/4; 5/4; ; 23/20; 13/10; 11/10; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 6/5; 15/13; 5/4; 6/5; 27/20; 15/13; 5/4; 6/5; ; 5/4; 6/5; 13/10
Draw; 11/5; 85/40; 11/5; 21/10; ; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; 28/13; 2; 11/5; 28/13; 109/50; 23/10; 11/5; 9/4; ; 21/10; 21/10; 11/5
Numancia; 11/5; 11/5; 21/10; 11/5; ; 21/10; 9/4; 11/5; 2; 23/10; 21/10; 21/10; 11/5; 21/10; 23/10; 11/5; 9/4; 5/2; 23/10; 9/4; 5/2; 19/10; 23/10; 21/10; ; 2; 2; 12/5
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-10 20:25:03 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 5/4; 6/5; 5/4; 5/4; ; 23/20; 13/10; 11/10; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 6/5; 15/13; 5/4; 6/5; 27/20; 15/13; 5/4; 6/5; ; 5/4; 6/5; 13/10
Draw; 11/5; 85/40; 11/5; 11/5; ; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; 28/13; 2; 11/5; 28/13; 54/25; 23/10; 11/5; 9/4; ; 21/10; 21/10; 11/5
Numancia; 11/5; 11/5; 21/10; 21/10; ; 21/10; 9/4; 11/5; 2; 23/10; 21/10; 21/10; 11/5; 21/10; 23/10; 11/5; 9/4; 5/2; 23/10; 9/4; 5/2; 19/10; 23/10; 21/10; ; 2; 2; 12/5
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-11 00:24:02 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 5/4; 6/5; 5/4; 5/4; ; 23/20; 13/10; 11/10; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 6/5; 15/13; 5/4; 6/5; 27/20; 15/13; 5/4; 6/5; ; 5/4; 6/5; 13/10
Draw; 11/5; 85/40; 11/5; 11/5; ; 43/20; 11/5; 21/10; 85/40; 21/10; 11/5; 11/5; 9/4; 11/5; 21/10; 11/5; 28/13; 2; 11/5; 28/13; 54/25; 23/10; 11/5; 9/4; ; 21/10; 21/10; 11/5
Numancia; 11/5; 11/5; 21/10; 21/10; ; 21/10; 9/4; 11/5; 2; 23/10; 21/10; 21/10; 11/5; 21/10; 23/10; 11/5; 9/4; 5/2; 23/10; 9/4; 5/2; 19/10; 23/10; 21/10; ; 2; 19/10; 12/5
META; spain/la-liga-segunda/mirandes-v-numancia; 2017-01-11 04:24:19 GMT+2; 2017-01-14 17:00; e70300-dr003
Mirandes; 5/4; 6/5; 5/4; 5/4; ; 23/20; 13/10; 11/10; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 5/4; 15/13; 5/4; 5/4; 27/20; 6/5; 5/4; 5/4; ; 5/4; 6/5; 11/8
