META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-17 16:26:51 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 21/20; ; 11/10; 21/20; 1; ; ; ; 11/10; 21/20; ; 21/20; ; 21/20; ; 1; ; 1; ; 1; 10/9; ; ; ; ; ; ; 
Draw; 21/10; 2; ; 2; 21/10; 41/20; ; ; ; 2; 2; ; 21/10; ; 2; ; 21/10; ; 2; ; 21/10; 11/5; ; ; ; ; ; ; 
Sevilla Atletico; 16/5; 11/4; ; 11/4; 3; 13/5; ; ; ; 14/5; 13/5; ; 29/10; ; 3; ; 37/13; ; 27/10; ; 37/13; 31/10; ; ; ; ; ; ; 
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-17 20:26:51 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 21/20; ; 11/10; 11/10; 1; ; ; ; 11/10; 21/20; ; 21/20; ; 21/20; 21/20; 1; ; 1; ; 1; 10/9; 15/14; ; ; ; 1; ; 
Draw; 21/10; 21/10; ; 2; 21/10; 41/20; ; ; ; 2; 21/10; ; 21/10; ; 2; 2; 39/19; ; 2; ; 39/19; 11/5; 28/13; ; ; ; 19/10; ; 
Sevilla Atletico; 16/5; 13/5; ; 11/4; 11/4; 13/5; ; ; ; 14/5; 13/5; ; 29/10; ; 3; 14/5; 29/10; ; 27/10; ; 29/10; 31/10; 40/17; ; ; ; 5/2; ; 
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-18 00:25:22 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 1; ; 11/10; 21/20; 1; ; ; ; 11/10; 21/20; ; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 1; 10/9; 15/14; 1; ; ; 1; ; 
Draw; 21/10; 21/10; ; 2; 21/10; 41/20; ; ; ; 2; 2; ; 21/10; ; 2; 2; 39/19; 39/19; 2; 2; 39/19; 11/5; 28/13; 39/19; ; ; 19/10; ; 
Sevilla Atletico; 16/5; 11/4; ; 11/4; 3; 13/5; ; ; ; 14/5; 13/5; ; 29/10; ; 3; 14/5; 29/10; 13/4; 27/10; 3; 29/10; 31/10; 40/17; 13/4; ; ; 11/4; ; 
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-18 04:25:24 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 1; ; 11/10; 21/20; 1; ; ; ; 11/10; 21/20; ; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 1; 10/9; 15/14; 1; ; ; 1; ; 
Draw; 21/10; 21/10; ; 2; 21/10; 41/20; ; ; ; 2; 2; ; 21/10; ; 2; 2; 39/19; 39/19; 2; 2; 39/19; 11/5; 28/13; 39/19; ; ; 2; ; 
Sevilla Atletico; 16/5; 11/4; ; 11/4; 3; 13/5; ; ; ; 14/5; 13/5; ; 29/10; ; 3; 14/5; 29/10; 13/4; 27/10; 3; 29/10; 31/10; 40/17; 13/4; ; ; 14/5; ; 
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-18 08:26:01 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 1; ; 11/10; 21/20; 1; ; 1; ; 11/10; 21/20; ; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 1; 10/9; 15/14; 1; ; ; 1; ; 
Draw; 21/10; 21/10; ; 2; 21/10; 41/20; ; 2; ; 2; 2; ; 21/10; ; 2; 2; 39/19; 39/19; 2; 2; 39/19; 11/5; 28/13; 39/19; ; ; 2; ; 
Sevilla Atletico; 16/5; 11/4; ; 11/4; 3; 13/5; ; 11/4; ; 14/5; 13/5; ; 29/10; ; 3; 14/5; 29/10; 13/4; 27/10; 3; 29/10; 31/10; 40/17; 13/4; ; ; 14/5; ; 
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-18 12:32:36 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 1; ; 11/10; 21/20; 1; ; 1; ; 11/10; 21/20; ; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 1; 10/9; 15/14; 1; ; ; 1; ; 
Draw; 21/10; 21/10; ; 2; 21/10; 41/20; ; 2; ; 2; 2; ; 21/10; ; 2; 2; 39/19; 39/19; 2; 2; 39/19; 11/5; 28/13; 39/19; ; ; 2; ; 
Sevilla Atletico; 16/5; 14/5; ; 11/4; 3; 13/5; ; 11/4; ; 14/5; 13/5; ; 29/10; ; 3; 14/5; 29/10; 13/4; 27/10; 3; 29/10; 31/10; 40/17; 13/4; ; ; 11/4; ; 
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-18 16:28:30 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 1; ; 11/10; 21/20; 1; ; 1; ; 21/20; 21/20; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 1; 10/9; 15/14; 1; ; ; 1; ; 10/9
Draw; 21/10; 21/10; ; 2; 21/10; 41/20; ; 2; ; 2; 2; 21/10; 21/10; ; 2; 2; 39/19; 39/19; 2; 2; 39/19; 11/5; 28/13; 39/19; ; ; 2; ; 21/10
Sevilla Atletico; 16/5; 11/4; ; 11/4; 3; 13/5; ; 11/4; ; 14/5; 13/5; 11/4; 29/10; ; 3; 14/5; 29/10; 13/4; 27/10; 3; 29/10; 31/10; 40/17; 13/4; ; ; 11/4; ; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-18 20:27:27 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 21/20; ; 11/10; 21/20; 1; ; 1; ; 21/20; 11/10; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 1; 1; 10/9; 15/14; 1; ; ; 1; 21/20; 10/9
Draw; 21/10; 2; ; 2; 21/10; 41/20; ; 2; ; 2; 2; 21/10; 21/10; ; 2; 2; 39/19; 39/19; 2; 2; 39/19; 11/5; 28/13; 39/19; ; ; 2; 21/10; 21/10
Sevilla Atletico; 16/5; 11/4; ; 11/4; 3; 13/5; ; 11/4; ; 14/5; 13/5; 11/4; 29/10; ; 3; 14/5; 29/10; 13/4; 27/10; 3; 29/10; 31/10; 40/17; 13/4; ; ; 11/4; 13/5; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-19 00:25:06 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 1; ; 11/10; 21/20; 1; ; 10/11; ; 1; 21/20; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 1; 1; ; ; 1; 21/20; 21/20
Draw; 21/10; 2; ; 2; 21/10; 41/20; ; 2; ; 2; 2; 21/10; 11/5; ; 2; 2; 39/19; 39/19; 2; 2; 39/19; 11/5; 28/13; 39/19; ; ; 2; 21/10; 11/5
Sevilla Atletico; 16/5; 14/5; ; 11/4; 3; 13/5; ; 3; ; 16/5; 27/10; 11/4; 3; ; 3; 3; 31/10; 13/4; 27/10; 3; 31/10; 31/10; 52/21; 13/4; ; ; 11/4; 13/5; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-19 04:23:53 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; ; 11/10; 21/20; 1; ; 10/11; ; 1; 21/20; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; ; ; 1; 1; 21/20
Draw; 21/10; 2; ; 2; 21/10; 41/20; ; 2; ; 21/10; 2; 21/10; 11/5; ; 2; 2; 21/10; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; ; ; 2; 21/10; 11/5
Sevilla Atletico; 3; 14/5; ; 11/4; 3; 13/5; ; 3; ; 3; 27/10; 11/4; 3; ; 3; 3; 31/10; 13/4; 27/10; 3; 31/10; 31/10; 52/21; 13/4; ; ; 11/4; 13/5; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-19 08:24:05 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; ; 11/10; 21/20; 1; ; 10/11; ; 1; 21/20; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; ; ; 1; 1; 21/20
Draw; 21/10; 21/10; ; 2; 21/10; 41/20; ; 2; ; 21/10; 2; 21/10; 11/5; ; 2; 2; 39/19; 39/19; 2; 2; 39/19; 11/5; 28/13; 39/19; ; ; 2; 2; 11/5
Sevilla Atletico; 3; 14/5; ; 11/4; 3; 13/5; ; 3; ; 3; 27/10; 11/4; 3; ; 3; 3; 31/10; 13/4; 27/10; 3; 31/10; 31/10; 52/21; 13/4; ; ; 14/5; 13/5; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-19 12:27:16 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; ; 11/10; 21/20; 1; ; 10/11; ; 1; 21/20; 21/20; 1; ; 21/20; 1; 1; 1; 1; ; 1; 10/9; 68/67; 1; ; ; 1; ; 21/20
Draw; 21/10; 21/10; ; 2; 21/10; 41/20; ; 2; ; 21/10; 2; 21/10; 11/5; ; 2; 2; 39/19; 39/19; 2; ; 39/19; 11/5; 28/13; 39/19; ; ; 2; ; 11/5
Sevilla Atletico; 3; 14/5; ; 11/4; 3; 13/5; ; 3; ; 3; 27/10; 11/4; 3; ; 3; 3; 31/10; 13/4; 27/10; ; 31/10; 31/10; 52/21; 13/4; ; ; 14/5; ; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-19 16:26:38 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; ; 11/10; 21/20; 1; ; 10/11; ; 1; 21/20; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 21/20; ; 1; ; 21/20
Draw; 21/10; 21/10; ; 2; 21/10; 41/20; ; 2; ; 21/10; 2; 21/10; 11/5; ; 2; 2; 39/19; 39/19; 2; 2; 39/19; 11/5; 28/13; 39/19; 21/10; ; 2; ; 11/5
Sevilla Atletico; 3; 14/5; ; 11/4; 3; 13/5; ; 3; ; 3; 27/10; 11/4; 3; ; 3; 3; 31/10; 13/4; 27/10; 3; 31/10; 31/10; 52/21; 13/4; 11/4; ; 5/2; 13/5; 10/3
