META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-17 16:26:51 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 21/20; ; 11/10; 21/20; 1; ; ; ; 11/10; 21/20; ; 21/20; ; 21/20; ; 1; ; 1; ; 1; 10/9; ; ; ; ; ; ; 
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-19 20:24:04 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 21/20; 11/10; 21/20; 1; ; 10/11; ; 1; 21/20; 21/20; 1; ; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 21/20; ; 1; ; 21/20
Draw; 21/10; 21/10; 41/20; 2; 21/10; 41/20; ; 21/10; ; 21/10; 21/10; 21/10; 11/5; ; 2; 11/5; 21/10; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; ; 11/5
Sevilla Atletico; 3; 14/5; 11/4; 11/4; 3; 13/5; ; 11/4; ; 3; 27/10; 11/4; 3; ; 3; 14/5; 41/13; 13/4; 27/10; 3; 41/13; 31/10; 52/21; 13/4; 11/4; ; 13/5; 13/5; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-20 00:23:36 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 21/20; 11/10; 21/20; 1; ; 10/11; ; 1; 21/20; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 21/20; ; 1; 20/21; 21/20
Draw; 21/10; 21/10; 41/20; 2; 11/5; 41/20; ; 21/10; ; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; ; 11/5
Sevilla Atletico; 3; 11/4; 11/4; 11/4; 11/4; 13/5; ; 11/4; ; 3; 27/10; 11/4; 3; 5/2; 3; 14/5; 41/13; 13/4; 27/10; 3; 41/13; 31/10; 52/21; 13/4; 11/4; ; 13/5; 11/5; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-20 04:23:23 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 21/20; 11/10; 21/20; 1; ; 10/11; 1; 1; 21/20; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 21/20; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 2; 11/5; 41/20; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; ; 11/5
Sevilla Atletico; 3; 11/4; 11/4; 11/4; 11/4; 13/5; ; 11/4; 13/5; 3; 27/10; 11/4; 3; 5/2; 3; 14/5; 41/13; 13/4; 27/10; 3; 41/13; 31/10; 52/21; 13/4; 11/4; ; 11/4; 27/10; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-20 08:23:46 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 21/20; 11/10; 21/20; 19/20; ; 10/11; 1; 1; 21/20; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 21/20; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 2; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 11/5; 28/13; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; ; 11/5
Sevilla Atletico; 3; 11/4; 11/4; 11/4; 11/4; 27/10; ; 11/4; 13/5; 3; 27/10; 11/4; 3; 5/2; 3; 14/5; 58/19; 13/4; 27/10; 3; 41/13; 31/10; 52/21; 13/4; 11/4; ; 11/4; 27/10; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-20 12:24:00 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 21/20; 11/10; 21/20; 19/20; ; 10/11; 1; 1; 21/20; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 21/20; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 2; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; 2; 11/5
Sevilla Atletico; 3; 11/4; 11/4; 11/4; 11/4; 27/10; ; 11/4; 13/5; 3; 27/10; 11/4; 3; 5/2; 3; 14/5; 58/19; 13/4; 27/10; 3; 58/19; 31/10; 52/21; 13/4; 11/4; ; 11/4; 11/5; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-20 16:23:45 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 21/20; 11/10; 21/20; 19/20; ; 10/11; 1; 1; 21/20; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 21/20; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 2; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; 2; 11/5
Sevilla Atletico; 3; 11/4; 11/4; 11/4; 11/4; 27/10; ; 11/4; 13/5; 3; 27/10; 11/4; 3; 5/2; 3; 14/5; 58/19; 13/4; 27/10; 3; 58/19; 31/10; 52/21; 13/4; 11/4; ; 11/4; 27/10; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-20 20:24:49 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 21/20; 11/10; 21/20; 19/20; ; 10/11; 1; 1; 21/20; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 21/20; ; 1; 1; 21/20
Draw; 21/10; 21/10; 41/20; 2; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; 2; 11/5
Sevilla Atletico; 3; 11/4; 11/4; 11/4; 11/4; 27/10; ; 11/4; 13/5; 3; 27/10; 11/4; 3; 5/2; 3; 14/5; 58/19; 13/4; 27/10; 3; 58/19; 31/10; 52/21; 13/4; 11/4; ; 14/5; 27/10; 10/3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-21 00:23:59 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 1; 1; 1; 19/20; ; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 1; ; 1; 20/21; 21/20
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; 2; 11/5
Sevilla Atletico; 3; 14/5; 14/5; 14/5; 3; 27/10; ; 11/4; 11/4; 3; 11/4; 11/4; 3; 13/5; 3; 14/5; 58/19; 13/4; 27/10; 3; 58/19; 31/10; 52/21; 13/4; 14/5; ; 14/5; 23/10; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-21 04:23:28 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 1; 1; 1; 19/20; ; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 1; 1; 1; 10/9; 68/67; 1; 1; ; 1; 20/21; 21/20
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 9/4; 2; 11/5; 21/10; 39/19; 2; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; 2; 11/5
Sevilla Atletico; 3; 14/5; 14/5; 14/5; 3; 27/10; ; 11/4; 11/4; 3; 11/4; 11/4; 3; 13/5; 3; 14/5; 58/19; 13/4; 27/10; 3; 58/19; 31/10; 52/21; 13/4; 14/5; ; 14/5; 23/10; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-21 08:22:58 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 1; 1; 1; 19/20; ; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 11/10; 1; 1; 10/9; 68/67; 1; 1; ; 1; 20/21; 21/20
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 11/5; 2; 11/5; 21/10; 39/19; 21/10; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; 2; 11/5
Sevilla Atletico; 3; 14/5; 14/5; 14/5; 3; 27/10; ; 11/4; 11/4; 3; 14/5; 11/4; 3; 13/5; 3; 14/5; 58/19; 13/4; 29/10; 3; 58/19; 31/10; 52/21; 13/4; 14/5; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-21 12:24:21 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 1; 1; 1; 19/20; ; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 21/20; 1; 1; 10/9; 24/23; 1; 1; ; 1; 20/21; 21/20
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 11/5; 2; 11/5; 21/10; 39/19; 21/10; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; 2; 11/5
Sevilla Atletico; 3; 14/5; 14/5; 14/5; 3; 27/10; ; 11/4; 11/4; 3; 14/5; 11/4; 3; 13/5; 3; 14/5; 31/10; 13/4; 3; 3; 31/10; 31/10; 12/5; 13/4; 14/5; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-21 16:27:04 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 1; 1; 1; 19/20; ; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 21/20; 1; 1; 10/9; 24/23; 1; 1; ; 1; 20/21; 21/20
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 11/5; 2; 11/5; 21/10; 39/19; 21/10; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; 11/5; 11/5
Sevilla Atletico; 3; 14/5; 14/5; 14/5; 3; 11/4; ; 11/4; 11/4; 3; 14/5; 11/4; 3; 13/5; 3; 14/5; 31/10; 13/4; 3; 3; 31/10; 31/10; 12/5; 13/4; 14/5; ; 3; 11/4; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-21 20:27:10 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 1; 1; 1; 19/20; ; 10/11; 10/11; 1; 1; 21/20; 1; 1; 21/20; 1; 1; 1; 21/20; 1; 1; 10/9; 24/23; 1; 1; ; 1; 20/21; 21/20
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; 23/10; 2; 11/5; 21/10; 39/19; 21/10; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; 21/10; 11/5; 11/5
Sevilla Atletico; 3; 14/5; 14/5; 14/5; 3; 11/4; ; 11/4; 11/4; 3; 14/5; 11/4; 3; 27/10; 3; 14/5; 31/10; 13/4; 3; 3; 31/10; 31/10; 12/5; 13/4; 14/5; ; 14/5; 11/4; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-22 00:25:09 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 21/20; 1; 1; 1; 1; 19/20; ; 10/11; 10/11; 1; 1; 21/20; 1; ; 21/20; 1; 1; 1; 21/20; 1; 1; 10/9; 30/29; 1; 1; ; ; 20/21; 21/20
Draw; 21/10; 21/10; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; ; 2; 11/5; 21/10; 39/19; 21/10; 2; 21/10; 11/5; 28/13; 39/19; 21/10; ; ; 11/5; 11/5
Sevilla Atletico; 3; 14/5; 14/5; 14/5; 3; 11/4; ; 11/4; 11/4; 3; 14/5; 11/4; 3; ; 3; 14/5; 31/10; 13/4; 3; 3; 31/10; 31/10; 27/11; 13/4; 14/5; ; ; 11/4; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-22 04:24:27 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 1; 1; 1; 1; 1; 19/20; ; 10/11; 10/11; 1; 1; 21/20; 1; ; 21/20; 1; 1; 1; 21/20; 1; 1; 10/9; 42/41; 1; 1; ; ; 20/21; 21/20
Draw; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; ; 2; 11/5; 21/10; 39/19; 21/10; 2; 21/10; 11/5; 11/5; 39/19; 21/10; ; ; 21/10; 11/5
Sevilla Atletico; 3; 14/5; 29/10; 14/5; 3; 11/4; ; 11/4; 11/4; 16/5; 14/5; 11/4; 3; ; 3; 14/5; 31/10; 13/4; 3; 3; 31/10; 31/10; 45/17; 13/4; 14/5; ; ; 23/10; 3
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-22 08:25:10 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 4/5; 1; 17/20; 1; 20/21; 10/11; ; 10/11; 10/11; 17/20; 1; 21/20; 1; ; 10/11; 10/11; 1; 11/12; 21/20; 10/11; 1; 42/41; 7/8; 11/12; 5/6; ; ; 20/21; 5/6
Draw; 9/4; 21/10; 11/5; 21/10; 9/4; 43/20; ; 21/10; 2; 21/10; 21/10; 21/10; 11/5; ; 21/10; 11/5; 21/10; 23/10; 21/10; 23/10; 21/10; 11/5; 23/10; 23/10; 9/4; ; ; 21/10; 23/10
Sevilla Atletico; 4; 14/5; 17/5; 14/5; 10/3; 14/5; ; 11/4; 11/4; 15/4; 14/5; 11/4; 3; ; 7/2; 3; 31/10; 13/4; 3; 3; 31/10; 18/5; 58/19; 13/4; 10/3; ; ; 27/10; 4
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-22 12:26:59 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 4/5; 5/6; 4/5; 4/5; 5/6; 4/5; ; 4/5; 4/5; 4/5; 4/5; 17/20; 4/5; ; 4/5; 5/6; 5/6; 3/4; 13/15; 8/11; 5/6; 19/20; 9/11; 3/4; 4/5; ; ; 5/6; 5/6
Draw; 9/4; 11/5; 11/5; 21/10; 23/10; 11/5; ; 11/5; 11/5; 11/5; 11/5; 11/5; 23/10; ; 9/4; 11/5; 9/4; 23/10; 11/5; 23/10; 9/4; 11/5; 40/17; 23/10; 9/4; ; ; 23/10; 23/10
Sevilla Atletico; 4; 10/3; 18/5; 15/4; 7/2; 33/10; ; 10/3; 10/3; 4; 7/2; 17/5; 15/4; ; 15/4; 7/2; 19/5; 43/10; 18/5; 21/5; 19/5; 4; 33/10; 43/10; 7/2; ; ; 7/2; 22/5
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-22 16:23:57 GMT+3; 2016-10-22 17:00; e70300-dr003
Numancia; 3/4; 3/4; 4/5; 3/4; 4/5; 3/4; ; 8/11; 8/11; 3/4; 4/5; 17/20; 10/13; ; 3/4; 4/5; 5/6; 3/4; 4/5; 8/11; 10/13; 7/8; 5/6; 3/4; 3/4; ; ; 4/5; 4/5
Draw; 23/10; 9/4; 9/4; 11/5; 23/10; 9/4; ; 9/4; 23/10; 23/10; 9/4; 11/5; 47/20; ; 23/10; 9/4; 9/4; 23/10; 9/4; 23/10; 23/10; 11/5; 40/17; 23/10; 12/5; ; ; 12/5; 12/5
Sevilla Atletico; 17/4; 15/4; 18/5; 7/2; 4; 7/2; ; 7/2; 7/2; 4; 18/5; 17/5; 4; ; 4; 7/2; 19/5; 43/10; 4; 21/5; 54/13; 22/5; 13/4; 43/10; 15/4; ; ; 7/2; 21/5
META; spain/la-liga-segunda/numancia-v-sevilla-atletico; 2016-10-22 20:25:18 GMT+3; 2016-10-22 17:00; In Play; e70300-dr003
Numancia; 6/5; ; 8/5; 31/20; 11/8; ; ; 8/11; ; 6/5; ; ; 9/5; ; ; ; 6/4; 17/11; ; ; 6/4; ; ; ; ; ; ; ; 
Draw; 7/5; ; 9/10; 4/5; 11/10; ; ; 9/4; ; 13/10; ; ; 4/5; ; ; ; ; 39/40; ; ; 9/10; ; ; ; ; ; ; ; 
Sevilla Atletico; 4; ; 19/4; 5; 5; ; ; 7/2; ; 15/4; ; ; 21/4; ; ; ; ; 21/4; ; ; 27/5; ; ; ; ; ; ; ; 
