META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-07 04:25:09 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-07 08:25:26 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-07 12:29:33 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-07 16:29:49 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-07 20:27:22 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-08 00:26:43 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-08 04:23:45 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-08 08:23:57 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-08 12:24:51 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-08 16:25:34 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-08 20:25:17 GMT+2; 2017-01-14 17:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-09 00:23:49 GMT+2; 2017-01-14 17:00; e70300-dr003
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-09 04:23:10 GMT+2; 2017-01-14 17:00; e70300-dr003
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-09 08:23:38 GMT+2; 2017-01-14 17:00; e70300-dr003
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/5; ; 
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 3/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 4/11; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-09 12:23:49 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1; ; ; ; ; 3/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; ; ; 23/20; ; 
Gimnastic; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 7/2; ; ; ; ; 21/20; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-09 16:24:46 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia CF; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
UCAM Murcia; ; 19/20; ; 10/11; ; 10/11; 1; ; ; 20/21; 19/20; ; 19/20; ; ; ; 19/20; ; ; 19/20; 1; 1; ; 19/20; ; 10/11; ; 
Draw; 2; 21/10; ; 21/10; ; 21/10; 9/4; ; ; 21/10; 21/10; ; 11/5; ; ; ; 21/10; ; ; 21/10; 23/10; 21/10; ; 21/10; ; 2; ; 
Gimnastic; 16/5; 3; ; 10/3; ; 14/5; 16/5; ; ; 16/5; 29/10; ; 16/5; ; ; ; 16/5; ; ; 16/5; 7/2; 12/5; ; 3; ; 14/5; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-09 20:24:28 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia CF; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
UCAM Murcia; ; 19/20; ; 1; ; 10/11; 1; ; 9/10; 20/21; 1; ; 19/20; 19/20; ; ; 19/20; ; ; 19/20; 1; 1; ; 19/20; ; 20/21; ; 
Draw; 2; 85/40; ; 21/10; ; 21/10; 9/4; ; 2; 21/10; 21/10; ; 11/5; 9/4; ; ; 21/10; ; ; 21/10; 23/10; 21/10; ; 21/10; ; 2; ; 
Gimnastic; 16/5; 14/5; ; 3; ; 14/5; 31/10; ; 14/5; 16/5; 14/5; ; 16/5; 13/5; ; ; 41/13; ; ; 41/13; 7/2; 5/2; ; 14/5; ; 14/5; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-10 00:24:19 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia CF; 10/11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
UCAM Murcia; ; 19/20; ; 1; ; 10/11; 1; ; 9/10; 1; 1; ; 19/20; 19/20; ; ; 19/20; ; ; 19/20; 1; 1; ; 19/20; ; 20/21; ; 
Draw; 2; 21/10; ; 21/10; ; 21/10; 9/4; ; 2; 21/10; 21/10; ; 11/5; 11/5; ; ; 21/10; ; ; 21/10; 23/10; 21/10; ; 21/10; ; 2; ; 
Gimnastic; 16/5; 3; ; 3; ; 14/5; 31/10; ; 14/5; 10/3; 29/10; ; 16/5; 27/10; ; ; 16/5; ; ; 16/5; 7/2; 5/2; ; 3; ; 14/5; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-10 04:24:29 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia; ; 19/20; ; 1; ; 10/11; 1; 10/11; 9/10; 1; 1; ; 19/20; 19/20; ; ; 19/20; ; ; 19/20; 1; 1; ; 19/20; ; 10/11; ; 
UCAM Murcia CF; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 2; 21/10; ; 21/10; ; 41/20; 9/4; 2; 2; 21/10; 21/10; ; 11/5; 11/5; ; ; 21/10; ; ; 21/10; 23/10; 21/10; ; 21/10; ; 2; ; 
Gimnastic; 10/3; 3; ; 3; ; 14/5; 31/10; 3; 14/5; 10/3; 29/10; ; 16/5; 27/10; ; ; 16/5; ; ; 16/5; 7/2; 5/2; ; 14/5; ; 14/5; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-10 08:24:39 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia; ; 19/20; ; 1; ; 10/11; 1; 10/11; 9/10; 1; 1; ; 19/20; 19/20; ; ; 19/20; ; ; 19/20; 1; 1; ; 19/20; ; 10/11; ; 
UCAM Murcia CF; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 2; 21/10; ; 21/10; ; 41/20; 9/4; 2; 2; 21/10; 21/10; ; 11/5; 11/5; ; ; 21/10; ; ; 21/10; 23/10; 21/10; ; 21/10; ; 2; ; 
Gimnastic; 10/3; 3; ; 3; ; 14/5; 31/10; 3; 14/5; 10/3; 29/10; ; 16/5; 27/10; ; ; 16/5; ; ; 16/5; 7/2; 5/2; ; 14/5; ; 14/5; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-10 12:24:46 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia CF; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
UCAM Murcia; ; 1; ; 1; ; 10/11; 21/20; 10/11; 10/11; 21/20; 1; ; 1; 1; ; ; 1; ; ; 1; 28/25; 1; ; 1; ; 1; ; 
Draw; 2; 21/10; ; 2; ; 41/20; 11/5; 2; 2; 21/10; 21/10; ; 11/5; 11/5; ; ; 39/19; ; ; 39/19; 54/25; 21/10; ; 21/10; ; 2; ; 
Gimnastic; 10/3; 14/5; ; 3; ; 14/5; 3; 3; 14/5; 3; 11/4; ; 3; 13/5; ; ; 3; ; ; 3; 16/5; 12/5; ; 14/5; ; 4/9; ; 
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-10 16:25:15 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia CF; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
UCAM Murcia; ; 1; ; 1; ; 10/11; 21/20; 10/11; 10/11; 21/20; 1; 21/20; 1; 1; ; ; 1; ; ; 1; 28/25; 1; ; 1; ; 1; 20/21; 21/20
Draw; 2; 21/10; ; 2; ; 41/20; 11/5; 2; 2; 21/10; 21/10; 21/10; 11/5; 11/5; ; ; 39/19; ; ; 39/19; 54/25; 21/10; ; 21/10; ; 2; 21/10; 11/5
Gimnastic; 10/3; 14/5; ; 3; ; 14/5; 3; 3; 14/5; 3; 11/4; 11/4; 3; 13/5; ; ; 58/19; ; ; 58/19; 16/5; 12/5; ; 14/5; ; 14/5; 23/10; 3
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-10 20:25:14 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia CF; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
UCAM Murcia; ; 1; ; 1; ; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; ; ; 1; ; ; 1; 28/25; 1; ; 1; ; 1; 20/21; 21/20
Draw; 2; 21/10; ; 2; ; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 11/5; 11/5; ; ; 39/19; ; ; 39/19; 54/25; 21/10; ; 21/10; ; 2; 21/10; 11/5
Gimnastic; 10/3; 14/5; ; 3; ; 14/5; 3; 3; 14/5; 3; 11/4; 11/4; 3; 13/5; ; ; 58/19; ; ; 58/19; 16/5; 12/5; ; 14/5; ; 14/5; 27/10; 3
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-11 00:24:10 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia CF; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
UCAM Murcia; ; 1; ; 1; ; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; ; ; 1; ; ; 1; 28/25; 1; ; 1; ; 1; 20/21; 21/20
Draw; 2; 21/10; ; 2; ; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 11/5; 11/5; ; ; 39/19; ; ; 39/19; 54/25; 21/10; ; 21/10; ; 2; 2; 11/5
Gimnastic; 10/3; 14/5; ; 3; ; 14/5; 3; 3; 14/5; 3; 11/4; 11/4; 3; 13/5; ; ; 58/19; ; ; 58/19; 16/5; 12/5; ; 14/5; ; 14/5; 27/10; 3
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-11 04:24:26 GMT+2; 2017-01-14 17:00; e70300-dr003
UCAM Murcia CF; 1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
UCAM Murcia; ; 1; ; 1; ; 19/20; 21/20; 10/11; 10/11; 1; 1; 21/20; 1; 1; ; ; 1; ; ; 1; 28/25; 1; ; 1; ; 1; 20/21; 21/20
Draw; 2; 21/10; ; 2; ; 41/20; 11/5; 2; 2; 2; 21/10; 21/10; 11/5; 11/5; ; ; 39/19; ; ; 39/19; 54/25; 21/10; ; 21/10; ; 2; 2; 21/10
Gimnastic; 10/3; 14/5; ; 3; ; 14/5; 3; 3; 14/5; 3; 14/5; 11/4; 3; 13/5; ; ; 58/19; ; ; 58/19; 16/5; 12/5; ; 14/5; ; 3; ; 3
META; spain/la-liga-segunda/ucam-murcia-v-gimnastic; 2017-01-11 08:24:05 GMT+2; 2017-01-14 17:00; e70300-dr003
