META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-21 20:24:22 GMT+3; 2016-08-27 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-22 00:22:09 GMT+3; 2016-08-27 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-22 04:22:07 GMT+3; 2016-08-27 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-22 08:22:24 GMT+3; 2016-08-27 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-22 12:22:54 GMT+3; 2016-08-27 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-22 16:23:28 GMT+3; 2016-08-27 18:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Mirandes; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Reus Deportiu; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-22 20:23:45 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 11/8; 7/5; ; 7/5; 6/4; 27/20; 29/20; ; ; ; 7/5; ; ; 7/5; ; 6/4; 7/5; ; ; ; 7/5; ; ; ; 3/10; ; 
Draw; 11/5; 19/10; ; 19/10; 2; 2; 2; ; ; ; 19/10; ; ; 2; ; 15/8; 2; ; ; ; 19/10; ; ; ; 5/4; ; 
Mirandes; 2; 2; ; 21/10; 21/10; 19/10; 9/4; ; ; ; 11/5; ; ; 11/5; ; 2; 2; ; ; ; 28/13; ; ; ; 23/20; ; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-23 00:22:53 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 6/5; 5/4; 13/10; 5/4; 5/4; 5/4; ; ; ; 5/4; ; ; 5/4; ; ; 6/5; ; 13/10; ; 5/4; 23/17; ; ; 6/5; 6/5; 
Draw; 11/5; 19/10; 15/8; 15/8; 2; 15/8; 2; ; ; ; 19/10; ; ; 39/20; ; ; 2; ; 9/5; ; 19/10; 21/10; ; ; 9/5; 9/5; 
Mirandes; 9/4; 12/5; 49/20; 12/5; 5/2; 43/20; 11/4; ; ; ; 13/5; ; ; 51/20; ; ; 12/5; ; 9/4; ; 5/2; 13/5; ; ; 23/10; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-23 04:22:47 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 6/5; 5/4; 13/10; 5/4; 5/4; 5/4; ; 5/4; ; 5/4; ; ; 5/4; ; 5/4; 6/5; ; 13/10; ; 6/5; 23/17; ; ; 6/5; 6/5; 
Draw; 11/5; 19/10; 15/8; 15/8; 2; 15/8; 2; ; 9/5; ; 19/10; ; ; 39/20; ; 37/20; 2; ; 9/5; ; 19/10; 21/10; ; ; 19/10; 9/5; 
Mirandes; 9/4; 12/5; 49/20; 12/5; 5/2; 43/20; 11/4; ; 23/10; ; 13/5; ; ; 51/20; ; 5/2; 12/5; ; 9/4; ; 13/5; 13/5; ; ; 12/5; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-23 08:22:57 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 6/5; 5/4; 6/5; 5/4; 23/20; 5/4; ; 6/5; ; 5/4; ; ; 5/4; ; 5/4; 6/5; ; 13/10; ; 6/5; 23/17; ; ; 6/5; 6/5; 
Draw; 11/5; 19/10; 15/8; 2; 2; 39/20; 2; ; 9/5; ; 19/10; ; ; 39/20; ; 37/20; 2; ; 9/5; ; 19/10; 21/10; ; ; 19/10; 9/5; 
Mirandes; 9/4; 12/5; 49/20; 12/5; 5/2; 23/10; 11/4; ; 12/5; ; 13/5; ; ; 51/20; ; 5/2; 12/5; ; 9/4; ; 13/5; 13/5; ; ; 12/5; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-23 12:23:49 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 6/5; 5/4; 6/5; 5/4; 23/20; 13/10; ; 6/5; ; 13/10; ; ; 5/4; ; 5/4; 6/5; ; 23/17; ; 6/5; 23/17; 5/4; ; 5/4; 6/5; 
Draw; 11/5; 19/10; 15/8; 2; 2; 39/20; 2; ; 9/5; ; 15/8; ; ; 2; ; 37/20; 2; ; 37/19; ; 19/10; 21/10; 37/19; ; 19/10; 19/10; 
Mirandes; 9/4; 12/5; 49/20; 12/5; 5/2; 23/10; 13/5; ; 12/5; ; 13/5; ; ; 5/2; ; 5/2; 12/5; ; 12/5; ; 28/11; 13/5; 28/13; ; 12/5; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-23 16:24:00 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; ; ; 5/4; 13/10; 23/17; 13/10; 6/5; 23/17; 5/4; ; 5/4; 6/5; 
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; ; ; 15/8; 2; 37/19; 2; 37/19; 21/10; 37/19; ; 19/10; 19/10; 
Mirandes; 9/4; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; ; ; 12/5; 12/5; 12/5; 12/5; 27/11; 13/5; 28/13; ; 12/5; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-23 20:24:03 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; ; 5/4; 5/4; 13/10; 23/17; 13/10; 6/5; 23/17; 5/4; ; 5/4; 6/5; 
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; ; 37/20; 15/8; 2; 37/19; 2; 37/19; 21/10; 37/19; ; 19/10; 19/10; 
Mirandes; 9/4; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; ; 5/2; 12/5; 12/5; 12/5; 12/5; 27/11; 13/5; 28/13; ; 12/5; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-24 00:22:36 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 6/5; 5/4; 6/5; 5/4; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; ; 5/4; 5/4; 13/10; 23/17; 13/10; 6/5; 23/17; 5/4; ; 5/4; 6/5; 
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; ; 37/20; 15/8; 2; 37/19; 2; 37/19; 21/10; 37/19; ; 19/10; 9/5; 
Mirandes; 9/4; 12/5; 12/5; 12/5; 5/2; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; ; 5/2; 12/5; 12/5; 12/5; 12/5; 27/11; 13/5; 28/13; ; 12/5; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-24 04:21:53 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; ; 5/4; 5/4; 13/10; 23/17; 13/10; 6/5; 23/17; 5/4; ; 5/4; 6/5; 
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; ; 37/20; 15/8; 2; 37/19; 2; 37/19; 21/10; 37/19; ; 19/10; 9/5; 
Mirandes; 9/4; 12/5; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; ; 5/2; 12/5; 12/5; 12/5; 12/5; 27/11; 13/5; 28/13; ; 12/5; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-24 12:22:16 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; ; 5/4; 5/4; 13/10; 23/17; 13/10; 5/4; 23/17; 5/4; ; 5/4; 6/5; 
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; ; 37/20; 15/8; 2; 37/19; 2; 37/19; 21/10; 37/19; ; 19/10; 19/10; 
Mirandes; 9/4; 23/10; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; ; 5/2; 12/5; 12/5; 12/5; 12/5; 27/11; 13/5; 28/13; ; 12/5; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-24 16:24:38 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 23/17; 13/10; 5/4; 39/29; 5/4; 6/5; ; 5/4; 6/5; 
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; 2; 37/20; 15/8; 2; 37/19; 2; 37/19; 21/10; 37/19; 15/8; ; 19/10; 19/10; 
Mirandes; 9/4; 23/10; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 27/11; 13/5; 28/13; 5/2; ; 12/5; 23/10; 
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-24 20:24:19 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 23/17; 13/10; 5/4; 39/29; 5/4; 6/5; ; 5/4; 6/5; 13/10
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; 2; 37/20; 15/8; 2; 37/19; 2; 2; 21/10; 37/19; 15/8; ; 19/10; 19/10; 2
Mirandes; 9/4; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 28/13; 5/2; ; 12/5; 23/10; 27/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-25 00:21:38 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 23/17; 13/10; 5/4; 39/29; 5/4; 6/5; ; 5/4; 6/5; 13/10
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; 2; 37/20; 15/8; 2; 37/19; 2; 2; 21/10; 37/19; 15/8; ; 9/5; 19/10; 2
Mirandes; 9/4; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 28/13; 5/2; ; 12/5; 23/10; 27/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-25 04:21:46 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 5/4; 5/4; 5/4; 5/4; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 23/17; 13/10; 5/4; 39/29; 5/4; 6/5; ; 6/5; 6/5; 13/10
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; 2; 37/20; 15/8; 2; 37/19; 2; 2; 21/10; 37/19; 15/8; ; 15/8; 19/10; 2
Mirandes; 9/4; 23/10; 12/5; 23/10; 5/2; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 28/13; 5/2; ; 12/5; 23/10; 27/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-25 08:21:25 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 23/17; 13/10; 5/4; 39/29; 5/4; 6/5; ; 5/4; 6/5; 13/10
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; 2; 37/20; 15/8; 2; 37/19; 2; 2; 21/10; 37/19; 15/8; ; 19/10; 19/10; 2
Mirandes; 9/4; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 28/13; 5/2; ; 12/5; 23/10; 27/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-25 12:21:33 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 23/17; 13/10; 5/4; 39/29; 5/4; 6/5; ; 5/4; 6/5; 13/10
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; 2; 37/20; 15/8; 2; 37/19; 2; 2; 21/10; 37/19; 15/8; ; 19/10; 19/10; 2
Mirandes; 9/4; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 28/13; 5/2; ; 12/5; 23/10; 27/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-25 16:23:14 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 5/4; 5/4; 5/4; 5/4; 13/10; 6/5; 13/10; 6/5; 6/5; 13/10; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 23/17; 13/10; 5/4; 39/29; 5/4; 6/5; ; 5/4; 6/5; 13/10
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 9/5; 2; 19/10; 15/8; 19/10; 2; 2; 37/20; 15/8; 2; 37/19; 2; 2; 21/10; 37/19; 15/8; ; 19/10; 19/10; 2
Mirandes; 9/4; 23/10; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; 12/5; 12/5; 5/2; 12/5; 12/5; 5/2; 23/10; 5/2; 12/5; 12/5; 12/5; 12/5; 5/2; 13/5; 28/13; 5/2; ; 12/5; 23/10; 27/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-25 20:23:27 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 13/10; 13/10; 11/8; 11/8; 11/8; 13/10; 29/20; 13/10; 13/10; 16/11; 7/5; 27/20; 5/4; 7/5; 11/8; 27/20; 13/10; 16/11; 23/17; 7/5; 16/11; 16/11; 13/10; 11/8; ; 13/10; 13/10; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 15/8; 2; 19/10; 15/8; 19/10; 2; 2; 15/8; 2; 2; 37/19; 2; 2; 21/10; 37/19; 2; ; 15/8; 19/10; 2
Mirandes; 21/10; 11/5; 43/20; 21/10; 9/4; 41/20; 9/4; 21/10; 85/40; 21/10; 11/5; 11/5; 12/5; 11/5; 2; 9/4; 11/5; 21/10; 12/5; 21/10; 28/13; 12/5; 39/19; 11/5; ; 21/10; 21/10; 23/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-26 00:22:03 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 7/5; 11/8; 7/5; 7/5; 7/5; 13/10; 7/5; 13/10; 13/10; 16/11; 7/5; 7/5; 5/4; 29/20; 11/8; 27/20; 11/8; 16/11; 23/17; 7/5; 7/5; 16/11; 15/11; 7/5; ; 7/5; 13/10; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 15/8; 2; 19/10; 15/8; 19/10; 2; 2; 15/8; 2; 2; 37/19; 2; 2; 25/12; 2; 15/8; ; 9/5; 19/10; 2
Mirandes; 2; 21/10; 21/10; 2; 11/5; 41/20; 23/10; 21/10; 2; 21/10; 11/5; 2; 12/5; 21/10; 2; 9/4; 2; 21/10; 12/5; 21/10; 28/13; 12/5; 19/10; 21/10; ; 2; 15/8; 23/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-26 04:21:06 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 7/5; 11/8; 7/5; 7/5; 7/5; 13/10; 6/4; 13/10; 13/10; 16/11; 7/5; 7/5; 5/4; 29/20; 11/8; 27/20; 11/8; 16/11; 23/17; 7/5; 7/5; 19/13; 23/17; 7/5; ; 7/5; 7/5; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 19/10; 2; 15/8; 15/8; 2; 19/10; 15/8; 19/10; 2; 2; 15/8; 2; 2; 37/19; 2; 2; 25/12; 2; 15/8; ; 9/5; 9/5; 2
Mirandes; 2; 21/10; 21/10; 2; 11/5; 41/20; 85/40; 21/10; 2; 21/10; 11/5; 2; 12/5; 21/10; 2; 9/4; 2; 21/10; 12/5; 21/10; 28/13; 19/8; 19/10; 21/10; ; 2; 2; 23/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-26 08:21:08 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 7/5; 11/8; 7/5; 7/5; 7/5; 13/10; 6/4; 13/10; 13/10; 16/11; 7/5; 7/5; 5/4; 29/20; 11/8; 27/20; 11/8; 16/11; 23/17; 7/5; 7/5; 22/15; 23/17; 7/5; ; 7/5; ; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 15/8; 2; 19/10; 15/8; 19/10; 2; 2; 15/8; 2; 2; 37/19; 2; 2; 33/16; 2; 15/8; ; 9/5; 7/4; 2
Mirandes; 2; 21/10; 21/10; 2; 11/5; 2; 85/40; 21/10; 2; 21/10; 11/5; 2; 12/5; 21/10; 2; 9/4; 2; 21/10; 12/5; 21/10; 28/13; 19/8; 19/10; 21/10; ; 2; ; 23/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-26 12:21:26 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 7/5; 11/8; 7/5; 7/5; 7/5; 13/10; 6/4; 13/10; 13/10; 16/11; 7/5; 7/5; 5/4; 29/20; 11/8; 27/20; 11/8; 16/11; 23/17; 7/5; 7/5; 22/15; 23/17; 7/5; ; 7/5; 7/5; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 15/8; 2; 19/10; 15/8; 19/10; 2; 2; 15/8; 2; 2; 37/19; 2; 2; 33/16; 2; 15/8; ; 9/5; 19/10; 2
Mirandes; 2; 21/10; 21/10; 2; 11/5; 2; 85/40; 21/10; 2; 21/10; 11/5; 2; 12/5; 21/10; 2; 9/4; 2; 21/10; 12/5; 21/10; 28/13; 19/8; 19/10; 21/10; ; 2; 2; 23/10
META; spain/la-liga-segunda/reus-deportiu-v-mirandes; 2016-08-26 16:22:13 GMT+3; 2016-08-27 18:00; e70300-dr003
Reus Deportiu; 7/5; 11/8; 7/5; 7/5; 7/5; 13/10; 6/4; 13/10; 13/10; 16/11; 7/5; 7/5; 5/4; 29/20; 11/8; 27/20; 11/8; 16/11; 23/17; 7/5; 7/5; 22/15; 23/17; 7/5; ; 7/5; 7/5; 6/4
Draw; 11/5; 19/10; 19/10; 2; 2; 39/20; 2; 15/8; 15/8; 2; 19/10; 15/8; 19/10; 2; 2; 15/8; 2; 2; 37/19; 2; 2; 33/16; 2; 15/8; ; 9/5; 19/10; 2
Mirandes; 2; 21/10; 21/10; 2; 11/5; 2; 85/40; 21/10; 2; 21/10; 11/5; 2; 12/5; 21/10; 2; 9/4; 2; 21/10; 12/5; 21/10; 28/13; 19/8; 19/10; 21/10; ; 2; 2; 23/10
