META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-07 04:25:11 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-07 08:25:28 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-07 12:29:38 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-07 16:29:51 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-07 20:27:26 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-08 00:26:45 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-08 04:23:47 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-08 08:23:59 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-08 12:24:53 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-08 16:25:39 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-08 20:25:19 GMT+2; 2017-01-14 19:00; e70300-dr003
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/100; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-09 00:23:51 GMT+2; 2017-01-14 19:00; e70300-dr003
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-09 04:23:14 GMT+2; 2017-01-14 19:00; e70300-dr003
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-09 08:23:41 GMT+2; 2017-01-14 19:00; e70300-dr003
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/33; ; 
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/4; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-09 12:23:51 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 57/50; ; ; ; ; 3/10; ; 
Draw; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 109/50; ; ; ; ; 6/5; ; 
Zaragoza; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 31/10; ; ; ; ; 20/21; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-09 16:24:49 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 19/20; 1; 21/20; 1; ; 19/20; 21/20; ; ; 21/20; 21/20; ; 1; ; 1; ; 1; ; ; 1; 28/25; ; ; 19/20; ; 1; ; 
Draw; 2; 21/10; 21/10; 11/5; ; 21/10; 9/4; ; ; 21/10; 21/10; ; 9/4; ; 9/4; ; 28/13; ; ; 21/10; 11/5; ; ; 21/10; ; 2; ; 
Zaragoza; 3; 11/4; 13/5; 11/4; ; 11/4; 29/10; ; ; 14/5; 13/5; ; 57/20; ; 14/5; ; 37/13; ; ; 37/13; 31/10; ; ; 14/5; ; 5/2; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-09 20:24:31 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 19/20; 21/20; 11/10; 21/20; ; 19/20; 11/10; ; 1; 21/20; 11/10; ; 21/20; 21/20; 1; ; 1; 19/20; ; 1; 28/25; 21/20; ; 19/20; ; 1; ; 
Draw; 2; 21/10; 21/10; 21/10; ; 43/20; 9/4; ; 2; 21/10; 21/10; ; 11/5; 11/5; 9/4; ; 21/10; 2; ; 21/10; 11/5; 11/5; ; 21/10; ; 2; ; 
Zaragoza; 3; 13/5; 13/5; 11/4; ; 5/2; 14/5; ; 13/5; 14/5; 5/2; ; 14/5; 5/2; 14/5; ; 37/13; 13/4; ; 37/13; 31/10; 23/10; ; 14/5; ; 5/2; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-10 00:24:21 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 11/10; 1; 21/20; 21/20; ; 19/20; 21/20; ; 1; 21/20; 21/20; ; 21/20; 1; 1; 21/20; 1; 19/20; 1; 1; 28/25; 21/20; 1; 21/20; ; 1; ; 
Draw; 21/10; 21/10; 21/10; 21/10; ; 43/20; 9/4; ; 2; 21/10; 21/10; ; 11/5; 9/4; 9/4; 2; 28/13; 2; 11/5; 28/13; 11/5; 11/5; 11/5; 21/10; ; 2; ; 
Zaragoza; 14/5; 11/4; 27/10; 11/4; ; 5/2; 29/10; ; 13/5; 14/5; 27/10; ; 57/20; 5/2; 14/5; 11/4; 37/13; 13/4; 3; 37/13; 31/10; 23/10; 3; 13/5; ; 5/2; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-10 04:24:31 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 11/10; 1; 21/20; 21/20; ; 19/20; 21/20; 10/11; 1; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 19/20; 1; 1; 28/25; 21/20; 1; 21/20; ; 1; ; 
Draw; 21/10; 85/40; 21/10; 21/10; ; 43/20; 9/4; 21/10; 2; 21/10; 21/10; ; 11/5; 9/4; 9/4; 11/5; 21/10; 2; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; ; 2; ; 
Zaragoza; 14/5; 11/4; 13/5; 11/4; ; 5/2; 29/10; 13/5; 13/5; 14/5; 13/5; ; 14/5; 5/2; 14/5; 11/4; 37/13; 13/4; 3; 37/13; 31/10; 23/10; 3; 13/5; ; 5/2; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-10 08:24:41 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 11/10; 1; 21/20; 21/20; ; 1; 21/20; 10/11; 1; 21/20; 21/20; ; 21/20; 21/20; 1; 1; 1; 19/20; 1; 1; 28/25; 21/20; 1; 21/20; ; 1; ; 
Draw; 21/10; 85/40; 21/10; 21/10; ; 21/10; 9/4; 21/10; 2; 21/10; 21/10; ; 11/5; 9/4; 9/4; 11/5; 28/13; 2; 11/5; 28/13; 11/5; 11/5; 11/5; 21/10; ; 2; ; 
Zaragoza; 14/5; 11/4; 13/5; 11/4; ; 5/2; 29/10; 13/5; 13/5; 14/5; 13/5; ; 14/5; 5/2; 14/5; 11/4; 14/5; 13/4; 3; 14/5; 31/10; 23/10; 3; 13/5; ; 5/2; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-10 12:24:50 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 11/10; 1; 21/20; 21/20; ; 1; 11/10; 10/11; 1; 11/10; 21/20; ; 21/20; 21/20; 1; 1; 1; 19/20; 1; 1; 28/25; 21/20; 1; 21/20; ; 1; ; 
Draw; 21/10; 85/40; 21/10; 21/10; ; 21/10; 9/4; 21/10; 2; 21/10; 21/10; ; 11/5; 9/4; 9/4; 11/5; 28/13; 2; 11/5; 28/13; 11/5; 11/5; 11/5; 21/10; ; 2; ; 
Zaragoza; 14/5; 11/4; 27/10; 11/4; ; 5/2; 11/4; 13/5; 13/5; 14/5; 13/5; ; 14/5; 5/2; 14/5; 11/4; 14/5; 13/4; 3; 14/5; 31/10; 23/10; 3; 13/5; ; 5/2; ; 
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-10 16:25:18 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 11/10; 21/20; 11/10; 21/20; ; 1; 11/10; 10/11; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 19/20; 1; 21/20; 117/100; 21/20; 1; 11/10; ; 1; 21/20; 10/9
Draw; 21/10; 85/40; 21/10; 21/10; ; 21/10; 9/4; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 2; 11/5; 21/10; 54/25; 11/5; 11/5; 21/10; ; 21/10; 21/10; 9/4
Zaragoza; 14/5; 13/5; 13/5; 11/4; ; 5/2; 11/4; 13/5; 5/2; 14/5; 5/2; 13/5; 11/4; 12/5; 14/5; 13/5; 11/4; 13/4; 3; 11/4; 3; 23/10; 3; 5/2; ; 14/5; 5/2; 14/5
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-10 20:25:18 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 21/20; 21/20; 11/10; 21/20; ; 1; 11/10; 10/11; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 19/20; 1; 21/20; 29/25; 21/20; 1; 11/10; ; 21/20; 21/20; 10/9
Draw; 21/10; 85/40; 21/10; 21/10; ; 21/10; 9/4; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 21/10; 2; 11/5; 21/10; 11/5; 11/5; 11/5; 21/10; ; 21/10; 21/10; 9/4
Zaragoza; 3; 13/5; 13/5; 11/4; ; 5/2; 11/4; 13/5; 5/2; 14/5; 5/2; 13/5; 11/4; 12/5; 14/5; 13/5; 14/5; 13/4; 3; 14/5; 3; 23/10; 3; 5/2; ; 14/5; 13/5; 14/5
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-11 00:24:13 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 21/20; 21/20; 11/10; 21/20; ; 1; 11/10; 10/11; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 11/10; 1; 21/20; 29/25; 21/20; 1; 11/10; ; 1; 1; 10/9
Draw; 21/10; 85/40; 21/10; 21/10; ; 21/10; 9/4; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 28/13; 19/10; 11/5; 28/13; 109/50; 11/5; 11/5; 21/10; ; 21/10; 2; 9/4
Zaragoza; 3; 13/5; 13/5; 11/4; ; 5/2; 11/4; 13/5; 5/2; 14/5; 5/2; 13/5; 11/4; 12/5; 14/5; 13/5; 11/4; 29/10; 3; 11/4; 3; 23/10; 3; 5/2; ; 3; 13/5; 14/5
META; spain/la-liga-segunda/tenerife-v-zaragoza; 2017-01-11 04:24:29 GMT+2; 2017-01-14 19:00; e70300-dr003
Tenerife; 21/20; 21/20; 11/10; 21/20; ; 1; 11/10; 10/11; 21/20; 11/10; 11/10; 21/20; 21/20; 21/20; 1; 21/20; 21/20; 11/10; 1; 21/20; 29/25; 21/20; 1; 11/10; ; 1; 1; 10/9
Draw; 21/10; 85/40; 21/10; 21/10; ; 21/10; 9/4; 21/10; 2; 21/10; 21/10; 11/5; 11/5; 11/5; 9/4; 11/5; 28/13; 19/10; 11/5; 28/13; 109/50; 11/5; 11/5; 21/10; ; 21/10; 2; 9/4
Zaragoza; 3; 13/5; 13/5; 11/4; ; 5/2; 11/4; 13/5; 5/2; 14/5; 5/2; 13/5; 11/4; 12/5; 14/5; 13/5; 11/4; 29/10; 3; 11/4; 3; 23/10; 3; 5/2; ; 3; 13/5; 14/5
