META; english/league-2/lincoln-v-wycombe; 2018-04-16 20:41:25 GMT+3; 2018-04-17 19:45; e70300-dr003
Lincoln; 11/8; 13/10; 27/20; 11/8; 139/00; 7/5; 13/10; 13/10; 13/10; 11/8; 7/5; 13/10; 11/8; 13/10; 23/20; 11/8; 23/17; 13/10; 23/18; 13/10; 7/5; 23/17; 13/10; 5/4; 6/5; 11/8; 11/8
Wycombe; 11/5; 21/10; 21/10; 2; 11/5; 21/10; 2; 2; 21/10; 2; 21/10; 15/8; 41/20; 2; 39/19; 2; 2; 21/10; 39/19; 2; 19/10; 17/10; 21/10; 21/10; ; ; 
Draw; 12/5; 9/4; 11/5; 9/4; 12/5; 12/5; 11/5; 23/10; 40/17; 11/5; 9/4; 9/4; 23/10; 43/20; 21/10; 9/4; 9/4; 23/10; 40/17; 40/17; 12/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10
META; english/league-2/lincoln-v-wycombe; 2018-04-17 20:43:46 GMT+3; 2018-04-17 19:45; e70300-dr003
Lincoln; 27/20; 13/10; 11/8; 13/10; 141/00; 13/10; 11/8; 13/10; 23/18; 11/8; 11/8; 13/10; 11/8; 6/5; 13/10; 13/10; 5/4; 17/13; 23/18; 11/8; 13/10; 13/10; 13/10; 27/20; 27/20; 27/20; 
Wycombe; 11/5; 11/5; 11/5; 11/5; 109/0; 23/10; 21/10; 9/4; 39/19; 11/5; 21/10; 21/10; 21/10; 19/10; 21/10; 21/10; 21/10; 2; 39/19; 85/40; 28/13; 11/5; 11/5; 11/5; 11/5; 23/10; 
Draw; 5/2; 11/5; 21/10; 11/5; 119/0; 11/5; 9/4; 21/10; 40/17; 21/10; 9/4; 9/4; 11/5; 41/20; 21/10; 11/5; 11/5; 23/10; 23/10; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 23/10; 23/10
