META; english/league-2/colchester-v-accrington; 2018-04-03 18:20:31 GMT+3; 2018-04-07 15:00; e70300-dr003
Accrington; 31/20; 8/5; 13/8; 8/5; 42/25; 13/8; 8/5; 6/4; 6/4; 33/20; 8/5; 8/5; 8/5; 17/10; 8/5; 17/11; 17/11; 31/21; 6/4; 8/5; 8/5; 17/11; 6/4; 6/4; 13/8
Colchester; 13/8; 7/4; 7/4; 13/8; 189/100; 9/5; 7/4; 17/10; 7/4; 7/4; 7/4; 7/4; 17/10; 9/5; 17/10; 17/10; 7/4; 11/7; 7/4; 17/10; 17/10; 7/4; 13/8; 8/5; 9/5
Draw; 12/5; 11/5; 21/10; 21/10; 113/50; 23/10; 21/10; 9/4; 40/17; 21/10; 9/4; 11/5; 41/20; 11/5; 9/4; 28/13; 11/5; 9/4; 40/17; 12/5; 11/5; 11/5; 2; 19/10; 11/5
META; english/league-2/colchester-v-accrington; 2018-04-04 08:19:34 GMT+3; 2018-04-07 15:00; e70300-dr003
Accrington; 31/20; 8/5; 13/8; 8/5; 42/25; 13/8; 8/5; 6/4; 6/4; 33/20; 8/5; 8/5; 8/5; 17/10; 8/5; 17/11; 17/11; 31/21; 6/4; 8/5; 8/5; 17/11; 6/4; 6/4; 13/8
Colchester; 13/8; 7/4; 7/4; 13/8; 189/100; 9/5; 7/4; 17/10; 7/4; 7/4; 7/4; 7/4; 17/10; 9/5; 17/10; 17/10; 7/4; 11/7; 7/4; 17/10; 17/10; 7/4; 13/8; 8/5; 9/5
Draw; 12/5; 11/5; 21/10; 21/10; 113/50; 23/10; 21/10; 9/4; 40/17; 21/10; 9/4; 11/5; 41/20; 11/5; 9/4; 28/13; 11/5; 9/4; 40/17; 12/5; 11/5; 11/5; 2; 19/10; 11/5
META; english/league-2/colchester-v-accrington; 2018-04-04 18:21:00 GMT+3; 2018-04-07 15:00; e70300-dr003
Accrington; 31/20; 8/5; 13/8; 8/5; 13/8; 8/5; 6/4; 6/4; 33/20; 8/5; 8/5; 8/5; 17/10; 8/5; 8/5; 17/11; 31/21; 6/4; 13/8; 8/5; 8/5; 6/4; 6/4; 13/8; 13/8; 
Colchester; 17/10; 7/4; 7/4; 13/8; 189/00; 9/5; 7/4; 17/10; 7/4; 7/4; 7/4; 7/4; 17/10; 9/5; 7/4; 7/4; 7/4; 11/7; 7/4; 7/4; 17/10; 9/5; 7/4; 13/8; 9/5; 9/5
Draw; 9/4; 11/5; 21/10; 21/10; 113/0; 23/10; 21/10; 9/4; 40/17; 21/10; 9/4; 11/5; 41/20; 11/5; 11/5; 11/5; 11/5; 9/4; 40/17; 9/4; 11/5; 11/5; 2; 21/10; 11/5; 11/5
META; english/league-2/colchester-v-accrington; 2018-04-05 13:14:30 GMT+3; 2018-04-07 15:00; e70300-dr003
Accrington; 31/20; 8/5; 13/8; 8/5; 13/8; 8/5; 6/4; 8/5; 13/8; 8/5; 13/8; 8/5; 31/20; 17/10; 8/5; 8/5; 17/11; 31/21; 8/5; 8/5; 8/5; 6/4; 6/4; 13/8; 13/8; 
Colchester; 17/10; 7/4; 7/4; 13/8; 189/100; 9/5; 7/4; 17/10; 7/4; 9/5; 7/4; 9/5; 17/10; 7/4; 9/5; 7/4; 7/4; 7/4; 11/7; 7/4; 9/5; 9/5; 7/4; 17/10; 9/5; 9/5
Draw; 9/4; 11/5; 21/10; 21/10; 113/50; 12/5; 21/10; 9/4; 28/13; 21/10; 9/4; 21/10; 23/10; 41/20; 11/5; 11/5; 28/13; 11/5; 9/4; 28/13; 9/4; 11/5; 21/10; 9/4; 11/5; 11/5
META; english/league-2/colchester-v-accrington; 2018-04-06 08:19:50 GMT+3; 2018-04-07 15:00; e70300-dr003
Accrington; 13/8; 13/8; 13/8; 8/5; 167/100; 13/8; 8/5; 6/4; 8/5; 33/20; 8/5; 13/8; 13/8; 8/5; 17/10; 8/5; 8/5; 17/11; 17/11; 8/5; 31/20; 8/5; 6/4; 8/5; 13/8; 13/8
Colchester; 19/10; 15/8; 9/5; 13/8; 197/100; 15/8; 9/5; 9/5; 15/8; 15/8; 9/5; 15/8; 9/5; 9/5; 15/8; 9/5; 24/13; 7/4; 23/13; 15/8; 9/5; 24/13; 9/5; 17/10; 19/10; 19/10
Draw; 23/10; 2; 21/10; 109/50; 23/10; 2; 9/4; 39/19; 2; 11/5; 2; 21/10; 39/20; 21/10; 21/10; 39/19; 11/5; 28/13; 39/19; 23/10; 21/10; 2; 15/8; 21/10; 21/10; 
META; english/league-2/colchester-v-accrington; 2018-04-07 12:20:56 GMT+3; 2018-04-07 15:00; e70300-dr003
Accrington; 7/4; 13/8; 17/10; 13/8; 43/25; 17/10; 13/8; 13/8; 8/5; 17/10; 17/10; 13/8; 17/10; 33/20; 17/10; 8/5; 28/17; 17/11; 48/29; 8/5; 17/10; 28/17; 17/10; 7/4; 17/10; 7/4
Colchester; 9/5; 15/8; 7/4; 9/5; 37/20; 9/5; 7/4; 7/4; 24/13; 7/4; 7/4; 7/4; 7/4; 17/10; 9/5; 9/5; 7/4; 7/4; 22/13; 24/13; 7/4; 7/4; 7/4; 7/4; 9/5; 9/5
Draw; 23/10; 2; 21/10; 9/4; 9/4; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 21/10; 2; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 23/10; 28/13; 2; 21/10; 11/5; 21/10; 
