META; english/league-2/carlisle-v-crawley; 2018-03-12 10:28:13 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 1; 11/10; 1; 21/20; 19/20; 1; 5/6; 1; 1; 1; 1; 66/67; 1; 1; 5/6; 1; ; ; ; ; 
Draw; 12/5; 12/5; 9/4; 5/2; 12/5; 23/10; 9/4; 40/17; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; 40/17; 12/5; 47/20; 9/4; 21/10; 12/5
Crawley; 11/4; 12/5; 14/5; 74/25; 3; 13/5; 11/4; 11/4; 14/5; 3; 11/4; 13/5; 13/5; 12/5; 11/4; 29/10; 14/5; 45/17; 11/4; 14/5; 
META; english/league-2/carlisle-v-crawley; 2018-03-12 20:20:19 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 1; 1; 103/00; 19/20; 1; 5/6; 1; 19/20; 1; 1; 1; 19/20; 1; 66/67; 1; 19/20; 19/20; 5/6; 20/21; 1; ; ; ; ; ; 
Draw; 12/5; 23/10; 9/4; 11/5; 123/0; 12/5; 23/10; 9/4; 40/17; 9/4; 12/5; 11/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 9/4; 21/10; 21/10; 12/5
Crawley; 11/4; 29/10; 29/10; 13/5; 31/10; 3; 14/5; 11/4; 11/4; 14/5; 3; 13/5; 11/4; 11/4; 14/5; 11/4; 13/5; 12/5; 11/4; 29/10; 57/20; 14/5; 11/4; 5/2; 3; 
META; english/league-2/carlisle-v-crawley; 2018-03-13 12:23:06 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 1; 1; 103/00; 19/20; 1; 5/6; 1; 19/20; 1; 19/20; 1; 19/20; 1; 66/67; 1; 19/20; 19/20; 5/6; 20/21; 1; ; ; ; ; ; 
Draw; 12/5; 23/10; 9/4; 11/5; 123/0; 12/5; 23/10; 9/4; 40/17; 9/4; 12/5; 11/5; 12/5; 11/5; 12/5; 23/10; 9/4; 12/5; 23/10; 40/17; 12/5; 23/10; 9/4; 21/10; 21/10; 12/5
Crawley; 11/4; 29/10; 29/10; 13/5; 31/10; 3; 14/5; 11/4; 11/4; 14/5; 3; 13/5; 14/5; 11/4; 14/5; 11/4; 13/5; 12/5; 11/4; 29/10; 57/20; 11/4; 11/4; 5/2; 3; 
META; english/league-2/carlisle-v-crawley; 2018-03-13 20:20:54 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 1; 1; 103/00; 19/20; 1; 5/6; 1; 19/20; 1; 19/20; 1; 1; 66/67; 1; 19/20; 1; 5/6; 20/21; 1; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 9/4; 11/5; 123/0; 12/5; 23/10; 9/4; 40/17; 23/10; 12/5; 11/5; 12/5; 11/5; 12/5; 23/10; 23/10; 12/5; 23/10; 40/17; 12/5; 23/10; 23/10; 21/10; 21/10; 12/5
Crawley; 11/4; 29/10; 29/10; 13/5; 31/10; 3; 14/5; 11/4; 11/4; 29/10; 3; 13/5; 14/5; 11/4; 14/5; 14/5; 13/5; 12/5; 11/4; 29/10; 57/20; 14/5; 11/4; 5/2; 3; 
META; english/league-2/carlisle-v-crawley; 2018-03-14 20:19:56 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 1; 1; 103/00; 19/20; 1; 5/6; 1; 1; 1; 19/20; 1; 1; 66/67; 1; 19/20; 1; 5/6; 20/21; 20/21; 1; ; ; ; ; ; 
Draw; 12/5; 23/10; 9/4; 11/5; 123/0; 12/5; 23/10; 9/4; 40/17; 23/10; 23/10; 11/5; 12/5; 11/5; 12/5; 9/4; 12/5; 23/10; 40/17; 23/10; 23/10; 40/17; 21/10; 21/10; 12/5; 12/5
Crawley; 11/4; 29/10; 29/10; 13/5; 31/10; 3; 14/5; 11/4; 11/4; 29/10; 3; 13/5; 14/5; 11/4; 14/5; 37/13; 13/5; 12/5; 11/4; 3; 57/20; 37/13; 11/4; 5/2; 3; 
META; english/league-2/carlisle-v-crawley; 2018-03-15 13:12:33 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 1; 1; 51/50; 1; 10/11; 1; 19/20; 20/21; 1; 19/20; 1; 1; 66/67; 1; 1; 10/11; 20/21; 20/21; 1; ; ; ; ; ; ; ; 
Draw; 12/5; 23/10; 23/10; 11/5; 63/25; 5/2; 23/10; 23/10; 40/17; 12/5; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 40/17; 12/5; 23/10; 40/17; 12/5; 47/20; 12/5; 9/4; 11/5; 12/5; 5/2
Crawley; 11/4; 29/10; 11/4; 13/5; 61/20; 31/10; 11/4; 11/4; 11/4; 14/5; 3; 14/5; 13/5; 27/10; 14/5; 14/5; 14/5; 13/5; 12/5; 11/4; 29/10; 59/20; 14/5; 14/5; 12/5; 3; 
META; english/league-2/carlisle-v-crawley; 2018-03-15 20:19:57 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 19/20; 19/20; 1; 51/50; 1; 10/11; 1; 19/20; 20/21; 1; 19/20; 1; 19/20; 19/20; 1; 66/67; 1; 1; 20/21; 20/21; 20/21; 1; ; ; ; 
Draw; 12/5; 12/5; 11/5; 63/25; 5/2; 12/5; 23/10; 40/17; 12/5; 12/5; 5/2; 12/5; 23/10; 12/5; 12/5; 12/5; 12/5; 23/10; 40/17; 12/5; 47/20; 12/5; 23/10; 23/10; 12/5; 5/2
Crawley; 29/10; 29/10; 14/5; 13/5; 61/20; 31/10; 11/4; 11/4; 14/5; 3; 14/5; 13/5; 27/10; 14/5; 14/5; 37/13; 13/5; 12/5; 11/4; 29/10; 59/20; 29/10; 14/5; 3; 3; 
META; english/league-2/carlisle-v-crawley; 2018-03-16 10:20:37 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 1; 19/20; 1; 51/50; 1; 20/21; 10/11; 1; 19/20; 20/21; 1; 19/20; 1; 19/20; 1; 66/67; 1; 1; 20/21; 20/21; 1; ; ; ; ; 
Draw; 12/5; 12/5; 11/5; 63/25; 5/2; 23/10; 12/5; 40/17; 12/5; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 40/17; 12/5; 23/10; 40/17; 12/5; 47/20; 12/5; 23/10; 23/10; 12/5; 5/2
Crawley; 10/3; 29/10; 14/5; 13/5; 61/20; 31/10; 14/5; 11/4; 11/4; 14/5; 3; 14/5; 13/5; 27/10; 14/5; 14/5; 11/4; 13/5; 12/5; 11/4; 29/10; 59/20; 11/4; 14/5; 3; 3
META; english/league-2/carlisle-v-crawley; 2018-03-16 16:23:45 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 1; 19/20; 1; 51/50; 1; 1; 19/20; 20/21; 1; 19/20; 1; 19/20; 1; 1; 1; 20/21; 20/21; 1; ; ; ; ; ; ; ; 
Draw; 12/5; 12/5; 12/5; 63/25; 5/2; 12/5; 12/5; 40/17; 12/5; 12/5; 5/2; 12/5; 23/10; 12/5; 23/10; 40/17; 12/5; 12/5; 40/17; 12/5; 47/20; 12/5; 23/10; 23/10; 12/5; 5/2
Crawley; 10/3; 29/10; 14/5; 14/5; 61/20; 31/10; 14/5; 11/4; 14/5; 3; 14/5; 13/5; 27/10; 14/5; 14/5; 11/4; 13/5; 13/5; 11/4; 29/10; 59/20; 11/4; 14/5; 3; 14/5; 
META; english/league-2/carlisle-v-crawley; 2018-03-17 12:19:55 GMT+2; 2018-03-17 15:00; e70300-dr003
Carlisle; 1; 19/20; 19/20; 51/50; 1; 19/20; 1; 19/20; 1; 19/20; 1; 19/20; 19/20; 1; 19/20; 1; 20/21; 20/21; 20/21; 1; ; ; ; ; ; 
Draw; 12/5; 12/5; 12/5; 63/25; 13/5; 12/5; 40/17; 12/5; 12/5; 23/10; 12/5; 23/10; 12/5; 23/10; 40/17; 12/5; 12/5; 40/17; 12/5; 47/20; 40/17; 23/10; 23/10; 12/5; 5/2; 
Crawley; 10/3; 29/10; 14/5; 3; 61/20; 31/10; 29/10; 29/10; 14/5; 3; 14/5; 11/4; 27/10; 14/5; 14/5; 37/13; 13/5; 13/5; 29/10; 29/10; 59/20; 29/10; 3; 14/5; 3; 14/5
