META; english/efl-cup/blackpool-v-bolton; 2016-07-29 00:20:19 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; 1; 1; 1; ; 21/20; 1; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 19/20; 1; ; 21/20; 42/41; ; 20/21; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 13/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 49/20; ; 12/5; 12/5; 12/5; 12/5; 12/5; ; 28/11; 12/5; ; 11/5; ; 
Blackpool; 11/4; 5/2; 11/4; 13/5; ; 13/5; 13/5; 13/5; ; 11/4; 5/2; 5/2; ; 51/20; ; 11/4; 13/5; 11/4; 11/4; 11/4; ; 29/10; 11/5; ; 12/5; ; 
META; english/efl-cup/blackpool-v-bolton; 2016-07-29 04:19:28 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; 1; 1; 1; ; 21/20; 1; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 19/20; 1; 1; 21/20; 42/41; ; 20/21; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 13/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 49/20; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 28/11; 12/5; ; 11/5; ; 
Blackpool; 11/4; 5/2; 11/4; 13/5; ; 13/5; 13/5; 13/5; ; 11/4; 5/2; 5/2; ; 51/20; ; 11/4; 13/5; 11/4; 11/4; 11/4; 5/2; 29/10; 11/5; ; 12/5; ; 
META; english/efl-cup/blackpool-v-bolton; 2016-07-29 08:19:23 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; 1; 1; 1; ; 21/20; 1; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 19/20; 1; 1; 21/20; 42/41; ; 20/21; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 13/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 49/20; ; 12/5; 12/5; 12/5; 12/5; 12/5; 12/5; 28/11; 12/5; ; 23/10; ; 
Blackpool; 11/4; 5/2; 11/4; 13/5; ; 13/5; 13/5; 13/5; ; 11/4; 5/2; 5/2; ; 51/20; ; 11/4; 13/5; 11/4; 11/4; 11/4; 5/2; 29/10; 11/5; ; 12/5; ; 
META; english/efl-cup/blackpool-v-bolton; 2016-07-29 12:19:42 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; 1; 1; 1; ; 21/20; 1; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 19/20; 1; 1; 21/20; 42/41; ; 20/21; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 13/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 49/20; ; 12/5; 12/5; 12/5; 12/5; 12/5; 40/17; 28/11; 12/5; ; 11/5; ; 
Blackpool; 11/4; 5/2; 11/4; 13/5; ; 13/5; 13/5; 13/5; ; 11/4; 5/2; 5/2; ; 51/20; ; 11/4; 13/5; 11/4; 11/4; 11/4; 5/2; 29/10; 11/5; ; 12/5; ; 
META; english/efl-cup/blackpool-v-bolton; 2016-07-29 16:20:22 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; 1; 1; 1; ; 21/20; 1; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 19/20; 1; 1; 21/20; 42/41; ; 20/21; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 13/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 49/20; ; 12/5; 12/5; 12/5; 12/5; 12/5; 40/17; 28/11; 12/5; ; 23/10; ; 
Blackpool; 11/4; 5/2; 11/4; 13/5; ; 13/5; 13/5; 13/5; ; 11/4; 5/2; 5/2; ; 51/20; ; 11/4; 13/5; 11/4; 11/4; 11/4; 5/2; 29/10; 11/5; ; 12/5; ; 
META; english/efl-cup/blackpool-v-bolton; 2016-07-29 20:21:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Bolton; 1; 1; 1; 1; ; 21/20; 1; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 19/20; 1; 1; 21/20; 42/41; ; 20/21; ; 
Draw; 12/5; 12/5; 12/5; 12/5; ; 13/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 49/20; ; 12/5; 12/5; 12/5; 12/5; 12/5; 40/17; 28/11; 12/5; ; 23/10; ; 
Blackpool; 11/4; 5/2; 11/4; 13/5; ; 13/5; 13/5; 13/5; ; 11/4; 5/2; 5/2; ; 51/20; ; 11/4; 13/5; 11/4; 11/4; 11/4; 5/2; 29/10; 11/5; ; 12/5; ; 
META; english/efl-cup/blackpool-v-bolton; 2016-07-30 00:20:36 GMT+3; 2016-08-09 19:45; e70300-dr003
