META; english/efl-cup/newport-county-v-mk-dons; 2016-07-29 00:20:55 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; 11/10; 11/10; 23/20; ; 11/10; 23/20; 11/10; ; 11/10; 23/20; 23/20; ; 11/10; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; ; 21/20; ; 
Draw; 12/5; 12/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 47/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; ; 21/10; ; 
Newport County; 12/5; 9/4; 12/5; 12/5; ; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 47/20; ; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; 29/11; 2; ; 21/10; ; 
META; english/efl-cup/newport-county-v-mk-dons; 2016-07-29 04:20:05 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; 11/10; 11/10; 23/20; ; 11/10; 23/20; 11/10; ; 11/10; 23/20; 23/20; ; 11/10; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; ; 21/20; ; 
Draw; 12/5; 12/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 47/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; ; 21/10; ; 
Newport County; 12/5; 9/4; 12/5; 12/5; ; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 47/20; ; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; 29/11; 2; ; 21/10; ; 
META; english/efl-cup/newport-county-v-mk-dons; 2016-07-29 08:19:58 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; 11/10; 11/10; 23/20; ; 11/10; 23/20; 11/10; ; 11/10; 23/20; 23/20; ; 11/10; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; ; 21/20; ; 
Draw; 12/5; 12/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 47/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; ; 21/10; ; 
Newport County; 12/5; 9/4; 12/5; 12/5; ; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 47/20; ; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; 29/11; 2; ; 21/10; ; 
META; english/efl-cup/newport-county-v-mk-dons; 2016-07-29 12:20:21 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; 11/10; 11/10; 23/20; ; 11/10; 23/20; 11/10; ; 11/10; 23/20; 23/20; ; 11/10; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; ; 21/20; ; 
Draw; 12/5; 12/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 47/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; ; 21/10; ; 
Newport County; 12/5; 9/4; 12/5; 12/5; ; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 47/20; ; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; 29/11; 2; ; 21/10; ; 
META; english/efl-cup/newport-county-v-mk-dons; 2016-07-29 16:20:58 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; 11/10; 11/10; 23/20; ; 11/10; 23/20; 11/10; ; 11/10; 23/20; 23/20; ; 11/10; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; ; 21/20; ; 
Draw; 12/5; 12/5; 5/2; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 47/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; ; 21/10; ; 
Newport County; 12/5; 9/4; 12/5; 12/5; ; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 47/20; ; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; 29/11; 2; ; 21/10; ; 
META; english/efl-cup/newport-county-v-mk-dons; 2016-07-29 20:22:41 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; 11/10; 11/10; 11/10; ; 11/10; 23/20; 11/10; ; 11/10; 23/20; 23/20; ; 11/10; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; ; 21/20; ; 
Draw; 12/5; 12/5; 5/2; 5/2; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 47/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; ; 21/10; ; 
Newport County; 12/5; 9/4; 12/5; 23/10; ; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 47/20; ; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; 29/11; 2; ; 21/10; ; 
META; english/efl-cup/newport-county-v-mk-dons; 2016-07-30 00:21:17 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 11/10; 11/10; 11/10; 11/10; ; 11/10; 23/20; 11/10; ; 11/10; 23/20; 23/20; ; 11/10; ; 23/20; 11/10; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; ; 21/20; ; 
Draw; 12/5; 12/5; 5/2; 5/2; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 47/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 23/10; 5/2; 23/10; ; 21/10; ; 
Newport County; 12/5; 9/4; 12/5; 23/10; ; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 47/20; ; 12/5; 9/4; 12/5; 12/5; 12/5; 23/10; 29/11; 2; ; 21/10; ; 
META; english/efl-cup/newport-county-v-mk-dons; 2016-07-30 04:21:09 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 6/5; 11/10; 11/10; 6/5; ; 11/10; 5/4; 11/10; ; 11/10; 6/5; 6/5; ; 6/5; ; 5/4; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; 6/5; ; 23/20; ; 
Draw; 12/5; 12/5; 5/2; 12/5; ; 12/5; 12/5; 23/10; ; 12/5; 23/10; 11/5; ; 47/20; ; 12/5; 12/5; 12/5; 23/10; 12/5; 9/4; 5/2; 23/10; ; 21/10; ; 
Newport County; 11/5; 9/4; 12/5; 11/5; ; 23/10; 85/40; 23/10; ; 12/5; 11/5; 21/10; ; 21/10; ; 11/5; 9/4; 12/5; 12/5; 12/5; 28/13; 29/11; 19/10; ; 19/10; ; 
META; english/efl-cup/newport-county-v-mk-dons; 2016-07-30 08:22:04 GMT+3; 2016-08-09 19:45; e70300-dr003
MK Dons; 6/5; 11/10; 11/10; 6/5; ; 11/10; 5/4; 11/10; ; 11/10; 6/5; 6/5; ; 6/5; ; 5/4; 11/10; 11/10; 11/10; 11/10; 15/13; 15/13; 6/5; ; 23/20; ; 
