META; english/efl-cup/bristol-rovers-v-cardiff; 2016-07-29 00:20:24 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; 5/4; 13/10; ; 5/4; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; ; 7/5; 5/4; ; 6/5; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-03 16:20:56 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 15/8; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 21/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-03 20:21:28 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 24/13; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-04 00:20:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-04 04:20:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-04 08:20:07 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-04 12:20:34 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; ; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; ; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; ; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-04 16:20:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 12/5; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-04 20:23:10 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-05 00:20:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-05 04:19:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-05 08:19:31 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-05 12:20:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-05 16:21:28 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 5/4; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-05 20:21:02 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; ; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; 7/5; 5/4; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; ; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; 21/10; 24/13; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; ; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 5/2; 23/10; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-06 00:20:56 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; ; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; ; 7/5; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 21/10; 2; 2; ; ; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; ; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; ; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; ; 5/2; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-06 04:21:04 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; ; 7/5; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 21/10; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; ; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; ; 5/2; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-06 08:20:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; ; ; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 21/10; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; ; ; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; ; ; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-06 12:21:29 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; ; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 21/10; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 19/10; ; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; ; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-06 16:20:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; 5/4; 11/8; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; ; ; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 21/10; 2; 2; ; 2; 19/10; 19/10; ; 39/20; ; 21/10; 15/8; 2; 2; 2; ; ; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; ; ; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-06 20:21:20 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; ; 13/10; 11/10; ; 5/4; 13/10; 13/10; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 13/10; ; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; ; 2; 2; ; 2; 2; 19/10; ; 39/20; ; 21/10; 2; 2; 2; 2; 19/10; ; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; ; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 9/4; 5/2; 12/5; 5/2; 23/10; ; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-07 00:21:53 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 23/17; ; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; ; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; ; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-07 04:20:25 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 23/17; ; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; ; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; ; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-07 08:20:51 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-07 12:20:47 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-07 16:21:02 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 5/4; ; 13/10; ; 7/5; 13/10; 11/10; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 19/10; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 12/5; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-07 20:21:08 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 11/8; ; 13/10; ; 7/5; 11/8; 11/10; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 5/4; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 6/5; ; 
Bristol Rovers; 2; 2; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 23/10; ; 23/10; ; 12/5; 12/5; 11/5; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 11/5; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-08 00:20:46 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 11/8; ; 13/10; ; 7/5; 11/8; 5/4; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 13/10; ; 
Bristol Rovers; 2; 2; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 23/10; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; ; 23/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-08 01:45:30 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 5/4; 11/8; ; 13/10; ; 7/5; 11/8; 5/4; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 13/10; ; 
Bristol Rovers; 2; 2; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 2; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 23/10; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 9/4; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 23/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-08 03:45:29 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 29/20; 11/8; ; 13/10; ; 7/5; 11/8; 5/4; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 13/10; ; 
Bristol Rovers; 2; 2; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 23/10; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 23/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-08 04:20:20 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 29/20; 11/8; ; 13/10; ; 7/5; 11/8; 5/4; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 13/10; ; 
Bristol Rovers; 2; 2; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 23/10; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 23/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-08 05:45:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 29/20; 11/8; ; 13/10; ; 7/5; 11/8; 5/4; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 13/10; ; 
Bristol Rovers; 2; 2; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 23/10; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 23/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-08 06:25:00 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 29/20; 11/8; ; 13/10; ; 7/5; 11/8; 5/4; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 13/10; ; 
Bristol Rovers; 2; 2; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 23/10; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 23/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-08 07:45:27 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 29/20; 11/8; ; 13/10; ; 7/5; 11/8; 5/4; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 13/10; ; 
Bristol Rovers; 2; 2; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 23/10; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 23/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-08 08:20:24 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 29/20; 11/8; ; 13/10; ; 7/5; 11/8; 5/4; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 13/10; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 13/10; ; 
Bristol Rovers; 2; 2; ; 2; ; 41/20; 2; 2; ; 2; 19/10; 9/5; ; 39/20; ; 21/10; 15/8; 2; 2; 2; 37/19; 21/10; 37/19; ; 19/10; ; 
Draw; 5/2; 23/10; ; 23/10; ; 12/5; 12/5; 23/10; ; 5/2; 23/10; 11/5; ; 47/20; ; 5/2; 12/5; 5/2; 12/5; 5/2; 40/17; 5/2; 40/17; ; 23/10; ; 
META; english/efl-cup/bristol-rovers-v-cardiff; 2016-08-08 09:45:26 GMT+3; 2016-08-09 19:45; e70300-dr003
Cardiff; 29/20; 11/8; ; 13/10; ; 7/5; 11/8; 5/4; ; 5/4; 13/10; 6/5; ; 13/10; ; 5/4; 11/8; 5/4; 5/4; 5/4; 23/17; 7/5; 23/17; ; 13/10; ; 
