META; english/efl-cup/exeter-v-brentford; 2016-07-29 00:20:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 10/11; 20/21; ; 21/20; 1; 10/11; ; 9/10; 1; 19/20; ; 19/20; ; 10/11; 19/20; 9/10; 9/10; 9/10; ; 19/20; 66/67; ; 10/11; ; 
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-03 20:21:50 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 27/11; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 40/17; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-04 00:20:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 9/10; 21/20; 1; ; 1; ; 21/20; 19/20; 9/10; 9/10; 9/10; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 12/5; ; 11/4; 12/5; 12/5; ; 5/2; ; 5/2; 5/2; 11/4; 11/4; 11/4; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-04 04:20:32 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 12/5; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-04 08:20:26 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 12/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 12/5; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-04 12:20:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 1; ; 1; ; 21/20; ; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; ; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 12/5; ; 49/20; ; 5/2; ; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-04 16:21:26 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 12/5; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-04 20:23:29 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 27/10; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 12/5; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-05 00:20:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 11/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-05 04:20:00 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 11/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-05 08:19:48 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 11/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-05 12:20:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 11/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-05 16:21:51 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 1; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 5/2; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 12/5; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 11/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-05 20:21:21 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; ; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 66/67; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; ; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 27/11; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; ; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 11/5; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-06 00:21:16 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 10/11; ; ; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; ; 21/20; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; ; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; ; 45/17; 5/2; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 23/10; ; ; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; ; 11/4; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-06 04:21:22 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 10/11; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; ; 21/20; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; ; 45/17; 5/2; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 23/10; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; ; 11/4; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-06 08:21:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 10/11; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; ; ; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; ; ; 5/2; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 23/10; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; ; ; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-06 12:21:47 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 10/11; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; ; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; ; 5/2; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 23/10; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; ; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-06 16:21:12 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 10/11; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; ; ; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; ; ; 5/2; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; 5/2; 5/2; 23/10; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; ; ; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-06 20:21:39 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; ; 21/20; 10/11; ; 1; 21/20; 21/20; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 1; 21/20; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; ; 5/2; 23/10; ; 13/5; 5/2; 23/10; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 5/2; 45/17; 5/2; ; 11/5; ; 
Exeter; 5/2; 11/4; 12/5; 13/5; ; ; 5/2; 23/10; ; 27/11; 12/5; 23/10; ; 49/20; ; 5/2; 5/2; 27/11; 11/4; 12/5; 12/5; 11/4; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-07 00:22:11 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 10/11; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 12/5; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; 45/17; 5/2; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 23/10; ; 27/11; 12/5; 11/4; ; 49/20; ; 5/2; 13/5; 27/11; 11/4; 12/5; 12/5; 11/4; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-07 04:20:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 10/11; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 12/5; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; 45/17; 5/2; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 23/10; ; 27/11; 12/5; 11/4; ; 49/20; ; 5/2; 13/5; 27/11; 11/4; 12/5; 12/5; 11/4; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-07 08:21:09 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 10/11; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 12/5; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; 45/17; 5/2; ; 11/5; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 23/10; ; 27/11; 12/5; 11/4; ; 49/20; ; 5/2; 13/5; 27/11; 11/4; 12/5; 12/5; 11/4; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-07 12:21:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 1; 10/11; 21/20; 21/20; ; 11/10; 21/20; 10/11; ; 1; 21/20; 1; ; 1; ; 21/20; 19/20; 1; 9/10; 1; 21/20; 21/20; 21/20; ; 20/21; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 12/5; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; 45/17; 5/2; ; 9/4; ; 
Exeter; 5/2; 11/4; 49/20; 13/5; ; 5/2; 5/2; 23/10; ; 27/11; 12/5; 11/4; ; 49/20; ; 5/2; 13/5; 27/11; 11/4; 12/5; 12/5; 11/4; 5/2; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-07 16:21:21 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 11/10; 11/10; 11/10; 11/10; ; 23/20; 11/10; 10/11; ; 1; 11/10; 1; ; 21/20; ; 21/20; 1; 1; 9/10; 1; 21/20; 21/20; 21/20; ; 1; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 12/5; ; 5/2; ; 13/5; 5/2; 13/5; 13/5; 13/5; 28/11; 45/17; 5/2; ; 23/10; ; 
Exeter; 11/5; 12/5; 47/20; 5/2; ; 12/5; 12/5; 23/10; ; 27/11; 23/10; 11/4; ; 47/20; ; 5/2; 12/5; 27/11; 11/4; 12/5; 12/5; 11/4; 5/2; ; 9/4; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-07 20:21:26 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 11/10; 11/10; 23/20; 23/20; ; 6/5; 23/20; 10/11; ; 1; 23/20; 23/20; ; 11/10; ; 21/20; 1; 1; 1; 1; 11/10; 15/13; 8/7; ; 21/20; ; 
Exeter; 11/5; 12/5; 9/4; 12/5; ; 12/5; 23/10; 23/10; ; 27/11; 23/10; 11/5; ; 9/4; ; 5/2; 12/5; 27/11; 5/2; 12/5; 23/10; 27/11; 40/17; ; 21/10; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 13/5; 5/2; 23/10; ; 13/5; 5/2; 5/2; ; 49/20; ; 13/5; 5/2; 13/5; 5/2; 13/5; 5/2; 45/17; 27/11; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 00:21:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 11/10; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 23/20; 23/20; ; 23/20; ; 21/20; 21/20; 15/13; 1; 23/20; 15/13; 15/13; 8/7; ; 23/20; ; 
Exeter; 11/5; 12/5; 21/10; 12/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 11/5; ; 21/10; ; 5/2; 9/4; 11/5; 5/2; 11/5; 11/5; 27/11; 40/17; ; 2; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 5/2; ; 13/5; 5/2; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 01:45:47 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 11/10; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 23/20; 23/20; ; 23/20; ; 21/20; 21/20; 15/13; 1; 23/20; 15/13; 15/13; 8/7; ; 23/20; ; 
Exeter; 11/5; 12/5; 21/10; 12/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 11/5; ; 21/10; ; 5/2; 12/5; 11/5; 5/2; 11/5; 11/5; 27/11; 40/17; ; 2; ; 
Draw; 13/5; 5/2; 47/20; 12/5; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 5/2; ; 13/5; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 03:45:47 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 6/5; 23/20; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 8/7; ; 23/20; ; 
Exeter; 23/10; 12/5; 43/20; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 11/5; ; 11/5; ; 11/5; 9/4; 11/5; 5/2; 11/5; 11/5; 27/11; 40/17; ; 2; ; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 04:20:37 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 6/5; 23/20; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 8/7; ; 6/5; ; 
Exeter; 23/10; 12/5; 43/20; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 11/5; ; 11/5; ; 11/5; 9/4; 11/5; 5/2; 11/5; 11/5; 27/11; 40/17; ; 2; ; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 05:45:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 6/5; 23/20; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 8/7; ; 23/20; ; 
Exeter; 23/10; 12/5; 43/20; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 11/5; ; 11/5; ; 11/5; 9/4; 11/5; 5/2; 11/5; 11/5; 27/11; 40/17; ; 2; ; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 06:25:17 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 6/5; 23/20; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 8/7; ; 23/20; ; 
Exeter; 23/10; 12/5; 43/20; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 11/5; ; 11/5; ; 11/5; 9/4; 11/5; 5/2; 11/5; 11/5; 27/11; 40/17; ; 2; ; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 07:45:45 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 6/5; 23/20; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 8/7; ; 23/20; ; 
Exeter; 23/10; 12/5; 43/20; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 11/5; ; 11/5; ; 11/5; 9/4; 11/5; 5/2; 11/5; 11/5; 27/11; 40/17; ; 2; ; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 12/5; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 08:20:41 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 23/20; 23/20; ; 23/20; ; 6/5; 21/20; 15/13; 1; 23/20; 15/13; 15/13; 8/7; ; 23/20; ; 
Exeter; 23/10; 12/5; 43/20; 11/5; ; 23/10; 9/4; 12/5; ; 11/5; 11/5; 11/5; ; 11/5; ; 11/5; 12/5; 11/5; 5/2; 11/5; 11/5; 27/11; 40/17; ; 2; ; 
Draw; 13/5; 5/2; 47/20; 5/2; ; 5/2; 5/2; 5/2; ; 27/11; 12/5; 5/2; ; 49/20; ; 5/2; 12/5; 27/11; 5/2; 12/5; 5/2; 45/17; 27/11; ; 23/10; ; 
META; english/efl-cup/exeter-v-brentford; 2016-08-08 09:45:47 GMT+3; 2016-08-09 19:45; e70300-dr003
Brentford; 5/4; 11/10; 6/5; 23/20; ; 6/5; 6/5; 1; ; 15/13; 23/20; 23/20; ; 23/20; ; 6/5; 11/10; 15/13; 1; 23/20; 15/13; 15/13; 22/19; ; 23/20; ; 
