META; english/efl-cup/rochdale-v-chesterfield; 2016-07-29 00:21:09 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 6/5; 6/5; 6/5; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 5/4; 5/4; ; 23/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 9/4; 21/10; 9/4; 21/10; ; 9/4; 85/40; 21/10; ; 9/4; 11/5; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 52/21; 24/13; ; 19/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-29 04:20:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 6/5; 6/5; 6/5; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 5/4; 5/4; ; 23/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 9/4; 21/10; 9/4; 21/10; ; 9/4; 85/40; 21/10; ; 9/4; 11/5; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 52/21; 24/13; ; 19/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-29 08:20:11 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 6/5; 6/5; 6/5; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 5/4; 5/4; ; 23/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 9/4; 21/10; 9/4; 21/10; ; 9/4; 85/40; 21/10; ; 9/4; 11/5; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 52/21; 24/13; ; 19/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-29 12:20:35 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 6/5; 6/5; 6/5; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 5/4; 5/4; ; 23/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 9/4; 21/10; 9/4; 21/10; ; 9/4; 85/40; 21/10; ; 9/4; 11/5; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 52/21; 24/13; ; 19/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-29 16:21:12 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 6/5; 6/5; 6/5; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 5/4; 5/4; ; 23/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 9/4; 21/10; 9/4; 21/10; ; 9/4; 85/40; 21/10; ; 9/4; 11/5; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 52/21; 24/13; ; 19/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-29 20:22:55 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 6/5; 6/5; 6/5; 6/5; ; 13/10; 5/4; 6/5; ; 6/5; 6/5; 6/5; ; 6/5; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 5/4; 5/4; ; 23/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 9/4; 21/10; 9/4; 21/10; ; 9/4; 85/40; 21/10; ; 9/4; 11/5; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 28/13; 52/21; 24/13; ; 19/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-30 00:21:31 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 23/20; 6/5; 6/5; 23/20; ; 6/5; 23/20; 6/5; ; 6/5; 23/20; 23/20; ; 11/10; ; 5/4; 15/13; 6/5; 6/5; 6/5; 11/10; 5/4; 15/13; ; 21/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 12/5; 21/10; 9/4; 9/4; ; 12/5; 23/10; 21/10; ; 9/4; 12/5; 11/5; ; 47/20; ; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 52/21; 2; ; 21/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-30 04:21:23 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 23/20; 6/5; 6/5; 23/20; ; 6/5; 23/20; 6/5; ; 6/5; 23/20; 23/20; ; 11/10; ; 5/4; 15/13; 6/5; 6/5; 6/5; 11/10; 5/4; 15/13; ; 21/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 12/5; 21/10; 9/4; 9/4; ; 12/5; 23/10; 21/10; ; 9/4; 12/5; 11/5; ; 47/20; ; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 52/21; 2; ; 21/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-30 08:22:19 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 23/20; 6/5; 6/5; 23/20; ; 6/5; 23/20; 6/5; ; 6/5; 23/20; 23/20; ; 11/10; ; 5/4; 15/13; 6/5; 6/5; 6/5; 11/10; 5/4; 15/13; ; 21/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 12/5; 21/10; 9/4; 9/4; ; 12/5; 23/10; 21/10; ; 9/4; 12/5; 11/5; ; 47/20; ; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 52/21; 2; ; 21/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-30 12:22:44 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 23/20; 6/5; 6/5; 23/20; ; 6/5; 23/20; 6/5; ; 6/5; 23/20; 23/20; ; 11/10; ; 5/4; 6/5; 6/5; 6/5; 6/5; 11/10; 5/4; 15/13; ; 21/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 12/5; 21/10; 9/4; 9/4; ; 12/5; 23/10; 21/10; ; 9/4; 12/5; 11/5; ; 47/20; ; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 52/21; 2; ; 21/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-30 16:23:42 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 23/20; 6/5; 6/5; 23/20; ; 6/5; 23/20; 6/5; ; 6/5; 23/20; 23/20; ; 11/10; ; 5/4; 15/13; 6/5; 6/5; 6/5; 11/10; 5/4; 15/13; ; 21/20; ; 
Draw; 23/10; 23/10; 12/5; 12/5; ; 12/5; 12/5; 9/4; ; 23/10; 23/10; 11/5; ; 47/20; ; 23/10; 9/4; 23/10; 11/5; 23/10; 23/10; 12/5; 23/10; ; 21/10; ; 
Chesterfield; 12/5; 21/10; 9/4; 9/4; ; 12/5; 23/10; 21/10; ; 9/4; 12/5; 11/5; ; 47/20; ; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; 52/21; 2; ; 21/10; ; 
META; english/efl-cup/rochdale-v-chesterfield; 2016-07-30 20:22:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Rochdale; 23/20; 6/5; 6/5; 23/20; ; 6/5; 23/20; 6/5; ; 6/5; 23/20; 23/20; ; 11/10; ; 5/4; 6/5; 6/5; 6/5; 6/5; 11/10; 5/4; 15/13; ; 21/20; ; 
