META; english/efl-cup/west-ham-v-chelsea; 2016-09-22 16:25:54 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
West Ham; 10/3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-09-22 20:29:25 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; ; ; ; ; ; ; ; ; ; ; ; 5/6; ; ; 5/6; ; 13/15; ; 19/20; ; 19/20; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; 5/2; ; 40/17; ; 12/5; ; 40/17; ; ; ; ; ; ; 
West Ham; 10/3; ; ; ; ; ; ; ; ; ; ; ; 14/5; ; ; 7/2; ; 56/19; ; 11/4; ; 27/10; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-09-23 00:25:56 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; ; ; ; ; ; 17/20; ; ; ; ; ; 5/6; ; ; 5/6; ; 5/6; ; 19/20; ; 5/6; ; ; ; ; ; ; 
Chelsea; 5/6; 17/20; ; 20/21; ; ; 5/6; ; 9/10; 42/41; ; ; 5/6; ; ; 5/6; 10/11; 10/11; 42/41; 19/20; 1; 10/11; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 12/5; ; ; 13/5; ; 5/2; 27/11; ; ; 13/5; ; ; 5/2; 13/5; 40/17; 27/11; 12/5; 12/5; 40/17; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 3; ; ; 16/5; ; 3; 11/4; ; ; 14/5; ; ; 7/2; 10/3; 37/13; 11/4; 11/4; 11/4; 37/13; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-05 20:25:16 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/21; ; ; 5/6; ; 9/10; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 12/5; ; ; 13/5; ; 5/2; 27/11; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 27/11; 12/5; 12/5; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 3; ; ; 16/5; ; 3; 11/4; ; ; 14/5; ; ; 7/2; 10/3; 3; 11/4; 11/4; 11/4; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-06 00:23:53 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 9/10; 13/15; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 13/15; 19/20; 5/6; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 5/2; 12/5; 5/2; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 57/17; ; ; 14/5; ; ; 7/2; 10/3; 3; 57/17; 11/4; 10/3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-06 04:23:40 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 13/15; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 13/15; 19/20; 5/6; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 5/2; 12/5; 5/2; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 57/17; ; ; 14/5; ; ; 7/2; 10/3; 3; 57/17; 11/4; 10/3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-06 08:23:33 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 13/15; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 13/15; 19/20; 5/6; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 5/2; 12/5; 5/2; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 57/17; ; ; 14/5; ; ; 7/2; 10/3; 3; 57/17; 11/4; 10/3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-06 12:24:04 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 13/15; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 13/15; 19/20; 5/6; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 5/2; 12/5; 5/2; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 57/17; ; ; 14/5; ; ; 7/2; 10/3; 3; 57/17; 11/4; 10/3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-06 16:24:39 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 13/15; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 13/15; 19/20; 5/6; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 5/2; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 5/2; 12/5; 5/2; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 57/17; ; ; 14/5; ; ; 7/2; 10/3; 58/19; 57/17; 11/4; 10/3; 58/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-06 20:25:31 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 58/19; 3; 11/4; 3; 58/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-07 00:24:00 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 3; 3; 11/4; 3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-07 04:24:11 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 3; 3; 11/4; 3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-07 08:23:41 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 3; 3; 11/4; 3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-07 12:25:51 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 13/15; 42/41; 19/20; 1; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 27/11; 9/4; 12/5; 9/4; ; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 14/5; 3; 11/4; 3; ; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-07 16:25:02 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 3; 3; 11/4; 3; ; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-07 20:27:04 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; ; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 3; 3; 11/4; 3; ; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-08 00:24:41 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; ; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; ; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; ; 3; 11/4; 3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-08 04:24:52 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 3; 3; 11/4; 3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-08 08:25:47 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 3; 3; 11/4; 3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-08 12:28:19 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 3; 3; 11/4; 3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-08 16:26:00 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 17/20; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 5/2; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 27/11; 9/4; 12/5; 9/4; 27/11; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 33/10; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 3; 3; 11/4; 3; 3; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-08 20:26:44 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 17/20; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 10/11; 10/11; 42/41; 19/20; 1; 10/11; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 5/2; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 13/5; 9/4; 9/4; 12/5; 9/4; 9/4; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 33/10; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 56/19; 3; 11/4; 3; 56/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-09 00:24:09 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 10/11; 10/11; 42/41; 19/20; 1; 10/11; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 13/5; 9/4; 9/4; 12/5; 9/4; 9/4; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 56/19; 3; 11/4; 3; 56/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-09 04:23:15 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 17/20; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 10/11; 10/11; 42/41; 19/20; 1; 10/11; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 5/2; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 13/5; 9/4; 9/4; 12/5; 9/4; 9/4; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 33/10; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 56/19; 3; 11/4; 3; 56/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-09 08:22:56 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 10/11; 10/11; 42/41; 19/20; 1; 10/11; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 13/5; 9/4; 9/4; 12/5; 9/4; 9/4; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 56/19; 3; 11/4; 3; 56/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-09 12:24:26 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 10/11; 10/11; 42/41; 19/20; 1; 10/11; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 27/10; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 13/5; 9/4; 9/4; 12/5; 9/4; 9/4; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 31/10; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 56/19; 3; 11/4; 3; 56/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-09 16:25:17 GMT+3; 2016-10-25 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 10/11; 10/11; 42/41; 19/20; 1; 10/11; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 27/10; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 13/5; 23/10; 9/4; 12/5; 9/4; 23/10; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 31/10; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 29/10; 3; 11/4; 3; 29/10; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-09 20:24:10 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 10/11; 10/11; 42/41; 19/20; 1; 10/11; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 27/10; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 13/5; 23/10; 9/4; 12/5; 9/4; 23/10; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 31/10; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 29/10; 3; 11/4; 3; 29/10; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-10 00:23:02 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; 1; ; ; 5/6; ; ; 5/6; 10/11; 13/15; 1; 19/20; 1; 13/15; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; 40/17; ; ; 13/5; ; ; 5/2; 13/5; 23/10; 40/17; 12/5; 23/10; 23/10; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 56/19; 3; 11/4; 3; 56/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-10 04:23:07 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 17/20; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 5/2; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 33/10; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 58/19; 3; 11/4; 3; 58/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-10 08:23:11 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 17/20; ; 5/6; 42/41; ; ; 5/6; ; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 5/2; ; 5/2; 9/4; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 33/10; ; 3; 3; ; ; 14/5; ; ; 7/2; 10/3; 58/19; 3; 11/4; 3; 58/19; ; ; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-10 12:25:00 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; ; ; 5/6; 5/6; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; 42/41; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; ; ; 13/5; 51/20; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; 9/4; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; ; ; 14/5; 10/3; ; 7/2; 10/3; 3; 3; 11/4; 3; 3; ; ; 3; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-10 16:24:32 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; ; ; 5/6; 5/6; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; ; ; 42/41; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; ; ; 13/5; 51/20; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; ; ; 9/4; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; ; ; 14/5; 10/3; ; 7/2; 10/3; 58/19; 3; 11/4; 3; 58/19; ; ; 3; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-10 20:26:14 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 5/6; 17/20; ; 20/23; ; ; 5/6; ; 5/6; ; ; 5/6; 5/6; ; 5/6; 11/13; 5/6; 42/41; 19/20; 1; 5/6; 10/11; ; 42/41; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; ; ; 13/5; 51/20; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; 45/17; ; 9/4; ; ; ; ; 
West Ham; 10/3; 16/5; ; 16/5; ; ; 16/5; ; 3; ; ; 14/5; 10/3; ; 7/2; 10/3; 3; 3; 11/4; 3; 3; 7/2; ; 3; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-11 00:23:35 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 10/11; 17/20; ; 20/23; ; ; 5/6; ; 10/11; ; ; 5/6; ; ; 5/6; 10/11; 13/15; 42/41; 19/20; 1; 13/15; 10/11; ; 42/41; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; 45/17; ; 9/4; ; ; ; ; 
West Ham; 3; 16/5; ; 16/5; ; ; 16/5; ; 3; ; ; 14/5; ; ; 7/2; 10/3; 37/13; 3; 11/4; 3; 37/13; 7/2; ; 3; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-11 04:24:05 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 10/11; 17/20; ; 20/21; ; ; 20/23; ; 10/11; ; ; 5/6; 19/20; ; 5/6; 10/11; 13/15; 42/41; 19/20; 1; 13/15; 10/11; ; 42/41; ; ; ; ; 
Draw; 5/2; 5/2; ; 12/5; ; ; 13/5; ; 5/2; ; ; 13/5; 12/5; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; 45/17; ; 9/4; ; ; ; ; 
West Ham; 3; 16/5; ; 3; ; ; 3; ; 3; ; ; 14/5; 3; ; 7/2; 10/3; 37/13; 3; 11/4; 3; 37/13; 7/2; ; 3; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-11 08:24:23 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 10/11; 17/20; ; 10/11; ; ; 20/23; ; 10/11; ; ; 5/6; 10/11; ; 5/6; 10/11; 13/15; 42/41; 19/20; 1; 13/15; 10/11; ; 42/41; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 5/2; ; 5/2; ; ; 13/5; 12/5; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; 45/17; ; 9/4; ; ; ; ; 
West Ham; 3; 16/5; ; 3; ; ; 16/5; ; 3; ; ; 14/5; 16/5; ; 7/2; 10/3; 37/13; 3; 11/4; 3; 37/13; 7/2; ; 3; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-11 12:25:30 GMT+3; 2016-10-26 19:45; e70300-dr003
Chelsea; 10/11; 17/20; ; 10/11; ; ; 17/20; ; 10/11; ; ; 5/6; ; ; 5/6; 10/11; 13/15; 42/41; 19/20; 1; 13/15; 10/11; ; 42/41; ; ; ; ; 
Draw; 5/2; 5/2; ; 5/2; ; ; 13/5; ; 5/2; ; ; 13/5; ; ; 5/2; 11/4; 12/5; 9/4; 12/5; 9/4; 12/5; 45/17; ; 9/4; ; ; ; ; 
West Ham; 3; 16/5; ; 3; ; ; 31/10; ; 3; ; ; 14/5; ; ; 7/2; 10/3; 37/13; 3; 11/4; 3; 37/13; 7/2; ; 3; ; ; ; ; 
META; english/efl-cup/west-ham-v-chelsea; 2016-10-11 16:25:59 GMT+3; 2016-10-26 19:45; e70300-dr003
