META; english/efl-cup/oldham-v-wigan; 2016-07-29 00:20:57 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 5/2; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 9/4; ; 
Oldham; 29/10; 5/2; 11/4; 11/4; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
META; english/efl-cup/oldham-v-wigan; 2016-07-29 04:20:07 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 9/4; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
META; english/efl-cup/oldham-v-wigan; 2016-07-29 08:20:00 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 9/4; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
META; english/efl-cup/oldham-v-wigan; 2016-07-29 12:20:23 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 9/4; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
META; english/efl-cup/oldham-v-wigan; 2016-07-29 16:21:00 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
Draw; 12/5; 12/5; 12/5; 23/10; ; 12/5; 12/5; 23/10; ; 12/5; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 12/5; 9/4; 12/5; 23/10; 13/5; 23/10; ; 9/4; ; 
Oldham; 29/10; 5/2; 11/4; 14/5; ; 13/5; 11/4; 11/4; ; 11/4; 11/4; 13/5; ; 11/4; ; 11/4; 11/4; 11/4; 11/4; 11/4; 45/17; 58/19; 12/5; ; 5/2; ; 
META; english/efl-cup/oldham-v-wigan; 2016-07-29 20:22:43 GMT+3; 2016-08-09 19:45; e70300-dr003
Wigan; 19/20; 1; 1; ; ; 1; 1; 19/20; ; 1; 1; 1; ; 19/20; ; 1; 19/20; 1; 1; 1; 19/20; 1; 39/40; ; 10/11; ; 
