META; english/efl-cup/arsenal-v-southampton; 2016-10-27 08:23:32 GMT+3; 2016-11-29 19:45; e70300-dr003
Arsenal; 4/7; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 11/4; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; 15/4; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/efl-cup/arsenal-v-southampton; 2016-10-27 12:25:02 GMT+3; 2016-11-29 19:45; e70300-dr003
Arsenal; 8/13; 8/13; ; ; ; 11/20; ; ; ; ; ; ; ; ; 4/6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; 11/4; ; ; ; ; ; ; ; ; 3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Southampton; 9/2; 4; ; ; ; 15/4; ; ; ; ; ; ; ; ; 4; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/efl-cup/arsenal-v-southampton; 2016-10-27 16:24:27 GMT+3; 2016-11-29 19:45; e70300-dr003
Arsenal; 8/13; 8/13; ; ; ; 11/20; 3/5; ; ; ; ; ; ; ; 4/6; ; 11/18; 5/8; 11/17; 4/7; 11/18; ; ; 5/8; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; 11/4; 3; ; ; ; ; ; ; ; 3; ; 27/10; 11/4; 11/4; 11/4; 27/10; ; ; 11/4; ; ; ; ; 
Southampton; 9/2; 4; ; ; ; 15/4; 22/5; ; ; ; ; ; ; ; 4; ; 21/5; 9/2; 4; 9/2; 21/5; ; ; 9/2; ; ; ; ; 
META; english/efl-cup/arsenal-v-southampton; 2016-10-27 20:24:55 GMT+3; 2016-11-29 19:45; e70300-dr003
Arsenal; 8/13; 8/13; ; ; ; 11/20; 3/5; ; ; ; ; ; ; ; 4/6; ; 11/18; 5/8; 11/17; 4/7; 11/18; ; ; 5/8; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; 11/4; 3; ; ; ; ; ; ; ; 3; ; 27/10; 11/4; 11/4; 11/4; 27/10; ; ; 11/4; ; ; ; ; 
Southampton; 9/2; 4; ; ; ; 15/4; 22/5; ; ; ; ; ; ; ; 4; ; 21/5; 9/2; 4; 9/2; 21/5; ; ; 9/2; ; ; ; ; 
META; english/efl-cup/arsenal-v-southampton; 2016-10-28 00:23:57 GMT+3; 2016-11-29 19:45; e70300-dr003
Arsenal; 8/13; 8/13; ; ; ; 11/20; 3/5; ; ; ; ; ; ; ; 4/6; ; 11/18; 5/8; 11/17; 4/7; 11/18; ; ; 5/8; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; 11/4; 3; ; ; ; ; ; ; ; 3; ; 27/10; 11/4; 11/4; 11/4; 27/10; ; ; 11/4; ; ; ; ; 
Southampton; 9/2; 4; ; ; ; 15/4; 22/5; ; ; ; ; ; ; ; 4; ; 21/5; 9/2; 4; 9/2; 21/5; ; ; 9/2; ; ; ; ; 
META; english/efl-cup/arsenal-v-southampton; 2016-10-28 04:23:45 GMT+3; 2016-11-29 19:45; e70300-dr003
Arsenal; 8/13; 8/13; ; ; ; 11/20; 3/5; ; ; ; ; ; ; ; 4/6; ; 11/18; 5/8; 11/17; 4/7; 11/18; ; ; 5/8; ; ; ; ; 
