META; english/efl-cup/bristol-city-v-hull; 2016-09-22 16:25:35 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull; 7/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-22 20:29:01 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; 
Hull; 7/4; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 37/20; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-23 00:25:40 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; 11/8; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Hull; 7/4; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 37/20; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; 27/11; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-23 04:25:21 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; 11/8; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Hull; 7/4; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 37/20; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; 27/11; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-23 08:25:29 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; 11/8; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Hull; 7/4; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 37/20; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; 27/11; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-23 12:27:50 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; 11/8; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Hull; 7/4; ; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 37/20; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Draw; 13/5; ; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; 27/11; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-23 16:28:40 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Hull; 7/4; 15/8; ; ; ; ; ; ; ; ; ; ; ; ; ; 37/20; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; ; ; ; ; ; ; ; ; ; ; ; ; ; 13/5; ; ; ; 27/11; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-23 20:27:07 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; 11/8; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Hull; 7/4; 19/10; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 37/20; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; 27/11; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-24 00:26:43 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; ; ; ; ; ; ; 11/8; ; ; 11/8; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Hull; 7/4; 19/10; ; ; ; ; ; ; ; ; ; ; 17/10; ; ; 37/20; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Draw; 13/5; 12/5; ; ; ; ; ; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; 27/11; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-24 08:26:48 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; ; ; ; 11/8; ; ; 11/8; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 9/5; ; ; ; ; ; 17/10; ; ; 37/20; ; ; ; 17/11; ; ; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 12/5; ; ; ; ; ; 12/5; ; ; 13/5; ; ; ; 27/11; ; ; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-24 12:29:19 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; ; ; ; 11/8; ; ; 11/8; ; 23/17; ; 17/11; ; 23/17; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 9/5; ; ; ; ; ; 17/10; ; ; 37/20; ; 28/17; ; 17/11; ; 28/17; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 12/5; ; ; ; ; ; 12/5; ; ; 13/5; ; 5/2; ; 27/11; ; 5/2; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-24 16:29:14 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; ; ; ; 11/8; ; ; 11/8; ; 23/17; ; 17/11; ; 23/17; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 9/5; ; ; ; ; ; 17/10; ; ; 37/20; ; 28/17; ; 17/11; ; 28/17; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 12/5; ; ; ; ; ; 12/5; ; ; 13/5; ; 27/11; ; 27/11; ; 27/11; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-24 20:25:44 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; ; ; ; 11/8; ; ; 11/8; ; 23/17; ; 17/11; ; 23/17; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 9/5; ; ; ; ; ; 17/10; ; ; 37/20; ; 28/17; ; 17/11; ; 28/17; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 12/5; ; ; ; ; ; 12/5; ; ; 13/5; ; 27/11; ; 27/11; ; 27/11; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-25 00:26:30 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; 7/4; ; ; 11/8; ; ; 11/8; ; 6/4; 7/4; 17/11; 7/4; 6/4; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 7/4; ; ; 17/11; ; ; 17/10; ; ; 37/20; ; 17/11; 17/11; 17/11; 6/4; 17/11; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; 9/4; ; ; 12/5; ; ; 13/5; ; 23/10; 9/4; 27/11; 9/4; 23/10; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-25 04:25:00 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; 28/17; ; ; 11/8; ; ; 11/8; ; 16/11; 28/17; 17/11; 13/8; 16/11; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 7/4; ; ; 28/17; ; ; 17/10; ; ; 37/20; ; 8/5; 28/17; 17/11; 13/8; 8/5; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; 9/4; ; ; 12/5; ; ; 13/5; ; 23/10; 9/4; 27/11; 9/4; 23/10; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-25 08:25:30 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; 28/17; ; ; 11/8; ; ; 11/8; ; 23/17; 28/17; 17/11; 13/8; 23/17; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 9/5; ; ; 28/17; ; ; 17/10; ; ; 37/20; ; 28/17; 28/17; 17/11; 13/8; 28/17; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 12/5; ; ; 9/4; ; ; 12/5; ; ; 13/5; ; 27/11; 9/4; 27/11; 9/4; 27/11; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-25 12:27:38 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; 28/17; ; ; 11/8; ; ; 11/8; ; 23/17; 28/17; 17/11; 13/8; 23/17; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 9/5; ; ; 28/17; ; ; 17/10; ; ; 37/20; ; 28/17; 28/17; 17/11; 13/8; 28/17; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 12/5; ; ; 9/4; ; ; 12/5; ; ; 13/5; ; 27/11; 9/4; 27/11; 9/4; 27/11; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-25 16:27:51 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; 28/17; ; ; 11/8; ; ; 11/8; ; 17/11; 28/17; 17/11; 13/8; 16/11; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 7/4; ; ; 28/17; ; ; 17/10; ; ; 37/20; ; 8/5; 28/17; 17/11; 13/8; 8/5; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; 9/4; ; ; 12/5; ; ; 13/5; ; 11/5; 9/4; 27/11; 9/4; 23/10; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-25 20:28:43 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; 28/17; ; ; 11/8; ; ; 11/8; ; 23/17; 28/17; 17/11; 13/8; 23/17; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 7/4; ; ; 28/17; ; ; 17/10; ; ; 37/20; ; 28/17; 28/17; 17/11; 13/8; 28/17; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; 9/4; ; ; 12/5; ; ; 13/5; ; 27/11; 9/4; 27/11; 9/4; 27/11; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-26 00:25:07 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; 28/17; ; ; 11/8; ; ; 11/8; ; 23/17; 28/17; 17/11; 13/8; 23/17; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 9/5; ; ; 28/17; ; ; 17/10; ; ; 37/20; ; 28/17; 28/17; 17/11; 13/8; 28/17; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 12/5; ; ; 9/4; ; ; 12/5; ; ; 13/5; ; 5/2; 9/4; 27/11; 9/4; 5/2; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-26 04:24:46 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; 28/17; ; ; 11/8; ; ; 11/8; ; 23/17; 28/17; 17/11; 13/8; 23/17; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 9/5; ; ; 28/17; ; ; 17/10; ; ; 37/20; ; 28/17; 28/17; 17/11; 13/8; 28/17; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 12/5; ; ; 9/4; ; ; 12/5; ; ; 13/5; ; 5/2; 9/4; 27/11; 9/4; 5/2; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-26 08:25:07 GMT+3; 2016-10-25 19:45; e70300-dr003
Bristol City; 11/8; 11/8; ; ; ; ; 29/20; ; ; 28/17; ; ; 11/8; ; ; 11/8; ; 23/17; 28/17; 17/11; 13/8; 23/17; ; ; ; ; ; ; 
Hull; 7/4; 7/4; ; ; ; ; 7/4; ; ; 28/17; ; ; 17/10; ; ; 37/20; ; 28/17; 28/17; 17/11; 13/8; 28/17; ; ; ; ; ; ; 
Draw; 13/5; 5/2; ; ; ; ; 5/2; ; ; 9/4; ; ; 12/5; ; ; 13/5; ; 5/2; 9/4; 27/11; 9/4; 5/2; ; ; ; ; ; ; 
META; english/efl-cup/bristol-city-v-hull; 2016-09-26 12:25:49 GMT+3; 2016-10-25 19:45; e70300-dr003
