META; english/efl-cup/newcastle-v-preston; 2016-09-22 16:25:47 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Preston; 9/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-22 20:29:15 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; ; ; ; ; ; ; ; ; ; ; ; 8/15; ; ; 13/20; ; 5/9; ; 8/15; ; 8/15; ; ; ; ; ; ; 
Draw; 14/5; ; ; ; ; ; ; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; 27/10; ; ; ; ; ; ; 
Preston; 9/2; ; ; ; ; ; ; ; ; ; ; ; 9/2; ; ; 9/2; ; 24/5; ; 11/2; ; 26/5; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-23 00:25:51 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; ; ; ; ; ; 3/5; ; ; ; ; ; 8/15; ; ; 13/20; ; 4/7; ; 8/15; ; 4/7; ; ; ; ; ; ; 
Draw; 14/5; ; ; ; ; ; 14/5; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; 27/10; ; ; ; ; ; ; 
Preston; 9/2; ; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; 9/2; ; 50/11; ; 11/2; ; 50/11; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-23 04:25:31 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; ; ; ; ; ; 4/7; ; ; ; ; ; 8/15; ; ; 13/20; ; 4/7; ; 8/15; ; 4/7; ; ; ; ; ; ; 
Draw; 14/5; ; ; ; ; ; 29/10; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; 27/10; ; ; ; ; ; ; 
Preston; 9/2; ; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; 9/2; ; 50/11; ; 11/2; ; 50/11; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-23 12:28:05 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; ; ; ; ; ; 4/7; ; ; ; ; ; 8/15; ; ; 13/20; ; 4/7; ; 8/15; ; 4/7; ; ; ; ; ; ; 
Draw; 14/5; ; ; ; ; ; 29/10; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; 27/10; ; ; ; ; ; ; 
Preston; 9/2; ; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; 9/2; ; 50/11; ; 11/2; ; 50/11; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-23 16:28:55 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; 8/13; ; ; ; ; 3/5; ; ; ; ; ; 8/15; ; ; 13/20; ; 4/7; ; 8/15; ; 4/7; ; ; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; ; 14/5; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; 27/10; ; ; ; ; ; ; 
Preston; 9/2; 9/2; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; 9/2; ; 50/11; ; 11/2; ; 50/11; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-23 20:27:19 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; 8/13; ; ; ; ; 4/7; ; ; ; ; ; 8/15; ; ; 13/20; ; 4/7; ; 8/15; ; ; ; ; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; ; 3; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; ; ; ; ; ; ; ; 
Preston; 9/2; 9/2; ; ; ; ; 19/4; ; ; ; ; ; 9/2; ; ; 9/2; ; 50/11; ; 11/2; ; ; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-24 00:26:56 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; 8/13; ; ; ; ; 3/5; ; ; ; ; ; 8/15; ; ; 13/20; ; 4/7; ; 8/15; ; 4/7; ; ; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; ; 14/5; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; 27/10; ; ; ; ; ; ; 
Preston; 9/2; 9/2; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; 9/2; ; 50/11; ; 11/2; ; 50/11; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-24 08:27:01 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; 8/13; ; ; ; ; 4/7; ; ; ; ; ; 8/15; ; ; 13/20; ; 4/7; ; 8/15; ; 4/7; ; ; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; ; 3; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; 27/10; ; ; ; ; ; ; 
Preston; 9/2; 9/2; ; ; ; ; 19/4; ; ; ; ; ; 9/2; ; ; 9/2; ; 50/11; ; 11/2; ; 50/11; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-24 12:29:31 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; 8/13; ; ; ; ; 3/5; ; ; ; ; ; 8/15; ; ; 13/20; ; 4/7; ; 8/15; ; 4/7; ; ; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; ; 14/5; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; 27/10; ; ; ; ; ; ; 
Preston; 9/2; 9/2; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; 9/2; ; 9/2; ; 11/2; ; 9/2; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-24 20:25:55 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; 8/13; ; ; ; ; 3/5; ; ; ; ; ; 8/15; ; ; 13/20; ; 4/7; ; 8/15; ; 4/7; ; ; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; ; 14/5; ; ; ; ; ; 3; ; ; 14/5; ; 27/10; ; 11/4; ; 27/10; ; ; ; ; ; ; 
Preston; 9/2; 9/2; ; ; ; ; 5; ; ; ; ; ; 9/2; ; ; 9/2; ; 9/2; ; 11/2; ; 9/2; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-25 00:26:40 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; 8/13; ; ; ; ; 4/7; ; ; 1/2; ; ; 8/15; ; ; 13/20; ; 8/15; 1/2; 8/15; 1/2; 8/15; ; ; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; ; 29/10; ; ; 13/4; ; ; 3; ; ; 14/5; ; 29/10; 13/4; 11/4; 3; 29/10; ; ; ; ; ; ; 
Preston; 9/2; 9/2; ; ; ; ; 5; ; ; 21/4; ; ; 9/2; ; ; 9/2; ; 19/4; 21/4; 11/2; 26/5; 19/4; ; ; ; ; ; ; 
META; english/efl-cup/newcastle-v-preston; 2016-09-25 04:25:09 GMT+3; 2016-10-25 19:45; e70300-dr003
Newcastle; 8/13; 8/13; ; ; ; ; 4/7; ; ; 1/2; ; ; 8/15; ; ; 13/20; ; 8/15; 1/2; 8/15; 1/2; 8/15; ; ; ; ; ; ; 
Draw; 14/5; 14/5; ; ; ; ; 29/10; ; ; 13/4; ; ; 3; ; ; 14/5; ; 29/10; 13/4; 11/4; 3; 29/10; ; ; ; ; ; ; 
Preston; 9/2; 9/2; ; ; ; ; 5; ; ; 21/4; ; ; 9/2; ; ; 9/2; ; 19/4; 21/4; 11/2; 26/5; 19/4; ; ; ; ; ; ; 
