META; english/efl-cup/cheltenham-v-charlton; 2016-07-29 00:20:33 GMT+3; 2016-08-09 19:45; e70300-dr003
Charlton; 5/4; 11/10; 11/8; 13/10; ; 11/8; 13/10; 6/5; ; 13/10; 11/8; 13/10; ; 13/10; ; 13/10; 13/10; 13/10; 23/17; 13/10; ; 13/10; 6/5; ; 5/4; ; 
Cheltenham; 11/5; 23/10; 2; 21/10; ; 21/10; 2; 21/10; ; 21/10; 19/10; 19/10; ; 39/20; ; 11/5; 2; 21/10; 2; 21/10; ; 11/5; 9/5; ; 15/8; ; 
Draw; 9/4; 23/10; 9/4; 9/4; ; 12/5; 12/5; 9/4; ; 9/4; 23/10; 9/4; ; 47/20; ; 23/10; 9/4; 9/4; 11/5; 9/4; ; 28/11; 5/2; ; 2; ; 
META; english/efl-cup/cheltenham-v-charlton; 2016-07-29 04:19:42 GMT+3; 2016-08-09 19:45; e70300-dr003
Charlton; 5/4; 11/10; 11/8; 13/10; ; 11/8; 13/10; 6/5; ; 13/10; 11/8; 13/10; ; 13/10; ; 13/10; 13/10; 13/10; 23/17; 13/10; 13/10; 13/10; 6/5; ; 5/4; ; 
Cheltenham; 11/5; 23/10; 2; 21/10; ; 21/10; 2; 21/10; ; 21/10; 19/10; 19/10; ; 39/20; ; 11/5; 2; 21/10; 2; 21/10; 19/10; 11/5; 9/5; ; 15/8; ; 
Draw; 9/4; 23/10; 9/4; 9/4; ; 12/5; 12/5; 9/4; ; 9/4; 23/10; 9/4; ; 47/20; ; 23/10; 9/4; 9/4; 11/5; 9/4; 9/4; 28/11; 5/2; ; 2; ; 
META; english/efl-cup/cheltenham-v-charlton; 2016-07-29 08:19:37 GMT+3; 2016-08-09 19:45; e70300-dr003
Charlton; 5/4; 11/10; 11/8; 13/10; ; 11/8; 13/10; 6/5; ; 13/10; 11/8; 13/10; ; 13/10; ; 13/10; 13/10; 13/10; 23/17; 13/10; 13/10; 13/10; 6/5; ; 5/4; ; 
Cheltenham; 11/5; 23/10; 2; 21/10; ; 21/10; 2; 21/10; ; 21/10; 19/10; 19/10; ; 39/20; ; 11/5; 2; 21/10; 2; 21/10; 19/10; 11/5; 9/5; ; 15/8; ; 
Draw; 9/4; 23/10; 9/4; 9/4; ; 12/5; 12/5; 9/4; ; 9/4; 23/10; 9/4; ; 47/20; ; 23/10; 9/4; 9/4; 11/5; 9/4; 9/4; 28/11; 5/2; ; 2; ; 
