META; english/efl-cup/southampton-v-liverpool; 2016-12-15 20:24:31 GMT+2; 2017-01-10 19:45; e70300-dr003
Liverpool; 6/5; 13/10; ; ; ; ; 5/4; ; 5/4; ; 11/10; ; ; ; 13/10; 5/4; ; 5/4; 7/5; ; ; 33/25; ; ; ; ; 8/15; ; 
Draw; 12/5; 9/4; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 9/4; 12/5; ; 23/10; 9/4; ; ; 119/50; ; ; ; ; 2; ; 
Southampton; 11/5; 21/10; ; ; ; ; 11/5; ; 9/4; ; 12/5; ; ; ; 9/4; 12/5; ; 11/5; 19/10; ; ; 49/20; ; ; ; ; 1/3; ; 
META; english/efl-cup/southampton-v-liverpool; 2016-12-16 00:23:58 GMT+2; 2017-01-10 19:45; e70300-dr003
Liverpool; 6/5; 13/10; ; ; ; ; 5/4; ; 5/4; ; 11/10; ; ; ; 13/10; 5/4; ; 5/4; 7/5; ; ; 33/25; ; ; ; ; 8/15; ; 
Draw; 12/5; 9/4; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 9/4; 12/5; ; 23/10; 9/4; ; ; 119/50; ; ; ; ; 2; ; 
Southampton; 11/5; 21/10; ; ; ; ; 11/5; ; 9/4; ; 12/5; ; ; ; 9/4; 12/5; ; 11/5; 19/10; ; ; 49/20; ; ; ; ; 1/3; ; 
META; english/efl-cup/southampton-v-liverpool; 2016-12-16 04:24:16 GMT+2; 2017-01-10 19:45; e70300-dr003
Liverpool; 6/5; 13/10; ; ; ; ; 5/4; ; 5/4; ; 11/10; ; ; ; 13/10; 5/4; ; 5/4; 7/5; ; ; 33/25; ; ; ; ; 8/15; ; 
Draw; 12/5; 9/4; ; ; ; ; 23/10; ; 12/5; ; 9/4; ; ; ; 9/4; 12/5; ; 23/10; 9/4; ; ; 119/50; ; ; ; ; 2; ; 
Southampton; 11/5; 21/10; ; ; ; ; 11/5; ; 9/4; ; 12/5; ; ; ; 9/4; 12/5; ; 11/5; 19/10; ; ; 49/20; ; ; ; ; 1/3; ; 
META; english/efl-cup/southampton-v-liverpool; 2016-12-16 08:24:06 GMT+2; 2017-01-10 19:45; e70300-dr003
