META; english/efl-cup/mansfield-v-blackburn; 2016-07-29 00:20:53 GMT+3; 2016-08-09 19:45; e70300-dr003
Blackburn; 10/11; 10/11; 10/11; 20/21; ; 1; 37/40; 10/11; ; 9/10; 20/21; 10/11; ; 10/11; ; 19/20; 10/11; 9/10; 10/11; 9/10; 10/11; 19/20; 13/14; ; 5/6; ; 
Draw; 12/5; 12/5; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 49/20; ; 13/5; 12/5; 12/5; 23/10; 12/5; 12/5; 13/5; 27/11; ; 9/4; ; 
Mansfield; 3; 11/4; 3; 3; ; 14/5; 29/10; 11/4; ; 3; 14/5; 11/4; ; 57/20; ; 14/5; 14/5; 3; 31/10; 3; 11/4; 13/4; 12/5; ; 27/10; ; 
META; english/efl-cup/mansfield-v-blackburn; 2016-07-29 04:20:02 GMT+3; 2016-08-09 19:45; e70300-dr003
Blackburn; 10/11; 10/11; 10/11; 20/21; ; 1; 37/40; 10/11; ; 9/10; 20/21; 10/11; ; 10/11; ; 19/20; 10/11; 9/10; 10/11; 9/10; 10/11; 19/20; 13/14; ; 5/6; ; 
Draw; 12/5; 12/5; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 49/20; ; 13/5; 12/5; 12/5; 23/10; 12/5; 12/5; 13/5; 27/11; ; 9/4; ; 
Mansfield; 3; 11/4; 3; 3; ; 14/5; 29/10; 11/4; ; 3; 14/5; 11/4; ; 57/20; ; 14/5; 14/5; 3; 31/10; 3; 11/4; 13/4; 12/5; ; 27/10; ; 
META; english/efl-cup/mansfield-v-blackburn; 2016-07-29 08:19:56 GMT+3; 2016-08-09 19:45; e70300-dr003
Blackburn; 10/11; 10/11; 10/11; 20/21; ; 1; 37/40; 10/11; ; 9/10; 20/21; 10/11; ; 10/11; ; 19/20; 10/11; 9/10; 10/11; 9/10; 10/11; 19/20; 13/14; ; 5/6; ; 
Draw; 12/5; 12/5; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 49/20; ; 13/5; 12/5; 12/5; 23/10; 12/5; 12/5; 13/5; 27/11; ; 9/4; ; 
Mansfield; 3; 11/4; 3; 3; ; 14/5; 29/10; 11/4; ; 3; 14/5; 11/4; ; 57/20; ; 14/5; 14/5; 3; 31/10; 3; 11/4; 13/4; 12/5; ; 27/10; ; 
META; english/efl-cup/mansfield-v-blackburn; 2016-07-29 12:20:19 GMT+3; 2016-08-09 19:45; e70300-dr003
