META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-29 00:20:59 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 10/11; 10/11; 10/11; 20/21; ; 1; 19/20; 10/11; ; 9/10; 20/21; 19/20; ; 10/11; ; 19/20; 10/11; 9/10; 9/10; 9/10; 10/11; 19/20; 19/20; ; 5/6; ; 
Draw; 12/5; 5/2; 5/2; 5/2; ; 13/5; 13/5; 12/5; ; 12/5; 5/2; 12/5; ; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 3; 11/4; 3; 14/5; ; 14/5; 11/4; 14/5; ; 3; 13/5; 13/5; ; 11/4; ; 3; 11/4; 3; 3; 3; 45/17; 13/4; 12/5; ; 5/2; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-29 04:20:09 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 10/11; 10/11; 10/11; 20/21; ; 1; 19/20; 10/11; ; 9/10; 20/21; 19/20; ; 10/11; ; 19/20; 10/11; 9/10; 9/10; 9/10; 10/11; 19/20; 19/20; ; 5/6; ; 
Draw; 12/5; 5/2; 5/2; 5/2; ; 13/5; 13/5; 12/5; ; 12/5; 5/2; 12/5; ; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 3; 11/4; 3; 14/5; ; 14/5; 11/4; 14/5; ; 3; 13/5; 13/5; ; 11/4; ; 3; 11/4; 3; 3; 3; 45/17; 13/4; 12/5; ; 5/2; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-29 08:20:03 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 10/11; 10/11; 10/11; 20/21; ; 1; 19/20; 10/11; ; 9/10; 20/21; 19/20; ; 10/11; ; 19/20; 10/11; 9/10; 9/10; 9/10; 10/11; 19/20; 19/20; ; 5/6; ; 
Draw; 12/5; 5/2; 5/2; 5/2; ; 13/5; 13/5; 12/5; ; 12/5; 5/2; 12/5; ; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 3; 11/4; 3; 14/5; ; 14/5; 11/4; 14/5; ; 3; 13/5; 13/5; ; 11/4; ; 3; 11/4; 3; 3; 3; 45/17; 13/4; 12/5; ; 5/2; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-29 12:20:26 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 10/11; 10/11; 10/11; 20/21; ; 1; 19/20; 10/11; ; 9/10; 20/21; 19/20; ; 10/11; ; 19/20; 10/11; 9/10; 9/10; 9/10; 10/11; 19/20; 19/20; ; 5/6; ; 
Draw; 12/5; 5/2; 5/2; 5/2; ; 13/5; 13/5; 12/5; ; 12/5; 5/2; 12/5; ; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 3; 11/4; 3; 14/5; ; 14/5; 11/4; 14/5; ; 3; 13/5; 13/5; ; 11/4; ; 3; 11/4; 3; 3; 3; 45/17; 13/4; 12/5; ; 5/2; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-29 16:21:02 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 10/11; 10/11; 10/11; 20/21; ; 1; 19/20; 10/11; ; 9/10; 20/21; 19/20; ; 10/11; ; 19/20; 10/11; 9/10; 9/10; 9/10; 10/11; 19/20; 19/20; ; 5/6; ; 
Draw; 12/5; 5/2; 5/2; 5/2; ; 13/5; 13/5; 12/5; ; 12/5; 5/2; 12/5; ; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 3; 11/4; 3; 14/5; ; 14/5; 11/4; 14/5; ; 3; 13/5; 13/5; ; 11/4; ; 3; 11/4; 3; 3; 3; 45/17; 13/4; 12/5; ; 5/2; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-29 20:22:46 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 10/11; 10/11; 10/11; 20/21; ; 1; 19/20; 10/11; ; 9/10; 20/21; 19/20; ; 10/11; ; 19/20; 10/11; 9/10; 9/10; 9/10; 10/11; 19/20; 19/20; ; 5/6; ; 
Draw; 12/5; 5/2; 5/2; 5/2; ; 13/5; 13/5; 12/5; ; 12/5; 5/2; 12/5; ; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 3; 11/4; 3; 14/5; ; 14/5; 11/4; 14/5; ; 3; 13/5; 13/5; ; 11/4; ; 3; 11/4; 3; 3; 3; 45/17; 13/4; 12/5; ; 5/2; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-30 00:21:22 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 10/11; 10/11; 10/11; 20/21; ; 1; 19/20; 10/11; ; 9/10; 20/21; 19/20; ; 10/11; ; 19/20; 10/11; 9/10; 9/10; 9/10; 10/11; 19/20; 19/20; ; 5/6; ; 
Draw; 12/5; 5/2; 5/2; 5/2; ; 13/5; 13/5; 12/5; ; 12/5; 5/2; 12/5; ; 5/2; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 3; 11/4; 3; 14/5; ; 14/5; 11/4; 14/5; ; 3; 13/5; 13/5; ; 11/4; ; 3; 11/4; 3; 3; 3; 45/17; 13/4; 12/5; ; 5/2; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-30 04:21:14 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 21/20; 10/11; 10/11; 1; ; 21/20; 1; 10/11; ; 9/10; 1; 1; ; 19/20; ; 21/20; 19/20; 9/10; 1; 9/10; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 12/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 5/2; ; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 13/5; 11/4; 3; 14/5; ; 13/5; 13/5; 14/5; ; 3; 5/2; 12/5; ; 13/5; ; 13/5; 13/5; 3; 13/5; 3; 5/2; 13/4; 23/10; ; 23/10; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-30 08:22:09 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 21/20; 10/11; 10/11; 1; ; 21/20; 1; 10/11; ; 9/10; 1; 1; ; 1; ; 21/20; 19/20; 9/10; 1; 9/10; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 12/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 49/20; ; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 13/5; 11/4; 3; 14/5; ; 13/5; 13/5; 14/5; ; 3; 5/2; 12/5; ; 51/20; ; 13/5; 13/5; 3; 13/5; 3; 5/2; 13/4; 23/10; ; 23/10; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-30 12:22:34 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 21/20; 10/11; 19/20; 1; ; 21/20; 1; 10/11; ; 9/10; 1; 1; ; 1; ; 21/20; 19/20; 9/10; 1; 9/10; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 12/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 49/20; ; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 13/5; 11/4; 11/4; 14/5; ; 13/5; 13/5; 14/5; ; 3; 5/2; 12/5; ; 51/20; ; 13/5; 13/5; 3; 13/5; 3; 5/2; 13/4; 23/10; ; 23/10; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-30 16:23:29 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 21/20; 10/11; 19/20; 1; ; 21/20; 1; 10/11; ; 1; 1; 1; ; 1; ; 21/20; 19/20; 1; 1; 1; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 12/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 49/20; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 13/5; 11/4; 11/4; 14/5; ; 13/5; 13/5; 14/5; ; 13/5; 5/2; 12/5; ; 51/20; ; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/4; 23/10; ; 23/10; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-30 20:22:05 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 21/20; 10/11; 19/20; 1; ; 21/20; 1; 10/11; ; 1; 1; 1; ; 1; ; 21/20; 19/20; 1; 1; 1; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 12/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 49/20; ; 5/2; 12/5; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 13/5; 11/4; 11/4; 14/5; ; 13/5; 13/5; 14/5; ; 13/5; 5/2; 12/5; ; 51/20; ; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/4; 23/10; ; 23/10; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-31 00:21:23 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 21/20; 10/11; 19/20; 1; ; 21/20; 1; 10/11; ; 1; 1; 1; ; 1; ; 21/20; 19/20; 1; 1; 1; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 12/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 49/20; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
AFC Wimbledon; 13/5; 11/4; 11/4; 14/5; ; 13/5; 13/5; 14/5; ; 13/5; 5/2; 12/5; ; 51/20; ; 13/5; 13/5; 13/5; 13/5; 13/5; 5/2; 13/4; 23/10; ; 23/10; ; 
META; english/efl-cup/peterborough-v-afc-wimbledon; 2016-07-31 04:21:21 GMT+3; 2016-08-09 19:45; e70300-dr003
Peterborough; 21/20; 10/11; 19/20; 1; ; 21/20; 1; 10/11; ; 1; 1; 1; ; 1; ; 21/20; 19/20; 1; 1; 1; 19/20; 19/20; 66/67; ; 10/11; ; 
Draw; 12/5; 5/2; 5/2; 12/5; ; 13/5; 5/2; 12/5; ; 12/5; 5/2; 23/10; ; 49/20; ; 5/2; 5/2; 12/5; 12/5; 12/5; 12/5; 13/5; 12/5; ; 23/10; ; 
