META; english/efl-cup/sheffield-utd-v-crewe; 2016-07-29 00:21:16 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 1/2; 4/7; 8/15; 8/15; ; 8/15; 1/2; 1/2; ; 8/15; 1/2; 1/2; ; 1/2; ; 8/15; 1/2; 8/15; 8/15; 8/15; 7/15; 8/15; 17/35; ; 4/9; ; 
Draw; 3; 14/5; 16/5; 14/5; ; 10/3; 33/10; 3; ; 3; 16/5; 3; ; 3; ; 16/5; 3; 3; 3; 3; 31/10; 57/17; 16/5; ; 14/5; ; 
Crewe; 6; 9/2; 5; 11/2; ; 11/2; 21/4; 5; ; 5; 11/2; 5; ; 11/2; ; 21/4; 5; 5; 5; 5; 21/4; 6; 43/10; ; 24/5; ; 
META; english/efl-cup/sheffield-utd-v-crewe; 2016-07-29 04:20:24 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 1/2; 4/7; 8/15; 8/15; ; 8/15; 1/2; 1/2; ; 8/15; 1/2; 1/2; ; 1/2; ; 8/15; 1/2; 8/15; 8/15; 8/15; 7/15; 8/15; 17/35; ; 4/9; ; 
Draw; 3; 14/5; 16/5; 14/5; ; 10/3; 33/10; 3; ; 3; 16/5; 3; ; 3; ; 16/5; 3; 3; 3; 3; 31/10; 57/17; 16/5; ; 14/5; ; 
Crewe; 6; 9/2; 5; 11/2; ; 11/2; 21/4; 5; ; 5; 11/2; 5; ; 11/2; ; 21/4; 5; 5; 5; 5; 21/4; 6; 43/10; ; 24/5; ; 
META; english/efl-cup/sheffield-utd-v-crewe; 2016-07-29 08:20:18 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 1/2; 4/7; 8/15; 8/15; ; 8/15; 1/2; 1/2; ; 8/15; 1/2; 1/2; ; 1/2; ; 8/15; 1/2; 8/15; 8/15; 8/15; 7/15; 8/15; 17/35; ; 4/9; ; 
Draw; 3; 14/5; 16/5; 14/5; ; 10/3; 33/10; 3; ; 3; 16/5; 3; ; 3; ; 16/5; 3; 3; 3; 3; 31/10; 57/17; 16/5; ; 14/5; ; 
Crewe; 6; 9/2; 5; 11/2; ; 11/2; 21/4; 5; ; 5; 11/2; 5; ; 11/2; ; 21/4; 5; 5; 5; 5; 21/4; 6; 43/10; ; 24/5; ; 
META; english/efl-cup/sheffield-utd-v-crewe; 2016-07-29 12:20:42 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 1/2; 4/7; 8/15; 8/15; ; 8/15; 1/2; 1/2; ; 8/15; 1/2; 1/2; ; 1/2; ; 8/15; 1/2; 8/15; 8/15; 8/15; 7/15; 8/15; 17/35; ; 4/9; ; 
Draw; 3; 14/5; 16/5; 14/5; ; 10/3; 33/10; 3; ; 3; 16/5; 3; ; 3; ; 16/5; 3; 3; 3; 3; 31/10; 57/17; 16/5; ; 14/5; ; 
Crewe; 6; 9/2; 5; 11/2; ; 11/2; 21/4; 5; ; 5; 11/2; 5; ; 11/2; ; 21/4; 5; 5; 5; 5; 21/4; 6; 43/10; ; 24/5; ; 
META; english/efl-cup/sheffield-utd-v-crewe; 2016-07-29 16:21:23 GMT+3; 2016-08-09 19:45; e70300-dr003
Sheffield Utd; 1/2; 4/7; 8/15; 8/15; ; 8/15; 1/2; 1/2; ; 8/15; 1/2; 1/2; ; 1/2; ; 8/15; 1/2; 8/15; 8/15; 8/15; 7/15; 8/15; 17/35; ; 4/9; ; 
