META; english/efl-cup/accrington-v-bradford; 2016-07-29 00:21:30 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 11/10; 6/5; 6/5; 6/5; ; 5/4; 6/5; 6/5; ; 6/5; 5/4; 6/5; ; 23/20; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 13/10; 15/13; ; 10/9; ; 
META; english/efl-cup/accrington-v-bradford; 2016-07-30 16:24:09 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 6/5; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 23/20; ; 5/4; 6/5; 6/5; 6/5; 6/5; 15/13; 13/10; 15/13; ; 10/9; ; 
Accrington; 23/10; 21/10; 9/4; 23/10; ; 9/4; 85/40; 21/10; ; 9/4; 11/5; 21/10; ; 9/4; ; 23/10; 11/5; 9/4; 9/4; 9/4; 11/5; 26/11; 37/19; ; 2; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 23/10; 11/5; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 11/5; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-07-30 20:22:40 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 11/5; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-07-31 00:21:53 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 85/40; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 11/5; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-07-31 04:21:50 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 85/40; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 11/5; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-07-31 08:21:44 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 85/40; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 11/5; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 11/5; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-07-31 12:22:45 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 85/40; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 11/5; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-07-31 16:22:33 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 85/40; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 11/5; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-07-31 20:23:00 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-01 00:21:49 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-01 04:21:45 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-01 08:21:39 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-01 12:22:10 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-01 16:21:51 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-01 20:22:11 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-02 00:21:46 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-02 04:21:48 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-02 08:21:54 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-02 12:22:03 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-02 16:23:07 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-02 20:22:20 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-03 00:21:43 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-03 04:21:52 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; 6/5; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; 9/4; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; 9/4; 23/10; 28/13; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-03 08:21:41 GMT+3; 2016-08-10 19:45; e70300-dr003
Bradford; 6/5; 6/5; 5/4; 5/4; ; 13/10; 5/4; 6/5; ; 6/5; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 6/5; ; 6/5; 6/5; 13/10; 6/5; ; 23/20; ; 
Accrington; 23/10; 21/10; 11/5; 9/4; ; 9/4; 11/5; 21/10; ; 9/4; 21/10; 21/10; ; 21/10; ; 23/10; 11/5; 9/4; ; 9/4; 21/10; 26/11; 19/10; ; 19/10; ; 
Draw; 23/10; 23/10; 23/10; 23/10; ; 12/5; 23/10; 9/4; ; 23/10; 9/4; 21/10; ; 23/10; ; 23/10; 9/4; 23/10; ; 23/10; 11/5; 12/5; 40/17; ; 2; ; 
META; english/efl-cup/accrington-v-bradford; 2016-08-03 12:22:46 GMT+3; 2016-08-10 19:45; e70300-dr003
