META; english/efl-cup/walsall-v-yeovil; 2016-07-29 00:21:23 GMT+3; 2016-08-09 19:45; e70300-dr003
Walsall; 8/11; 5/6; 5/6; 3/4; ; 3/4; 3/4; 4/5; ; 5/6; 3/4; 3/4; ; 8/11; ; 3/4; 4/5; 5/6; 3/4; 5/6; 9/13; 11/13; 14/19; ; 4/6; ; 
Draw; 13/5; 5/2; 5/2; 11/4; ; 14/5; 11/4; 12/5; ; 5/2; 13/5; 5/2; ; 53/20; ; 14/5; 5/2; 5/2; 13/5; 5/2; 13/5; 11/4; 28/11; ; 12/5; ; 
Yeovil; 15/4; 3; 10/3; 7/2; ; 37/10; 7/2; 10/3; ; 33/10; 7/2; 10/3; ; 7/2; ; 18/5; 10/3; 33/10; 18/5; 3; 39/11; 18/5; 31/10; ; 3; ; 
META; english/efl-cup/walsall-v-yeovil; 2016-07-29 04:20:31 GMT+3; 2016-08-09 19:45; e70300-dr003
Walsall; 8/11; 5/6; 5/6; 3/4; ; 3/4; 3/4; 4/5; ; 5/6; 3/4; 3/4; ; 8/11; ; 3/4; 4/5; 5/6; 3/4; 5/6; 9/13; 11/13; 14/19; ; 4/6; ; 
Draw; 13/5; 5/2; 5/2; 11/4; ; 14/5; 11/4; 12/5; ; 5/2; 13/5; 5/2; ; 53/20; ; 14/5; 5/2; 5/2; 13/5; 5/2; 13/5; 11/4; 28/11; ; 12/5; ; 
Yeovil; 15/4; 3; 10/3; 7/2; ; 37/10; 7/2; 10/3; ; 33/10; 7/2; 10/3; ; 7/2; ; 18/5; 10/3; 33/10; 18/5; 3; 39/11; 18/5; 31/10; ; 3; ; 
META; english/efl-cup/walsall-v-yeovil; 2016-07-29 08:20:24 GMT+3; 2016-08-09 19:45; e70300-dr003
Walsall; 8/11; 5/6; 5/6; 3/4; ; 3/4; 3/4; 4/5; ; 5/6; 3/4; 3/4; ; 8/11; ; 3/4; 4/5; 5/6; 3/4; 5/6; 9/13; 11/13; 14/19; ; 4/6; ; 
Draw; 13/5; 5/2; 5/2; 11/4; ; 14/5; 11/4; 12/5; ; 5/2; 13/5; 5/2; ; 53/20; ; 14/5; 5/2; 5/2; 13/5; 5/2; 13/5; 11/4; 28/11; ; 12/5; ; 
Yeovil; 15/4; 3; 10/3; 7/2; ; 37/10; 7/2; 10/3; ; 33/10; 7/2; 10/3; ; 7/2; ; 18/5; 10/3; 33/10; 18/5; 3; 39/11; 18/5; 31/10; ; 3; ; 
META; english/efl-cup/walsall-v-yeovil; 2016-07-29 12:20:49 GMT+3; 2016-08-09 19:45; e70300-dr003
Walsall; 8/11; 5/6; 5/6; 3/4; ; 3/4; 3/4; 4/5; ; 5/6; 3/4; 3/4; ; 8/11; ; 3/4; 4/5; 5/6; 3/4; 5/6; 5/7; 11/13; 14/19; ; 4/6; ; 
