META; english/efl-cup/man-utd-v-hull; 2016-12-15 20:24:29 GMT+2; 2017-01-10 19:45; e70300-dr003
Man Utd; 2/9; 2/9; ; ; ; ; 1/5; ; 1/5; ; 2/9; ; ; ; 2/9; 2/9; ; 2/9; 1/5; ; ; 1/4; ; ; ; ; 1/6; ; 
Draw; 11/2; 11/2; ; ; ; ; 11/2; ; 11/2; ; 5; ; ; ; 11/2; 6; ; 21/4; 11/2; ; ; 6; ; ; ; ; 4/11; ; 
Hull; 10; 10; ; ; ; ; 12; ; 10; ; 10; ; ; ; 11; 12; ; 11; 11; ; ; 13; ; ; ; ; 23/5; ; 
META; english/efl-cup/man-utd-v-hull; 2016-12-16 00:23:55 GMT+2; 2017-01-10 19:45; e70300-dr003
Man Utd; 2/9; 2/9; ; ; ; ; 1/5; ; 1/5; ; 2/9; ; ; ; 2/9; 2/9; ; 2/9; 1/5; ; ; 1/4; ; ; ; ; 1/6; ; 
Draw; 11/2; 11/2; ; ; ; ; 11/2; ; 11/2; ; 5; ; ; ; 11/2; 6; ; 21/4; 11/2; ; ; 6; ; ; ; ; 4/11; ; 
Hull; 10; 10; ; ; ; ; 12; ; 10; ; 10; ; ; ; 11; 12; ; 11; 11; ; ; 13; ; ; ; ; 23/5; ; 
META; english/efl-cup/man-utd-v-hull; 2016-12-16 04:24:14 GMT+2; 2017-01-10 19:45; e70300-dr003
Man Utd; 2/9; 2/9; ; ; ; ; 1/5; ; 1/5; ; 2/9; ; ; ; 2/9; 2/9; ; 2/9; 1/5; ; ; 1/4; ; ; ; ; 1/6; ; 
Draw; 11/2; 11/2; ; ; ; ; 11/2; ; 11/2; ; 5; ; ; ; 11/2; 6; ; 21/4; 11/2; ; ; 6; ; ; ; ; 4/11; ; 
Hull; 10; 10; ; ; ; ; 12; ; 10; ; 10; ; ; ; 11; 12; ; 11; 11; ; ; 13; ; ; ; ; 23/5; ; 
META; english/efl-cup/man-utd-v-hull; 2016-12-16 08:24:03 GMT+2; 2017-01-10 19:45; e70300-dr003
Man Utd; 2/9; 2/9; ; ; ; ; 1/5; ; 1/5; ; 2/9; ; ; ; 2/9; 2/9; ; 2/9; 1/5; ; ; 1/4; ; ; ; ; 1/6; ; 
Draw; 11/2; 11/2; ; ; ; ; 11/2; ; 11/2; ; 5; ; ; ; 11/2; 6; ; 21/4; 11/2; ; ; 6; ; ; ; ; 4/11; ; 
