META; english/efl-cup/carlisle-v-port-vale; 2016-07-29 00:20:30 GMT+3; 2016-08-09 19:45; e70300-dr003
Carlisle; 13/10; 5/4; 5/4; 13/10; ; 13/10; 5/4; 6/5; ; 5/4; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 5/4; 5/4; 5/4; ; 13/10; 5/4; ; 6/5; ; 
Port Vale; 15/8; 19/10; 2; 21/10; ; 43/20; 21/10; 2; ; 2; 2; 2; ; 2; ; 21/10; 2; 2; 2; 2; ; 36/17; 7/4; ; 19/10; ; 
Draw; 5/2; 12/5; 5/2; 23/10; ; 5/2; 12/5; 12/5; ; 5/2; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; ; 27/10; 27/11; ; 9/4; ; 
META; english/efl-cup/carlisle-v-port-vale; 2016-07-29 04:19:40 GMT+3; 2016-08-09 19:45; e70300-dr003
Carlisle; 13/10; 5/4; 5/4; 13/10; ; 13/10; 5/4; 6/5; ; 5/4; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 13/10; 5/4; ; 6/5; ; 
Port Vale; 15/8; 19/10; 2; 21/10; ; 43/20; 21/10; 2; ; 2; 2; 2; ; 2; ; 21/10; 2; 2; 2; 2; 2; 36/17; 7/4; ; 19/10; ; 
Draw; 5/2; 12/5; 5/2; 23/10; ; 5/2; 12/5; 12/5; ; 5/2; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 27/10; 27/11; ; 9/4; ; 
META; english/efl-cup/carlisle-v-port-vale; 2016-07-29 08:19:34 GMT+3; 2016-08-09 19:45; e70300-dr003
Carlisle; 13/10; 5/4; 5/4; 13/10; ; 13/10; 5/4; 6/5; ; 5/4; 5/4; 5/4; ; 5/4; ; 5/4; 6/5; 5/4; 5/4; 5/4; 6/5; 13/10; 5/4; ; 6/5; ; 
Port Vale; 15/8; 19/10; 2; 21/10; ; 43/20; 21/10; 2; ; 2; 2; 2; ; 2; ; 21/10; 2; 2; 2; 2; 2; 36/17; 7/4; ; 19/10; ; 
Draw; 5/2; 12/5; 5/2; 23/10; ; 5/2; 12/5; 12/5; ; 5/2; 12/5; 9/4; ; 12/5; ; 5/2; 12/5; 5/2; 12/5; 5/2; 23/10; 27/10; 27/11; ; 9/4; ; 
