META; english/efl-cup/leeds-v-norwich; 2016-09-22 16:25:37 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Leeds; 2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-22 20:29:03 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; ; ; ; ; ; ; ; ; ; ; ; 7/5; ; ; 5/4; ; 5/4; ; 23/17; ; 13/10; ; ; ; ; ; ; 
Leeds; 2; ; ; ; ; ; ; ; ; ; ; ; 7/4; ; ; 21/10; ; 24/13; ; 24/13; ; 9/5; ; ; ; ; ; ; 
Draw; 5/2; ; ; ; ; ; ; ; ; ; ; ; 23/10; ; ; 5/2; ; 40/17; ; 12/5; ; 40/17; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-23 00:25:43 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; ; ; ; ; ; 5/4; ; ; ; ; ; 7/5; ; ; 5/4; ; 5/4; ; 23/17; ; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; ; ; ; ; 7/4; ; ; 21/10; ; 19/10; ; 24/13; ; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; ; ; ; 23/10; ; ; 5/2; ; 12/5; ; 12/5; ; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-25 00:26:32 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 11/8; ; ; 6/4; ; ; 7/5; ; ; 5/4; ; 23/17; 6/4; 23/17; 6/4; 23/17; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 19/10; ; ; 9/5; ; ; 7/4; ; ; 21/10; ; 9/5; 9/5; 24/13; 9/5; 9/5; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 23/10; 23/10; 12/5; 23/10; 23/10; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-25 04:25:03 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 11/8; ; ; 6/4; ; ; 7/5; ; ; 5/4; ; 23/17; 6/4; 23/17; 6/4; 23/17; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 19/10; ; ; 9/5; ; ; 7/4; ; ; 21/10; ; 9/5; 9/5; 24/13; 9/5; 9/5; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 23/10; 23/10; 12/5; 23/10; 23/10; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-25 08:25:32 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; ; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; ; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-25 12:27:40 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; ; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; ; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-25 16:27:55 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 11/8; ; ; 6/4; ; ; 7/5; ; ; 5/4; ; 7/5; 6/4; 23/17; 6/4; 23/17; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 19/10; ; ; 9/5; ; ; 7/4; ; ; 21/10; ; 7/4; 9/5; 24/13; 9/5; 9/5; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 9/4; 23/10; 12/5; 23/10; 23/10; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-25 20:28:46 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 11/8; ; ; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 19/10; ; ; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-26 00:25:09 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; ; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; ; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-26 04:24:48 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; ; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; ; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-26 08:25:09 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; ; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; ; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; ; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-26 12:25:51 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 11/8; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 19/10; ; 2; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-26 16:25:58 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-26 20:27:12 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 11/8; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 19/10; ; 2; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-27 00:24:28 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; ; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; ; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; ; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-27 04:25:14 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 5/2; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-27 08:25:55 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-27 12:25:12 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-27 16:30:48 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-27 20:26:38 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-28 00:25:54 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-28 04:24:16 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-28 08:24:04 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-28 12:25:46 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; ; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; ; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; ; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-28 16:25:03 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; 6/5; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; 2; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; 5/2; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-28 20:25:45 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; 6/5; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; 2; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; 5/2; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-29 00:24:17 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; 6/5; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; 2; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; 5/2; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-29 04:24:09 GMT+3; 2016-10-25 19:45; e70300-dr003
Norwich; 5/4; 7/5; ; ; ; 6/5; 13/10; ; 13/10; 6/4; ; ; 7/5; ; ; 5/4; 7/5; 5/4; 6/4; 23/17; 6/4; 5/4; ; ; ; ; ; ; 
Leeds; 2; 19/10; ; ; ; 2; 2; ; 2; 9/5; ; ; 7/4; ; ; 21/10; 2; 19/10; 9/5; 24/13; 9/5; 19/10; ; ; ; ; ; ; 
Draw; 5/2; 23/10; ; ; ; 5/2; 12/5; ; 5/2; 23/10; ; ; 23/10; ; ; 5/2; 13/5; 12/5; 23/10; 12/5; 23/10; 12/5; ; ; ; ; ; ; 
META; english/efl-cup/leeds-v-norwich; 2016-09-29 08:38:48 GMT+3; 2016-10-25 19:45; e70300-dr003
