META; english/championship/cardiff-v-brentford; 2017-11-17 16:10:08 GMT+2; 2017-11-18 15:00; e70300-dr003
Cardiff; 5/4; 23/20; 15/13; 6/5; 23/20; 23/20; 6/5; 11/10; 6/5; 23/20; 11/10; 23/20; 6/5; 23/20; 6/5; 11/10; 11/10; 15/13; 61/50; 19/16; 22/19; 6/5; 6/5; 6/5; 15/13; ; 6/5; 23/20; 6/5
Brentford; 12/5; 9/4; 9/4; 23/10; 12/5; 12/5; 9/4; 23/10; 23/10; 23/10; 5/2; 9/4; 11/5; 23/10; 23/10; 12/5; 23/10; 23/10; 61/25; 12/5; 9/4; 23/10; 12/5; 23/10; 40/17; ; 23/10; 23/10; 23/10
Draw; 5/2; 5/2; 12/5; 23/10; 5/2; 5/2; 12/5; 12/5; 27/11; 12/5; 12/5; 12/5; 5/2; 5/2; 12/5; 5/2; 12/5; 27/11; 129/50; 40/17; 12/5; 5/2; 5/2; 5/2; 5/2; ; 12/5; 12/5; 12/5
