META; english/championship/barnsley-v-sheffield-utd; 2018-04-03 18:19:10 GMT+3; 2018-04-07 12:15; e70300-dr003
Sheffield Utd; 11/8; 7/5; 29/20; 29/20; 6/4; 29/20; 7/5; 11/8; 23/17; 29/20; 13/10; 6/4; 6/4; 7/5; 16/11; 23/17; 15/11; 23/17; 7/5; 29/20; 16/11; 11/8; 7/5; 7/5
Barnsley; 2; 19/10; 19/10; 107/50; 2; 2; 2; 21/10; 2; 2; 11/6; 2; 39/20; 2; 19/10; 13/8; 2; ; ; ; ; ; ; 
Draw; 11/5; 9/4; 21/10; 9/4; 58/25; 9/4; 11/5; 21/10; 23/10; 11/5; 11/5; 11/5; 12/5; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 11/5; 9/4; 21/10; 21/10; 9/4
META; english/championship/barnsley-v-sheffield-utd; 2018-04-04 08:18:19 GMT+3; 2018-04-07 12:15; e70300-dr003
Sheffield Utd; 11/8; 7/5; 7/5; 29/20; 6/4; 11/8; 7/5; 13/10; 23/17; 29/20; 13/10; 29/20; 6/4; 7/5; 16/11; 23/17; 15/11; 23/17; 7/5; 29/20; 16/11; 11/8; 5/4; 7/5
Barnsley; 2; 2; 19/10; 107/50; 11/5; 2; 21/10; 2; 21/10; 2; 2; 11/6; 2; 39/20; 2; 19/10; 15/8; 2; ; ; ; ; ; 
Draw; 11/5; 9/4; 21/10; 9/4; 58/25; 9/4; 11/5; 21/10; 23/10; 11/5; 11/5; 11/5; 12/5; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 21/10; 9/4
META; english/championship/barnsley-v-sheffield-utd; 2018-04-04 18:19:40 GMT+3; 2018-04-07 12:15; e70300-dr003
Sheffield Utd; 11/8; 7/5; 7/5; 29/20; 6/4; 11/8; 7/5; 13/10; 23/17; 29/20; 7/5; 7/5; 29/20; 6/4; 7/5; 16/11; 23/17; 15/11; 23/17; 7/5; 29/20; 16/11; 11/8; 13/10; 7/5; 7/5
Barnsley; 2; 2; 19/10; 107/0; 11/5; 2; 21/10; 2; 2; 2; 2; 11/6; 2; 39/20; 2; 2; 21/10; ; ; ; ; ; ; ; ; 
Draw; 11/5; 9/4; 21/10; 9/4; 58/25; 9/4; 11/5; 21/10; 23/10; 11/5; 11/5; 9/4; 11/5; 12/5; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 11/5; 9/4; 11/5; 23/10; 9/4; 9/4
META; english/championship/barnsley-v-sheffield-utd; 2018-04-05 13:13:13 GMT+3; 2018-04-07 12:15; e70300-dr003
Sheffield Utd; 11/8; 7/5; 7/5; 29/20; 6/4; 7/5; 7/5; 13/10; 23/17; 29/20; 7/5; 7/5; 7/5; 6/4; 6/4; 7/5; 16/11; 23/17; 15/11; 23/17; 7/5; 16/11; 11/8; 13/10; 7/5; 6/4
Barnsley; 2; 2; 19/10; 107/50; 11/5; 2; 21/10; 2; 2; 2; 2; 2; 11/6; 2; 2; 2; 21/10; ; ; ; ; ; ; ; ; 
Draw; 11/5; 9/4; 21/10; 9/4; 58/25; 23/10; 11/5; 21/10; 23/10; 11/5; 11/5; 9/4; 23/10; 11/5; 12/5; 9/4; 9/4; 11/5; 23/10; 9/4; 23/10; 9/4; 9/4; 23/10; 9/4; 9/4
META; english/championship/barnsley-v-sheffield-utd; 2018-04-06 08:18:34 GMT+3; 2018-04-07 12:15; e70300-dr003
Sheffield Utd; 6/4; 7/5; 29/20; 29/20; 6/4; 7/5; 7/5; 13/10; 10/7; 29/20; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 16/11; 23/17; 10/7; 7/5; 6/4; 16/11; 7/5; 27/20; 7/5; 6/4
Barnsley; 21/10; 2; 19/10; 107/50; 11/5; 2; 21/10; 2; 2; 2; 21/10; 2; 2; 27/14; 2; 21/10; 39/19; 2; 15/8; 21/10; 21/10; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 9/4; 58/25; 23/10; 11/5; 21/10; 9/4; 11/5; 11/5; 9/4; 9/4; 11/5; 12/5; 9/4; 11/5; 11/5; 40/17; 11/5; 23/10; 9/4; 11/5; 21/10; 9/4; 9/4
META; english/championship/barnsley-v-sheffield-utd; 2018-04-06 09:15:42 GMT+3; 2018-04-07 12:15; e70300-dr003
Sheffield Utd; 6/4; 7/5; 29/20; 29/20; 7/5; 7/5; 13/10; 10/7; 29/20; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 16/11; 23/17; 10/7; 7/5; 6/4; 16/11; 7/5; 27/20; 7/5; 6/4
Barnsley; 21/10; 2; 19/10; 11/5; 2; 21/10; 2; 2; 2; 21/10; 2; 2; 27/14; 2; 21/10; 39/19; 2; 15/8; 21/10; 21/10; ; ; ; ; 
Draw; 23/10; 9/4; 21/10; 9/4; 23/10; 11/5; 21/10; 9/4; 11/5; 11/5; 9/4; 9/4; 11/5; 12/5; 9/4; 11/5; 11/5; 40/17; 11/5; 23/10; 9/4; 11/5; 21/10; 9/4; 9/4
META; english/championship/barnsley-v-sheffield-utd; 2018-04-06 16:26:25 GMT+3; 2018-04-07 12:15; e70300-dr003
Sheffield Utd; 6/4; 7/5; 7/5; 6/4; 73/50; 29/20; 7/5; 7/5; 10/7; 7/5; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 7/5; 23/17; 7/5; 7/5; 6/4; 7/5; 7/5; 7/5; 7/5; 7/5
Barnsley; 21/10; 2; 2; 11/5; 21/10; 21/10; 2; 2; 2; 2; 21/10; 2; 39/19; 2; 21/10; 2; 21/10; 21/10; 2; 21/10; 11/5; 2; ; ; ; 
Draw; 23/10; 9/4; 21/10; 21/10; 58/25; 23/10; 11/5; 11/5; 9/4; 11/5; 11/5; 9/4; 9/4; 11/5; 23/10; 11/5; 11/5; 11/5; 9/4; 11/5; 23/10; 9/4; 11/5; 23/10; 9/4; 9/4
META; english/championship/barnsley-v-sheffield-utd; 2018-04-07 12:19:35 GMT+3; 2018-04-07 12:15; e70300-dr003
Sheffield Utd; 13/10; 5/4; 5/4; 5/4; 34/25; 5/4; 5/4; 6/5; 5/4; 13/10; 11/8; 6/5; 13/10; 13/10; 13/10; 13/10; 5/4; 5/4; 5/4; 6/5; 13/10; 5/4; 5/4; 13/10; 5/4; 27/20
Barnsley; 12/5; 9/4; 9/4; 23/10; 23/10; 12/5; 9/4; 23/10; 40/17; 12/5; 11/5; 11/5; 11/5; 23/10; 12/5; 11/5; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 12/5
Draw; 12/5; 9/4; 11/5; 11/5; 12/5; 23/10; 23/10; 9/4; 9/4; 23/10; 11/5; 12/5; 23/10; 11/5; 23/10; 9/4; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 23/10; 9/4; 12/5
META; english/championship/barnsley-v-sheffield-utd; 2018-04-07 13:22:22 GMT+3; 2018-04-07 12:15; e70300-dr003
Sheffield Utd; 5/4; 5/4; 6/5; 5/4; 13/10; 5/4; 5/4; 6/5; 5/4; 5/4; 13/10; 6/5; 5/4; 6/5; 13/10; 5/4; 6/5; 5/4; 16/13; 6/5; 5/4; 6/5; 5/4; 5/4; 13/10; 5/4
Draw; 12/5; 9/4; 11/5; 11/5; 49/20; 23/10; 23/10; 9/4; 9/4; 23/10; 23/10; 12/5; 23/10; 9/4; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 12/5; 23/10; 23/10; 12/5; 12/5; 
Barnsley; 5/2; 9/4; 23/10; 23/10; 12/5; 12/5; 23/10; 23/10; 40/17; 12/5; 23/10; 9/4; 23/10; 12/5; 12/5; 23/10; 12/5; 23/10; 23/10; 23/10; 5/2; 40/17; 23/10; 12/5; 12/5; 5/2
