META; english/championship/birmingham-v-norwich; 2017-12-20 12:16:08 GMT+2; 2017-12-26 15:00; e70300-dr003
Norwich; 11/8; 11/8; ; ; 7/5; 29/20; 7/5; 7/5; 7/5; ; 7/5; 7/5; ; ; 6/4; 7/5; 7/5; 23/17; ; ; 7/5; 7/5; 7/5; 11/8; 23/17; ; 11/10; ; 
Birmingham; 15/8; 19/10; ; ; 24/13; 19/10; 15/8; 15/8; 9/5; ; 15/8; 15/8; ; ; 15/8; 19/10; 24/13; 9/5; ; ; 9/5; 15/8; 19/10; 19/10; 9/5; ; 17/10; ; 
Draw; 12/5; 12/5; ; ; 23/10; 12/5; 12/5; 23/10; 5/2; ; 12/5; 12/5; ; ; 23/10; 5/2; 23/10; 12/5; ; ; 27/11; 5/2; 12/5; 12/5; 12/5; ; 21/10; ; 
META; english/championship/birmingham-v-norwich; 2017-12-26 12:47:03 GMT+2; 2017-12-26 15:00; e70300-dr003
Norwich; 29/20; 7/5; 16/11; 7/5; 153/ 100; 6/4; 6/4; 11/8; 16/11; 6/4; 7/5; 29/20; ; 29/20; 7/5; 7/5; 23/17; 16/11; 23/17; 7/5; 7/5; 7/5; 6/4; 29/20; 16/11; ; 7/5; 7/5; 6/4
Birmingham; 11/5; 2; 21/10; 2; 109/ 50; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; ; 21/10; 21/10; 21/10; 2; 39/19; 2; 2; 39/19; 85/40; 21/10; 21/10; 21/10; ; 21/10; 21/10; 21/10
Draw; 23/10; 9/4; 11/5; 9/4; 111/ 50; 23/10; 11/5; 21/10; 11/5; 11/5; 23/10; 2; ; 43/20; 11/5; 11/5; 11/5; 28/13; 11/5; 23/10; 28/13; 85/40; 23/10; 11/5; 28/13; ; 11/5; 11/5; 11/5
META; english/championship/birmingham-v-norwich; 2017-12-26 13:05:43 GMT+2; 2017-12-26 15:00; e70300-dr003
Norwich; 29/20; 7/5; 16/11; 7/5; 153/ 100; 6/4; 6/4; 11/8; 16/11; 6/4; 7/5; 29/20; ; 29/20; 7/5; 7/5; 23/17; 16/11; 23/17; 7/5; 7/5; 7/5; 6/4; 29/20; 16/11; ; 7/5; 7/5; 6/4
Birmingham; 11/5; 2; 21/10; 2; 109/ 50; 11/5; 21/10; 21/10; 21/10; 11/5; 21/10; 21/10; ; 21/10; 21/10; 21/10; 2; 39/19; 2; 2; 39/19; 85/40; 21/10; 21/10; 21/10; ; 21/10; 21/10; 21/10
Draw; 23/10; 9/4; 11/5; 9/4; 111/ 50; 23/10; 11/5; 21/10; 11/5; 11/5; 23/10; 2; ; 43/20; 11/5; 9/4; 11/5; 28/13; 11/5; 23/10; 28/13; 85/40; 23/10; 11/5; 28/13; ; 11/5; 11/5; 11/5
